tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;23:06:25.066;23:06:25.067;23:06:33.137;00:00:00.000;00:00:00.001;00:00:08.070
;q52;Timer-1;23:06:33.617;23:06:33.617;23:06:36.822;00:00:08.551;00:00:00.000;00:00:03.205
;q43;Timer-10;23:07:12.168;23:07:12.168;23:07:13.438;00:00:47.102;00:00:00.000;00:00:01.270
;q15;Timer-11;23:07:12.168;23:07:12.168;23:07:14.096;00:00:47.102;00:00:00.000;00:00:01.928
;q3;Timer-12;23:07:12.768;23:07:12.768;23:07:13.549;00:00:47.702;00:00:00.000;00:00:00.781
;q80;Timer-13;23:07:13.669;23:07:13.669;23:07:18.940;00:00:48.603;00:00:00.000;00:00:05.271
;q37;Timer-14;23:07:14.887;23:07:14.887;23:07:17.705;00:00:49.821;00:00:00.000;00:00:02.818
;q12;Timer-15;23:07:16.218;23:07:16.218;23:07:18.195;00:00:51.152;00:00:00.000;00:00:01.977
;q55;Timer-16;23:07:17.269;23:07:17.705;23:07:20.166;00:00:52.203;00:00:00.436;00:00:02.461
;q12;Timer-17;23:07:17.869;23:07:18.195;23:07:20.654;00:00:52.803;00:00:00.326;00:00:02.459
;q53;Timer-18;23:07:18.018;23:07:18.940;23:07:20.983;00:00:52.952;00:00:00.922;00:00:02.043
;q81;Timer-19;23:07:21.319;23:07:21.319;23:07:22.938;00:00:56.253;00:00:00.000;00:00:01.619
;q97;Timer-2;23:06:52.967;23:06:52.967;23:06:59.300;00:00:27.901;00:00:00.000;00:00:06.333
;q28;Timer-20;23:07:22.668;23:07:22.669;23:07:24.469;00:00:57.602;00:00:00.001;00:00:01.800
;q21;Timer-21;23:07:22.820;23:07:22.820;23:07:25.041;00:00:57.754;00:00:00.000;00:00:02.221
;q63;Timer-22;23:07:24.469;23:07:24.469;23:07:25.443;00:00:59.403;00:00:00.000;00:00:00.974
;q12;Timer-23;23:07:24.469;23:07:24.469;23:07:25.354;00:00:59.403;00:00:00.000;00:00:00.885
;q15;Timer-24;23:07:25.520;23:07:25.520;23:07:26.625;00:01:00.454;00:00:00.000;00:00:01.105
;q21;Timer-25;23:07:28.070;23:07:28.070;23:07:29.341;00:01:03.004;00:00:00.000;00:00:01.271
;q28;Timer-3;23:06:55.667;23:06:55.667;23:07:02.154;00:00:30.601;00:00:00.000;00:00:06.487
;q97;Timer-4;23:06:57.167;23:06:57.167;23:07:01.476;00:00:32.101;00:00:00.000;00:00:04.309
;q96;Timer-5;23:06:57.617;23:06:59.300;23:07:02.275;00:00:32.551;00:00:01.683;00:00:02.975
;q96;Timer-6;23:07:01.668;23:07:01.668;23:07:02.357;00:00:36.602;00:00:00.000;00:00:00.689
;q96;Timer-7;23:07:02.868;23:07:02.868;23:07:03.899;00:00:37.802;00:00:00.000;00:00:01.031
;q55;Timer-8;23:07:08.717;23:07:08.717;23:07:09.891;00:00:43.651;00:00:00.000;00:00:01.174
;q52;Timer-9;23:07:09.618;23:07:09.618;23:07:10.565;00:00:44.552;00:00:00.000;00:00:00.947
tenant2;q50;Timer-26;23:09:48.771;23:09:48.771;23:09:49.790;00:03:23.705;00:00:00.000;00:00:01.019
;q98;Timer-27;23:09:55.970;23:09:55.970;23:09:56.832;00:03:30.904;00:00:00.000;00:00:00.862
;q8;Timer-28;23:10:00.171;23:10:00.171;23:10:00.972;00:03:35.105;00:00:00.000;00:00:00.801
;q4;Timer-29;23:10:17.571;23:10:17.571;23:10:19.242;00:03:52.505;00:00:00.000;00:00:01.671
;q6;Timer-30;23:10:18.920;23:10:18.920;23:10:20.141;00:03:53.854;00:00:00.000;00:00:01.221
;q99;Timer-31;23:10:19.221;23:10:19.221;23:10:19.775;00:03:54.155;00:00:00.000;00:00:00.554
;q56;Timer-32;23:10:20.422;23:10:20.422;23:10:21.203;00:03:55.356;00:00:00.000;00:00:00.781
;q48;Timer-33;23:10:20.722;23:10:20.722;23:10:21.407;00:03:55.656;00:00:00.000;00:00:00.685
;q5;Timer-34;23:10:21.922;23:10:21.922;23:10:23.046;00:03:56.856;00:00:00.000;00:00:01.124
;q58;Timer-35;23:10:22.222;23:10:22.222;23:10:23.316;00:03:57.156;00:00:00.000;00:00:01.094
;q85;Timer-36;23:10:22.822;23:10:22.822;23:10:25.415;00:03:57.756;00:00:00.000;00:00:02.593
;q23;Timer-37;23:10:24.472;23:10:24.472;23:10:28.991;00:03:59.406;00:00:00.000;00:00:04.519
