tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;23:47:12.796;23:47:12.796;23:47:22.929;00:00:00.000;00:00:00.000;00:00:10.133
;q52;Timer-1;23:47:15.646;23:47:15.646;23:47:22.929;00:00:02.850;00:00:00.000;00:00:07.283
;q43;Timer-10;23:47:28.497;23:47:31.565;23:47:32.781;00:00:15.701;00:00:03.068;00:00:01.216
;q15;Timer-11;23:47:28.498;23:47:31.902;23:47:33.810;00:00:15.702;00:00:03.404;00:00:01.908
;q3;Timer-12;23:47:28.698;23:47:32.089;23:47:32.811;00:00:15.902;00:00:03.391;00:00:00.722
;q80;Timer-13;23:47:28.998;23:47:32.781;23:47:37.171;00:00:16.202;00:00:03.783;00:00:04.390
;q37;Timer-14;23:47:29.398;23:47:32.811;23:47:34.623;00:00:16.602;00:00:03.413;00:00:01.812
;q12;Timer-15;23:47:29.848;23:47:33.811;23:47:35.667;00:00:17.052;00:00:03.963;00:00:01.856
;q55;Timer-16;23:47:30.198;23:47:34.623;23:47:35.758;00:00:17.402;00:00:04.425;00:00:01.135
;q12;Timer-17;23:47:30.399;23:47:35.667;23:47:37.138;00:00:17.603;00:00:05.268;00:00:01.471
;q53;Timer-18;23:47:30.448;23:47:35.758;23:47:37.547;00:00:17.652;00:00:05.310;00:00:01.789
;q81;Timer-19;23:47:31.550;23:47:37.138;23:47:39.400;00:00:18.754;00:00:05.588;00:00:02.262
;q97;Timer-2;23:47:22.096;23:47:22.096;23:47:28.286;00:00:09.300;00:00:00.000;00:00:06.190
;q28;Timer-20;23:47:31.999;23:47:37.171;23:47:38.719;00:00:19.203;00:00:05.172;00:00:01.548
;q21;Timer-21;23:47:32.051;23:47:37.547;23:47:39.417;00:00:19.255;00:00:05.496;00:00:01.870
;q63;Timer-22;23:47:32.601;23:47:38.719;23:47:39.628;00:00:19.805;00:00:06.118;00:00:00.909
;q12;Timer-23;23:47:32.601;23:47:39.400;23:47:40.575;00:00:19.805;00:00:06.799;00:00:01.175
;q15;Timer-24;23:47:32.954;23:47:39.417;23:47:40.424;00:00:20.158;00:00:06.463;00:00:01.007
;q21;Timer-25;23:47:33.807;23:47:39.629;23:47:40.664;00:00:21.011;00:00:05.822;00:00:01.035
;q28;Timer-3;23:47:22.996;23:47:22.996;23:47:28.672;00:00:10.200;00:00:00.000;00:00:05.676
;q97;Timer-4;23:47:23.496;23:47:23.496;23:47:32.089;00:00:10.700;00:00:00.000;00:00:08.593
;q96;Timer-5;23:47:23.647;23:47:28.286;23:47:30.728;00:00:10.851;00:00:04.639;00:00:02.442
;q96;Timer-6;23:47:24.997;23:47:28.672;23:47:29.711;00:00:12.201;00:00:03.675;00:00:01.039
;q96;Timer-7;23:47:25.397;23:47:29.711;23:47:30.340;00:00:12.601;00:00:04.314;00:00:00.629
;q55;Timer-8;23:47:27.347;23:47:30.340;23:47:31.901;00:00:14.551;00:00:02.993;00:00:01.561
;q52;Timer-9;23:47:27.647;23:47:30.728;23:47:31.565;00:00:14.851;00:00:03.081;00:00:00.837
tenant2;q50;Timer-26;23:48:20.707;23:48:20.707;23:48:21.783;00:01:07.911;00:00:00.000;00:00:01.076
;q98;Timer-27;23:48:23.108;23:48:23.108;23:48:23.672;00:01:10.312;00:00:00.000;00:00:00.564
;q8;Timer-28;23:48:24.508;23:48:24.508;23:48:25.313;00:01:11.712;00:00:00.000;00:00:00.805
;q4;Timer-29;23:48:30.308;23:48:30.308;23:48:31.840;00:01:17.512;00:00:00.000;00:00:01.532
;q6;Timer-30;23:48:30.757;23:48:30.757;23:48:32.256;00:01:17.961;00:00:00.000;00:00:01.499
;q99;Timer-31;23:48:30.859;23:48:30.859;23:48:31.750;00:01:18.063;00:00:00.000;00:00:00.891
;q56;Timer-32;23:48:31.260;23:48:31.750;23:48:32.635;00:01:18.464;00:00:00.490;00:00:00.885
;q48;Timer-33;23:48:31.359;23:48:31.840;23:48:32.527;00:01:18.563;00:00:00.481;00:00:00.687
;q5;Timer-34;23:48:31.759;23:48:32.256;23:48:33.234;00:01:18.963;00:00:00.497;00:00:00.978
;q58;Timer-35;23:48:31.859;23:48:32.527;23:48:33.559;00:01:19.063;00:00:00.668;00:00:01.032
;q85;Timer-36;23:48:32.059;23:48:32.636;23:48:35.407;00:01:19.263;00:00:00.577;00:00:02.771
;q23;Timer-37;23:48:32.610;23:48:33.234;23:48:37.540;00:01:19.814;00:00:00.624;00:00:04.306
;q16;Timer-38;23:48:32.610;23:48:33.559;23:48:34.084;00:01:19.814;00:00:00.949;00:00:00.525
;q96;Timer-39;23:48:32.710;23:48:34.084;23:48:34.557;00:01:19.914;00:00:01.374;00:00:00.473
;q24;Timer-40;23:48:32.762;23:48:34.557;23:48:34.994;00:01:19.966;00:00:01.795;00:00:00.437
;q25;Timer-41;23:48:32.862;23:48:34.995;23:48:36.831;00:01:20.066;00:00:02.133;00:00:01.836
;q79;Timer-42;23:48:33.062;23:48:35.407;23:48:36.189;00:01:20.266;00:00:02.345;00:00:00.782
;q11;Timer-43;23:48:33.163;23:48:36.189;23:48:37.555;00:01:20.367;00:00:03.026;00:00:01.366
;q93;Timer-44;23:48:39.713;23:48:39.713;23:48:39.835;00:01:26.917;00:00:00.000;00:00:00.122
;q55;Timer-45;23:48:45.314;23:48:45.314;23:48:45.701;00:01:32.518;00:00:00.000;00:00:00.387
;q15;Timer-46;23:48:50.564;23:48:50.564;23:48:51.029;00:01:37.768;00:00:00.000;00:00:00.465
;q13;Timer-47;23:48:56.814;23:48:56.814;23:48:57.462;00:01:44.018;00:00:00.000;00:00:00.648
;q6;Timer-48;23:48:56.914;23:48:56.914;23:48:58.248;00:01:44.118;00:00:00.000;00:00:01.334
;q46;Timer-49;23:48:57.265;23:48:57.265;23:48:57.959;00:01:44.469;00:00:00.000;00:00:00.694
;q47;Timer-50;23:48:57.265;23:48:57.462;23:48:59.441;00:01:44.469;00:00:00.197;00:00:01.979
;q26;Timer-51;23:48:57.418;23:48:57.959;23:48:58.476;00:01:44.622;00:00:00.541;00:00:00.517
;q79;Timer-52;23:48:57.666;23:48:58.248;23:48:58.916;00:01:44.870;00:00:00.582;00:00:00.668
;q35;Timer-53;23:48:58.116;23:48:58.476;23:49:00.221;00:01:45.320;00:00:00.360;00:00:01.745
;q88;Timer-54;23:49:00.116;23:49:00.116;23:49:01.615;00:01:47.320;00:00:00.000;00:00:01.499
;q17;Timer-55;23:49:02.566;23:49:02.566;23:49:04.483;00:01:49.770;00:00:00.000;00:00:01.917
;q18;Timer-56;23:49:03.116;23:49:03.116;23:49:04.722;00:01:50.320;00:00:00.000;00:00:01.606
;q56;Timer-57;23:49:03.466;23:49:03.466;23:49:04.451;00:01:50.670;00:00:00.000;00:00:00.985
;q10;Timer-58;23:49:03.667;23:49:04.452;23:49:06.198;00:01:50.871;00:00:00.785;00:00:01.746
;q16;Timer-59;23:49:03.769;23:49:04.483;23:49:04.776;00:01:50.973;00:00:00.714;00:00:00.293
;q63;Timer-60;23:49:03.769;23:49:04.722;23:49:05.771;00:01:50.973;00:00:00.953;00:00:01.049
;q53;Timer-61;23:49:03.969;23:49:04.776;23:49:05.493;00:01:51.173;00:00:00.807;00:00:00.717
;q3;Timer-62;23:49:03.970;23:49:05.493;23:49:05.854;00:01:51.174;00:00:01.523;00:00:00.361
;q56;Timer-63;23:49:04.170;23:49:05.771;23:49:06.472;00:01:51.374;00:00:01.601;00:00:00.701
;q60;Timer-64;23:49:04.170;23:49:05.854;23:49:06.537;00:01:51.374;00:00:01.684;00:00:00.683
;q49;Timer-65;23:49:04.270;23:49:06.198;23:49:07.156;00:01:51.474;00:00:01.928;00:00:00.958
;q90;Timer-66;23:49:04.470;23:49:06.472;23:49:06.809;00:01:51.674;00:00:02.002;00:00:00.337
;q5;Timer-67;23:49:04.720;23:49:06.537;23:49:07.427;00:01:51.924;00:00:01.817;00:00:00.890
;q46;Timer-68;23:49:05.171;23:49:06.809;23:49:07.652;00:01:52.375;00:00:01.638;00:00:00.843
;q40;Timer-69;23:49:05.620;23:49:07.156;23:49:07.699;00:01:52.824;00:00:01.536;00:00:00.543
;q80;Timer-70;23:49:06.071;23:49:07.427;23:49:08.665;00:01:53.275;00:00:01.356;00:00:01.238
;q33;Timer-71;23:49:06.371;23:49:07.699;23:49:08.710;00:01:53.575;00:00:01.328;00:00:01.011
;q66;Timer-72;23:49:06.571;23:49:08.665;23:49:09.821;00:01:53.775;00:00:02.094;00:00:01.156
;q73;Timer-73;23:49:06.621;23:49:08.710;23:49:09.263;00:01:53.825;00:00:02.089;00:00:00.553
;q70;Timer-74;23:49:06.671;23:49:08.783;23:49:09.856;00:01:53.875;00:00:02.112;00:00:01.073
;q53;Timer-75;23:49:06.872;23:49:09.264;23:49:09.917;00:01:54.076;00:00:02.392;00:00:00.653
;q1;Timer-76;23:49:06.922;23:49:09.821;23:49:10.499;00:01:54.126;00:00:02.899;00:00:00.678
;q95;Timer-77;23:49:07.172;23:49:09.856;23:49:10.104;00:01:54.376;00:00:02.684;00:00:00.248
;q36;Timer-78;23:49:07.223;23:49:09.917;23:49:10.593;00:01:54.427;00:00:02.694;00:00:00.676
;q63;Timer-79;23:49:07.323;23:49:10.104;23:49:10.575;00:01:54.527;00:00:02.781;00:00:00.471
;q18;Timer-80;23:49:07.574;23:49:10.499;23:49:12.189;00:01:54.778;00:00:02.925;00:00:01.690
;q91;Timer-81;23:49:08.074;23:49:10.575;23:49:11.296;00:01:55.278;00:00:02.501;00:00:00.721
;q28;Timer-82;23:49:08.074;23:49:10.593;23:49:11.439;00:01:55.278;00:00:02.519;00:00:00.846
;q74;Timer-83;23:49:08.124;23:49:11.297;23:49:12.330;00:01:55.328;00:00:03.173;00:00:01.033
;q27;Timer-84;23:49:08.125;23:49:11.439;23:49:12.434;00:01:55.329;00:00:03.314;00:00:00.995
;q65;Timer-85;23:49:08.125;23:49:12.189;23:49:12.941;00:01:55.329;00:00:04.064;00:00:00.752
;q81;Timer-86;23:49:08.525;23:49:12.330;23:49:12.941;00:01:55.729;00:00:03.805;00:00:00.611
;q53;Timer-87;23:49:08.776;23:49:12.434;23:49:12.875;00:01:55.980;00:00:03.658;00:00:00.441
;q4;Timer-88;23:49:08.826;23:49:12.876;23:49:14.472;00:01:56.030;00:00:04.050;00:00:01.596
;q62;Timer-89;23:49:09.727;23:49:12.941;23:49:13.408;00:01:56.931;00:00:03.214;00:00:00.467
;q18;Timer-90;23:49:09.876;23:49:12.941;23:49:14.617;00:01:57.080;00:00:03.065;00:00:01.676
;q11;Timer-91;23:49:09.926;23:49:13.408;23:49:14.836;00:01:57.130;00:00:03.482;00:00:01.428
;q58;Timer-92;23:49:10.027;23:49:14.472;23:49:15.379;00:01:57.231;00:00:04.445;00:00:00.907
;q39;Timer-93;23:49:10.427;23:49:14.617;23:49:17.211;00:01:57.631;00:00:04.190;00:00:02.594
;q86;Timer-94;23:49:10.476;23:49:14.836;23:49:15.489;00:01:57.680;00:00:04.360;00:00:00.653
;q53;Timer-95;23:49:10.577;23:49:15.379;23:49:15.755;00:01:57.781;00:00:04.802;00:00:00.376
;q90;Timer-96;23:49:10.678;23:49:15.489;23:49:15.769;00:01:57.882;00:00:04.811;00:00:00.280
;q88;Timer-97;23:49:10.878;23:49:15.755;23:49:17.174;00:01:58.082;00:00:04.877;00:00:01.419
;q31;Timer-98;23:49:11.078;23:49:15.769;23:49:17.197;00:01:58.282;00:00:04.691;00:00:01.428
tenant3;q80;Timer-100;23:48:59.528;23:48:59.528;23:49:03.129;00:01:46.732;00:00:00.000;00:00:03.601
;q37;Timer-101;23:49:06.229;23:49:07.652;23:49:08.783;00:01:53.433;00:00:01.423;00:00:01.131
;q28;Timer-102;23:49:12.229;23:49:17.175;23:49:18.794;00:01:59.433;00:00:04.946;00:00:01.619
;q96;Timer-103;23:49:12.730;23:49:17.197;23:49:18.409;00:01:59.934;00:00:04.467;00:00:01.212
;q89;Timer-104;23:49:12.830;23:49:17.212;23:49:19.099;00:02:00.034;00:00:04.382;00:00:01.887
;q21;Timer-105;23:49:19.080;23:49:19.080;23:49:20.350;00:02:06.284;00:00:00.000;00:00:01.270
;q12;Timer-106;23:49:19.381;23:49:19.381;23:49:20.105;00:02:06.585;00:00:00.000;00:00:00.724
;q3;Timer-107;23:49:20.681;23:49:20.681;23:49:21.345;00:02:07.885;00:00:00.000;00:00:00.664
;q86;Timer-108;23:49:20.883;23:49:20.883;23:49:21.591;00:02:08.087;00:00:00.000;00:00:00.708
;q20;Timer-109;23:49:26.535;23:49:26.535;23:49:27.268;00:02:13.739;00:00:00.000;00:00:00.733
;q15;Timer-110;23:49:32.936;23:49:34.088;23:49:34.971;00:02:20.140;00:00:01.152;00:00:00.883
;q96;Timer-111;23:49:32.935;23:49:33.749;23:49:34.236;00:02:20.139;00:00:00.814;00:00:00.487
;q89;Timer-112;23:49:33.086;23:49:34.236;23:49:35.054;00:02:20.290;00:00:01.150;00:00:00.818
;q21;Timer-113;23:49:33.236;23:49:34.759;23:49:35.961;00:02:20.440;00:00:01.523;00:00:01.202
;q22;Timer-114;23:49:33.436;23:49:35.054;23:49:42.856;00:02:20.640;00:00:01.618;00:00:07.802
;q42;Timer-115;23:49:33.536;23:49:35.962;23:49:36.544;00:02:20.740;00:00:02.426;00:00:00.582
;q53;Timer-116;23:49:36.186;23:49:38.390;23:49:39.392;00:02:23.390;00:00:02.204;00:00:01.002
;q97;Timer-117;23:49:37.287;23:49:40.746;23:49:45.197;00:02:24.491;00:00:03.459;00:00:04.451
;q52;Timer-118;23:49:37.787;23:49:45.197;23:49:45.990;00:02:24.991;00:00:07.410;00:00:00.793
;q42;Timer-119;23:49:37.837;23:49:45.565;23:49:45.866;00:02:25.041;00:00:07.728;00:00:00.301
;q86;Timer-120;23:49:38.737;23:49:45.990;23:49:47.978;00:02:25.941;00:00:07.253;00:00:01.988
;q12;Timer-121;23:49:38.886;23:49:47.978;23:49:48.452;00:02:26.090;00:00:09.092;00:00:00.474
;q63;Timer-122;23:49:39.587;23:49:48.452;23:49:49.313;00:02:26.791;00:00:08.865;00:00:00.861
;q98;Timer-123;23:49:41.988;23:49:57.392;23:50:00.563;00:02:29.192;00:00:15.404;00:00:03.171
;q20;Timer-124;23:49:42.188;23:49:58.398;23:50:00.901;00:02:29.392;00:00:16.210;00:00:02.503
;q98;Timer-125;23:49:42.690;23:50:00.901;23:50:01.744;00:02:29.894;00:00:18.211;00:00:00.843
;q43;Timer-126;23:49:43.491;23:50:01.744;23:50:02.796;00:02:30.695;00:00:18.253;00:00:01.052
;q15;Timer-127;23:49:44.441;23:50:02.797;23:50:03.590;00:02:31.645;00:00:18.356;00:00:00.793
;q15;Timer-128;23:49:45.391;23:50:04.128;23:50:05.469;00:02:32.595;00:00:18.737;00:00:01.341
;q15;Timer-129;23:49:46.242;23:50:05.469;23:50:06.120;00:02:33.446;00:00:19.227;00:00:00.651
;q52;Timer-130;23:49:46.792;23:50:05.641;23:50:06.340;00:02:33.996;00:00:18.849;00:00:00.699
;q43;Timer-131;23:49:47.094;23:50:06.120;23:50:06.765;00:02:34.298;00:00:19.026;00:00:00.645
;q82;Timer-132;23:49:47.144;23:50:06.340;23:50:07.432;00:02:34.348;00:00:19.196;00:00:01.092
;q93;Timer-133;23:49:48.093;23:50:06.765;23:50:06.855;00:02:35.297;00:00:18.672;00:00:00.090
;q89;Timer-134;23:49:48.344;23:50:06.855;23:50:07.669;00:02:35.548;00:00:18.511;00:00:00.814
;q63;Timer-135;23:49:49.695;23:50:07.670;23:50:08.600;00:02:36.899;00:00:17.975;00:00:00.930
;q21;Timer-136;23:49:49.895;23:50:07.692;23:50:08.850;00:02:37.099;00:00:17.797;00:00:01.158
;q93;Timer-99;23:48:56.629;23:48:56.629;23:48:56.787;00:01:43.833;00:00:00.000;00:00:00.158
tenant4;q59;Timer-137;23:49:17.896;23:49:18.410;23:49:19.216;00:02:05.100;00:00:00.514;00:00:00.806
;q4;Timer-138;23:49:25.896;23:49:25.896;23:49:27.165;00:02:13.100;00:00:00.000;00:00:01.269
;q11;Timer-139;23:49:28.247;23:49:28.247;23:49:29.231;00:02:15.451;00:00:00.000;00:00:00.984
;q4;Timer-140;23:49:30.997;23:49:30.997;23:49:33.352;00:02:18.201;00:00:00.000;00:00:02.355
