tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;00:24:33.367;00:24:33.368;00:24:43.054;00:00:00.000;00:00:00.001;00:00:09.686
;q52;Timer-1;00:24:34.511;00:24:34.511;00:24:43.054;00:00:01.144;00:00:00.000;00:00:08.543
;q43;Timer-10;00:24:39.649;00:24:51.626;00:24:54.519;00:00:06.282;00:00:11.977;00:00:02.893
;q15;Timer-11;00:24:39.648;00:24:51.516;00:24:53.310;00:00:06.281;00:00:11.868;00:00:01.794
;q3;Timer-12;00:24:39.729;00:24:52.259;00:24:53.057;00:00:06.362;00:00:12.530;00:00:00.798
;q80;Timer-13;00:24:39.849;00:24:53.057;00:24:57.369;00:00:06.482;00:00:13.208;00:00:04.312
;q37;Timer-14;00:24:40.009;00:24:53.310;00:24:55.422;00:00:06.642;00:00:13.301;00:00:02.112
;q12;Timer-15;00:24:40.189;00:24:54.519;00:24:56.803;00:00:06.822;00:00:14.330;00:00:02.284
;q55;Timer-16;00:24:40.329;00:24:55.422;00:24:56.563;00:00:06.962;00:00:15.093;00:00:01.141
;q12;Timer-17;00:24:40.410;00:24:56.563;00:24:57.924;00:00:07.043;00:00:16.153;00:00:01.361
;q53;Timer-18;00:24:40.429;00:24:56.803;00:24:58.446;00:00:07.062;00:00:16.374;00:00:01.643
;q81;Timer-19;00:24:40.870;00:24:57.369;00:24:59.414;00:00:07.503;00:00:16.499;00:00:02.045
;q97;Timer-2;00:24:37.088;00:24:37.088;00:24:47.475;00:00:03.721;00:00:00.000;00:00:10.387
;q28;Timer-20;00:24:41.049;00:24:57.924;00:24:59.399;00:00:07.682;00:00:16.875;00:00:01.475
;q21;Timer-21;00:24:41.070;00:24:58.446;00:25:00.116;00:00:07.703;00:00:17.376;00:00:01.670
;q63;Timer-22;00:24:41.290;00:24:59.399;00:25:00.964;00:00:07.923;00:00:18.109;00:00:01.565
;q12;Timer-23;00:24:41.290;00:24:59.414;00:25:00.566;00:00:07.923;00:00:18.124;00:00:01.152
;q15;Timer-24;00:24:41.430;00:25:00.116;00:25:01.159;00:00:08.063;00:00:18.686;00:00:01.043
;q21;Timer-25;00:24:41.771;00:25:00.566;00:25:01.774;00:00:08.404;00:00:18.795;00:00:01.208
;q28;Timer-3;00:24:37.447;00:24:43.054;00:24:47.163;00:00:04.080;00:00:05.607;00:00:04.109
;q97;Timer-4;00:24:37.648;00:24:43.054;00:24:50.412;00:00:04.281;00:00:05.406;00:00:07.358
;q96;Timer-5;00:24:37.708;00:24:47.163;00:24:49.537;00:00:04.341;00:00:09.455;00:00:02.374
;q96;Timer-6;00:24:38.248;00:24:47.475;00:24:48.498;00:00:04.881;00:00:09.227;00:00:01.023
;q96;Timer-7;00:24:38.408;00:24:48.498;00:24:51.626;00:00:05.041;00:00:10.090;00:00:03.128
;q55;Timer-8;00:24:39.188;00:24:49.537;00:24:52.259;00:00:05.821;00:00:10.349;00:00:02.722
;q52;Timer-9;00:24:39.309;00:24:50.412;00:24:51.516;00:00:05.942;00:00:11.103;00:00:01.104
tenant2;q50;Timer-26;00:25:00.530;00:25:00.964;00:25:02.058;00:00:27.163;00:00:00.434;00:00:01.094
;q98;Timer-27;00:25:01.491;00:25:01.491;00:25:02.016;00:00:28.124;00:00:00.000;00:00:00.525
;q8;Timer-28;00:25:02.051;00:25:02.051;00:25:02.856;00:00:28.684;00:00:00.000;00:00:00.805
;q4;Timer-29;00:25:04.371;00:25:04.371;00:25:06.112;00:00:31.004;00:00:00.000;00:00:01.741
;q6;Timer-30;00:25:04.550;00:25:04.550;00:25:06.100;00:00:31.183;00:00:00.000;00:00:01.550
;q99;Timer-31;00:25:04.591;00:25:04.591;00:25:05.133;00:00:31.224;00:00:00.000;00:00:00.542
;q56;Timer-32;00:25:04.752;00:25:05.133;00:25:06.185;00:00:31.385;00:00:00.381;00:00:01.052
;q48;Timer-33;00:25:04.792;00:25:06.101;00:25:06.822;00:00:31.425;00:00:01.309;00:00:00.721
;q5;Timer-34;00:25:04.952;00:25:06.112;00:25:07.358;00:00:31.585;00:00:01.160;00:00:01.246
;q58;Timer-35;00:25:04.993;00:25:06.186;00:25:07.310;00:00:31.626;00:00:01.193;00:00:01.124
;q85;Timer-36;00:25:05.073;00:25:06.822;00:25:09.427;00:00:31.706;00:00:01.749;00:00:02.605
;q23;Timer-37;00:25:05.294;00:25:07.310;00:25:11.836;00:00:31.927;00:00:02.016;00:00:04.526
;q16;Timer-38;00:25:05.294;00:25:07.358;00:25:07.650;00:00:31.927;00:00:02.064;00:00:00.292
;q96;Timer-39;00:25:05.335;00:25:07.650;00:25:08.277;00:00:31.968;00:00:02.315;00:00:00.627
;q24;Timer-40;00:25:05.354;00:25:08.278;00:25:08.694;00:00:31.987;00:00:02.924;00:00:00.416
;q25;Timer-41;00:25:05.395;00:25:08.694;00:25:10.634;00:00:32.028;00:00:03.299;00:00:01.940
;q79;Timer-42;00:25:05.475;00:25:09.428;00:25:10.566;00:00:32.108;00:00:03.953;00:00:01.138
;q11;Timer-43;00:25:05.515;00:25:10.566;00:25:11.827;00:00:32.148;00:00:05.051;00:00:01.261
;q93;Timer-44;00:25:08.136;00:25:10.634;00:25:10.753;00:00:34.769;00:00:02.498;00:00:00.119
;q55;Timer-45;00:25:10.376;00:25:10.753;00:25:11.372;00:00:37.009;00:00:00.377;00:00:00.619
;q15;Timer-46;00:25:12.476;00:25:12.476;00:25:12.951;00:00:39.109;00:00:00.000;00:00:00.475
;q13;Timer-47;00:25:14.977;00:25:14.977;00:25:15.676;00:00:41.610;00:00:00.000;00:00:00.699
;q6;Timer-48;00:25:15.017;00:25:15.017;00:25:16.414;00:00:41.650;00:00:00.000;00:00:01.397
;q46;Timer-49;00:25:15.157;00:25:15.157;00:25:15.964;00:00:41.790;00:00:00.000;00:00:00.807
;q47;Timer-50;00:25:15.157;00:25:15.677;00:25:17.716;00:00:41.790;00:00:00.520;00:00:02.039
;q26;Timer-51;00:25:15.217;00:25:15.964;00:25:16.518;00:00:41.850;00:00:00.747;00:00:00.554
;q79;Timer-52;00:25:15.318;00:25:16.414;00:25:17.135;00:00:41.951;00:00:01.096;00:00:00.721
;q35;Timer-53;00:25:15.498;00:25:16.518;00:25:18.938;00:00:42.131;00:00:01.020;00:00:02.420
;q88;Timer-54;00:25:16.298;00:25:17.716;00:25:19.807;00:00:42.931;00:00:01.418;00:00:02.091
;q17;Timer-55;00:25:17.278;00:25:18.938;00:25:20.850;00:00:43.911;00:00:01.660;00:00:01.912
;q18;Timer-56;00:25:17.498;00:25:19.807;00:25:21.170;00:00:44.131;00:00:02.309;00:00:01.363
;q56;Timer-57;00:25:17.639;00:25:20.806;00:25:21.639;00:00:44.272;00:00:03.167;00:00:00.833
;q10;Timer-58;00:25:17.719;00:25:20.850;00:25:22.661;00:00:44.352;00:00:03.131;00:00:01.811
;q16;Timer-59;00:25:17.759;00:25:21.170;00:25:21.476;00:00:44.392;00:00:03.411;00:00:00.306
;q63;Timer-60;00:25:17.759;00:25:21.476;00:25:22.075;00:00:44.392;00:00:03.717;00:00:00.599
;q53;Timer-61;00:25:17.839;00:25:21.639;00:25:22.217;00:00:44.472;00:00:03.800;00:00:00.578
;q3;Timer-62;00:25:17.840;00:25:22.075;00:25:22.456;00:00:44.473;00:00:04.235;00:00:00.381
;q56;Timer-63;00:25:17.920;00:25:22.217;00:25:22.889;00:00:44.553;00:00:04.297;00:00:00.672
;q60;Timer-64;00:25:17.920;00:25:22.456;00:25:23.108;00:00:44.553;00:00:04.536;00:00:00.652
;q49;Timer-65;00:25:17.961;00:25:22.661;00:25:23.559;00:00:44.594;00:00:04.700;00:00:00.898
;q90;Timer-66;00:25:18.042;00:25:22.889;00:25:23.246;00:00:44.675;00:00:04.847;00:00:00.357
;q5;Timer-67;00:25:18.142;00:25:23.108;00:25:24.167;00:00:44.775;00:00:04.966;00:00:01.059
;q46;Timer-68;00:25:18.322;00:25:23.246;00:25:24.037;00:00:44.955;00:00:04.924;00:00:00.791
;q40;Timer-69;00:25:18.502;00:25:23.559;00:25:24.242;00:00:45.135;00:00:05.057;00:00:00.683
;q80;Timer-70;00:25:18.682;00:25:24.037;00:25:25.180;00:00:45.315;00:00:05.355;00:00:01.143
;q33;Timer-71;00:25:18.802;00:25:24.243;00:25:25.239;00:00:45.435;00:00:05.441;00:00:00.996
;q66;Timer-72;00:25:18.882;00:25:25.180;00:25:26.243;00:00:45.515;00:00:06.298;00:00:01.063
;q73;Timer-73;00:25:18.902;00:25:25.239;00:25:25.792;00:00:45.535;00:00:06.337;00:00:00.553
;q70;Timer-74;00:25:18.922;00:25:25.292;00:25:26.460;00:00:45.555;00:00:06.370;00:00:01.168
;q53;Timer-75;00:25:19.002;00:25:25.792;00:25:26.740;00:00:45.635;00:00:06.790;00:00:00.948
;q1;Timer-76;00:25:19.022;00:25:26.243;00:25:26.791;00:00:45.655;00:00:07.221;00:00:00.548
;q95;Timer-77;00:25:19.122;00:25:26.460;00:25:26.676;00:00:45.755;00:00:07.338;00:00:00.216
;q36;Timer-78;00:25:19.143;00:25:26.676;00:25:27.301;00:00:45.776;00:00:07.533;00:00:00.625
;q63;Timer-79;00:25:19.183;00:25:26.740;00:25:27.288;00:00:45.816;00:00:07.557;00:00:00.548
;q18;Timer-80;00:25:19.282;00:25:26.792;00:25:28.507;00:00:45.915;00:00:07.510;00:00:01.715
;q91;Timer-81;00:25:19.483;00:25:27.288;00:25:28.059;00:00:46.116;00:00:07.805;00:00:00.771
;q28;Timer-82;00:25:19.483;00:25:27.301;00:25:28.186;00:00:46.116;00:00:07.818;00:00:00.885
;q74;Timer-83;00:25:19.503;00:25:28.059;00:25:29.269;00:00:46.136;00:00:08.556;00:00:01.210
;q27;Timer-84;00:25:19.503;00:25:28.186;00:25:29.066;00:00:46.136;00:00:08.683;00:00:00.880
;q65;Timer-85;00:25:19.503;00:25:28.507;00:25:29.615;00:00:46.136;00:00:09.004;00:00:01.108
;q81;Timer-86;00:25:19.664;00:25:29.066;00:25:29.657;00:00:46.297;00:00:09.402;00:00:00.591
;q53;Timer-87;00:25:19.764;00:25:29.269;00:25:29.752;00:00:46.397;00:00:09.505;00:00:00.483
;q4;Timer-88;00:25:19.784;00:25:29.615;00:25:31.209;00:00:46.417;00:00:09.831;00:00:01.594
;q62;Timer-89;00:25:20.144;00:25:29.657;00:25:30.072;00:00:46.777;00:00:09.513;00:00:00.415
;q18;Timer-90;00:25:20.205;00:25:29.752;00:25:31.255;00:00:46.838;00:00:09.547;00:00:01.503
;q11;Timer-91;00:25:20.224;00:25:30.072;00:25:31.488;00:00:46.857;00:00:09.848;00:00:01.416
;q58;Timer-92;00:25:20.265;00:25:31.209;00:25:32.044;00:00:46.898;00:00:10.944;00:00:00.835
;q39;Timer-93;00:25:20.425;00:25:31.255;00:25:33.334;00:00:47.058;00:00:10.830;00:00:02.079
;q86;Timer-94;00:25:20.444;00:25:31.488;00:25:32.054;00:00:47.077;00:00:11.044;00:00:00.566
;q53;Timer-95;00:25:20.485;00:25:32.044;00:25:32.520;00:00:47.118;00:00:11.559;00:00:00.476
;q90;Timer-96;00:25:20.525;00:25:32.055;00:25:32.357;00:00:47.158;00:00:11.530;00:00:00.302
;q88;Timer-97;00:25:20.605;00:25:32.357;00:25:34.151;00:00:47.238;00:00:11.752;00:00:01.794
;q31;Timer-98;00:25:20.686;00:25:32.520;00:25:34.505;00:00:47.319;00:00:11.834;00:00:01.985
tenant3;q80;Timer-100;00:25:16.066;00:25:17.136;00:25:20.806;00:00:42.699;00:00:01.070;00:00:03.670
;q37;Timer-101;00:25:18.746;00:25:24.167;00:25:25.291;00:00:45.379;00:00:05.421;00:00:01.124
;q28;Timer-102;00:25:21.146;00:25:33.334;00:25:34.786;00:00:47.779;00:00:12.188;00:00:01.452
