tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;00:31:49.197;00:31:49.197;00:31:59.104;00:00:00.000;00:00:00.000;00:00:09.907
;q52;Timer-1;00:31:50.202;00:31:50.202;00:31:59.104;00:00:01.005;00:00:00.000;00:00:08.902
;q43;Timer-10;00:31:54.739;00:32:06.864;00:32:07.923;00:00:05.542;00:00:12.125;00:00:01.059
;q15;Timer-11;00:31:54.740;00:32:07.423;00:32:09.289;00:00:05.543;00:00:12.683;00:00:01.866
;q3;Timer-12;00:31:54.809;00:32:07.924;00:32:08.898;00:00:05.612;00:00:13.115;00:00:00.974
;q80;Timer-13;00:31:54.916;00:32:08.034;00:32:12.392;00:00:05.719;00:00:13.118;00:00:04.358
;q37;Timer-14;00:31:55.057;00:32:08.898;00:32:11.196;00:00:05.860;00:00:13.841;00:00:02.298
;q12;Timer-15;00:31:55.216;00:32:09.289;00:32:11.172;00:00:06.019;00:00:14.073;00:00:01.883
;q55;Timer-16;00:31:55.340;00:32:11.172;00:32:11.954;00:00:06.143;00:00:15.832;00:00:00.782
;q12;Timer-17;00:31:55.410;00:32:11.197;00:32:12.470;00:00:06.213;00:00:15.787;00:00:01.273
;q53;Timer-18;00:31:55.428;00:32:11.954;00:32:13.838;00:00:06.231;00:00:16.526;00:00:01.884
;q81;Timer-19;00:31:55.817;00:32:12.392;00:32:14.748;00:00:06.620;00:00:16.575;00:00:02.356
;q97;Timer-2;00:31:52.479;00:31:52.479;00:32:02.592;00:00:03.282;00:00:00.000;00:00:10.113
;q28;Timer-20;00:31:55.976;00:32:12.470;00:32:13.949;00:00:06.779;00:00:16.494;00:00:01.479
;q21;Timer-21;00:31:55.993;00:32:13.838;00:32:15.392;00:00:06.796;00:00:17.845;00:00:01.554
;q63;Timer-22;00:31:56.188;00:32:13.949;00:32:15.304;00:00:06.991;00:00:17.761;00:00:01.355
;q12;Timer-23;00:31:56.188;00:32:14.748;00:32:15.885;00:00:06.991;00:00:18.560;00:00:01.137
;q15;Timer-24;00:31:56.311;00:32:15.305;00:32:16.384;00:00:07.114;00:00:18.994;00:00:01.079
;q21;Timer-25;00:31:56.612;00:32:15.392;00:32:16.469;00:00:07.415;00:00:18.780;00:00:01.077
;q28;Timer-3;00:31:52.797;00:31:59.104;00:32:04.651;00:00:03.600;00:00:06.307;00:00:05.547
;q97;Timer-4;00:31:52.973;00:31:59.104;00:32:06.863;00:00:03.776;00:00:06.131;00:00:07.759
;q96;Timer-5;00:31:53.027;00:32:02.592;00:32:03.635;00:00:03.830;00:00:09.565;00:00:01.043
;q96;Timer-6;00:31:53.503;00:32:03.635;00:32:07.423;00:00:04.306;00:00:10.132;00:00:03.788
;q96;Timer-7;00:31:53.645;00:32:04.651;00:32:05.749;00:00:04.448;00:00:11.006;00:00:01.098
