tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;09:51:33.199;09:51:33.415;09:51:34.539;00:00:00.000;00:00:00.216;00:00:01.124
;q52;Timer-1;09:51:50.303;09:51:50.304;09:51:51.484;00:00:17.104;00:00:00.001;00:00:01.180
;q43;Timer-10;09:53:07.424;09:53:07.425;09:53:08.677;00:01:34.225;00:00:00.001;00:00:01.252
;q15;Timer-11;09:53:07.426;09:53:07.428;09:53:07.976;00:01:34.227;00:00:00.002;00:00:00.548
;q3;Timer-12;09:53:08.636;09:53:08.637;09:53:09.095;00:01:35.437;00:00:00.001;00:00:00.458
;q80;Timer-13;09:53:10.438;09:53:10.439;09:53:11.640;00:01:37.239;00:00:00.001;00:00:01.201
;q37;Timer-14;09:53:12.836;09:53:12.838;09:53:13.449;00:01:39.637;00:00:00.002;00:00:00.611
;q12;Timer-15;09:53:15.541;09:53:15.542;09:53:15.786;00:01:42.342;00:00:00.001;00:00:00.244
;q55;Timer-16;09:53:17.643;09:53:17.644;09:53:18.084;00:01:44.444;00:00:00.001;00:00:00.440
;q12;Timer-17;09:53:18.841;09:53:18.842;09:53:19.049;00:01:45.642;00:00:00.001;00:00:00.207
;q53;Timer-18;09:53:19.142;09:53:19.143;09:53:19.701;00:01:45.943;00:00:00.001;00:00:00.558
;q81;Timer-19;09:53:25.751;09:53:25.751;09:54:05.041;00:01:52.552;00:00:00.000;00:00:39.290
;q97;Timer-2;09:52:29.004;09:52:29.005;09:52:32.941;00:00:55.805;00:00:00.001;00:00:03.936
;q28;Timer-20;09:53:28.446;09:53:28.446;09:53:33.404;00:01:55.247;00:00:00.000;00:00:04.958
;q21;Timer-21;09:53:28.748;09:53:28.749;09:53:30.345;00:01:55.549;00:00:00.001;00:00:01.596
;q63;Timer-22;09:53:32.048;09:53:32.048;09:53:32.764;00:01:58.849;00:00:00.000;00:00:00.716
;q12;Timer-23;09:53:32.049;09:53:32.765;09:53:33.023;00:01:58.850;00:00:00.716;00:00:00.258
;q15;Timer-24;09:53:34.148;09:53:34.149;09:53:34.535;00:02:00.949;00:00:00.001;00:00:00.386
;q21;Timer-25;09:53:39.249;09:53:39.249;09:53:40.152;00:02:06.050;00:00:00.000;00:00:00.903
;q28;Timer-3;09:52:34.408;09:52:34.409;09:52:39.776;00:01:01.209;00:00:00.001;00:00:05.367
;q97;Timer-4;09:52:37.410;09:52:37.415;09:52:41.354;00:01:04.211;00:00:00.005;00:00:03.939
;q96;Timer-5;09:52:38.315;09:52:38.320;09:52:39.303;00:01:05.116;00:00:00.005;00:00:00.983
;q96;Timer-6;09:52:46.415;09:52:46.418;09:52:46.956;00:01:13.216;00:00:00.003;00:00:00.538
;q96;Timer-7;09:52:48.820;09:52:48.821;09:52:49.260;00:01:15.621;00:00:00.001;00:00:00.439
;q55;Timer-8;09:53:00.520;09:53:00.521;09:53:00.961;00:01:27.321;00:00:00.001;00:00:00.440
;q52;Timer-9;09:53:02.321;09:53:02.323;09:53:02.800;00:01:29.122;00:00:00.002;00:00:00.477
tenant2;q50;Timer-26;09:58:20.648;09:58:20.657;09:58:21.469;00:06:47.449;00:00:00.009;00:00:00.812
;q98;Timer-27;09:58:35.052;09:58:35.055;09:58:35.715;00:07:01.853;00:00:00.003;00:00:00.660
;q8;Timer-28;09:58:43.451;09:58:43.452;09:58:44.375;00:07:10.252;00:00:00.001;00:00:00.923
;q4;Timer-29;09:59:18.262;09:59:18.264;10:00:59.829;00:07:45.063;00:00:00.002;00:01:41.565
;q6;Timer-30;09:59:20.961;09:59:20.968;10:05:15.012;00:07:47.762;00:00:00.007;00:05:54.044
;q99;Timer-31;09:59:21.563;09:59:21.570;09:59:23.147;00:07:48.364;00:00:00.007;00:00:01.577
;q56;Timer-32;09:59:23.963;09:59:23.966;09:59:26.435;00:07:50.764;00:00:00.003;00:00:02.469
;q48;Timer-33;09:59:24.562;09:59:26.435;09:59:29.317;00:07:51.363;00:00:01.873;00:00:02.882
;q5;Timer-34;09:59:26.962;09:59:29.318;09:59:42.115;00:07:53.763;00:00:02.356;00:00:12.797
;q58;Timer-35;09:59:27.562;09:59:42.115;09:59:44.668;00:07:54.363;00:00:14.553;00:00:02.553
;q85;Timer-36;09:59:28.762;09:59:44.668;09:59:48.144;00:07:55.563;00:00:15.906;00:00:03.476
;q23;Timer-37;09:59:32.062;09:59:48.145;10:00:25.554;00:07:58.863;00:00:16.083;00:00:37.409
;q16;Timer-38;09:59:32.062;10:00:25.554;10:00:50.980;00:07:58.863;00:00:53.492;00:00:25.426
;q96;Timer-39;09:59:32.665;10:00:50.980;10:00:51.715;00:07:59.466;00:01:18.315;00:00:00.735
;q24;Timer-40;09:59:32.965;10:00:51.715;10:00:51.840;00:07:59.766;00:01:18.750;00:00:00.125
;q25;Timer-41;09:59:33.566;10:00:51.841;10:00:53.299;00:08:00.367;00:01:18.275;00:00:01.458
;q79;Timer-42;09:59:34.768;10:00:53.300;10:00:55.405;00:08:01.569;00:01:18.532;00:00:02.105
;q11;Timer-43;09:59:35.371;10:00:55.406;10:01:37.832;00:08:02.172;00:01:20.035;00:00:42.426
;q93;Timer-44;10:00:14.671;10:00:59.829;10:00:59.839;00:08:41.472;00:00:45.158;00:00:00.010
;q55;Timer-45;10:00:48.271;10:00:59.840;10:01:00.517;00:09:15.072;00:00:11.569;00:00:00.677
;q15;Timer-46;10:01:19.772;10:01:19.772;10:01:20.412;00:09:46.573;00:00:00.000;00:00:00.640
;q13;Timer-47;10:01:57.273;10:01:57.273;10:01:59.789;00:10:24.074;00:00:00.000;00:00:02.516
;q6;Timer-48;10:01:57.875;10:05:39.755;10:08:55.583;00:10:24.676;00:03:41.880;00:03:15.828
;q46;Timer-49;10:01:59.976;10:01:59.976;10:02:02.288;00:10:26.777;00:00:00.000;00:00:02.312
;q47;Timer-50;10:01:59.976;10:01:59.977;10:02:12.598;00:10:26.777;00:00:00.001;00:00:12.621
;q26;Timer-51;10:02:00.876;10:02:02.288;10:02:03.765;00:10:27.677;00:00:01.412;00:00:01.477
