tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;03:38:47.937;03:38:48.107;03:38:49.252;00:00:00.000;00:00:00.170;00:00:01.145
;q52;Timer-1;03:39:16.444;03:39:16.445;03:39:17.613;00:00:28.507;00:00:00.001;00:00:01.168
;q43;Timer-10;03:41:24.955;03:41:24.959;03:41:26.117;00:02:37.018;00:00:00.004;00:00:01.158
;q15;Timer-11;03:41:24.957;03:41:24.963;03:41:25.471;00:02:37.020;00:00:00.006;00:00:00.508
;q3;Timer-12;03:41:26.955;03:41:26.955;03:41:27.367;00:02:39.018;00:00:00.000;00:00:00.412
;q80;Timer-13;03:41:29.960;03:41:29.961;03:41:31.141;00:02:42.023;00:00:00.001;00:00:01.180
;q37;Timer-14;03:41:33.961;03:41:33.962;03:41:34.591;00:02:46.024;00:00:00.001;00:00:00.629
;q12;Timer-15;03:41:38.460;03:41:38.470;03:41:38.700;00:02:50.523;00:00:00.010;00:00:00.230
;q55;Timer-16;03:41:41.961;03:41:41.961;03:41:42.396;00:02:54.024;00:00:00.000;00:00:00.435
;q12;Timer-17;03:41:43.961;03:41:43.962;03:41:44.202;00:02:56.024;00:00:00.001;00:00:00.240
;q53;Timer-18;03:41:44.460;03:41:44.461;03:41:45.043;00:02:56.523;00:00:00.001;00:00:00.582
;q81;Timer-19;03:41:55.460;03:41:55.460;03:42:33.932;00:03:07.523;00:00:00.000;00:00:38.472
;q97;Timer-2;03:40:20.954;03:40:20.955;03:40:24.888;00:01:33.017;00:00:00.001;00:00:03.933
;q28;Timer-20;03:41:59.962;03:41:59.962;03:42:04.508;00:03:12.025;00:00:00.000;00:00:04.546
;q21;Timer-21;03:42:00.463;03:42:00.467;03:42:02.040;00:03:12.526;00:00:00.004;00:00:01.573
;q63;Timer-22;03:42:05.963;03:42:05.963;03:42:06.550;00:03:18.026;00:00:00.000;00:00:00.587
;q12;Timer-23;03:42:05.964;03:42:05.967;03:42:06.242;00:03:18.027;00:00:00.003;00:00:00.275
;q15;Timer-24;03:42:09.468;03:42:09.470;03:42:09.811;00:03:21.531;00:00:00.002;00:00:00.341
;q21;Timer-25;03:42:17.968;03:42:17.968;03:42:18.870;00:03:30.031;00:00:00.000;00:00:00.902
;q28;Timer-3;03:40:29.954;03:40:29.955;03:40:34.783;00:01:42.017;00:00:00.001;00:00:04.828
;q97;Timer-4;03:40:34.954;03:40:34.955;03:40:38.556;00:01:47.017;00:00:00.001;00:00:03.601
;q96;Timer-5;03:40:36.454;03:40:36.459;03:40:36.944;00:01:48.517;00:00:00.005;00:00:00.485
;q96;Timer-6;03:40:49.955;03:40:49.957;03:40:50.444;00:02:02.018;00:00:00.002;00:00:00.487
;q96;Timer-7;03:40:53.955;03:40:53.956;03:40:54.430;00:02:06.018;00:00:00.001;00:00:00.474
;q55;Timer-8;03:41:13.455;03:41:13.456;03:41:13.925;00:02:25.518;00:00:00.001;00:00:00.469
;q52;Timer-9;03:41:16.455;03:41:16.456;03:41:16.967;00:02:28.518;00:00:00.001;00:00:00.511
tenant2;q50;Timer-26;03:50:06.971;03:50:06.988;03:50:07.817;00:11:19.034;00:00:00.017;00:00:00.829
;q98;Timer-27;03:50:30.972;03:50:30.974;03:50:31.672;00:11:43.035;00:00:00.002;00:00:00.698
;q8;Timer-28;03:50:44.972;03:50:44.972;03:50:45.946;00:11:57.035;00:00:00.000;00:00:00.974
;q4;Timer-29;03:51:42.973;03:51:42.974;03:53:15.944;00:12:55.036;00:00:00.001;00:01:32.970
;q6;Timer-30;03:51:47.471;03:51:47.488;03:56:01.019;00:12:59.534;00:00:00.017;00:04:13.531
;q99;Timer-31;03:51:48.474;03:51:48.482;03:51:50.103;00:13:00.537;00:00:00.008;00:00:01.621
;q56;Timer-32;03:51:52.474;03:51:52.475;03:51:55.424;00:13:04.537;00:00:00.001;00:00:02.949
;q48;Timer-33;03:51:53.475;03:51:55.425;03:51:58.192;00:13:05.538;00:00:01.950;00:00:02.767
;q5;Timer-34;03:51:57.478;03:51:58.193;03:52:10.184;00:13:09.541;00:00:00.715;00:00:11.991
;q58;Timer-35;03:51:58.478;03:52:10.184;03:52:12.480;00:13:10.541;00:00:11.706;00:00:02.296
;q85;Timer-36;03:52:00.480;03:52:12.480;03:52:15.857;00:13:12.543;00:00:12.000;00:00:03.377
;q23;Timer-37;03:52:05.982;03:52:15.858;03:52:52.162;00:13:18.045;00:00:09.876;00:00:36.304
;q16;Timer-38;03:52:05.988;03:52:52.163;03:53:17.179;00:13:18.051;00:00:46.175;00:00:25.016
;q96;Timer-39;03:52:06.988;03:53:15.944;03:53:17.012;00:13:19.051;00:01:08.956;00:00:01.068
;q24;Timer-40;03:52:07.490;03:53:17.013;03:53:17.150;00:13:19.553;00:01:09.523;00:00:00.137
;q25;Timer-41;03:52:08.491;03:53:17.151;03:53:18.591;00:13:20.554;00:01:08.660;00:00:01.440
;q79;Timer-42;03:52:10.492;03:53:17.180;03:53:19.768;00:13:22.555;00:01:06.688;00:00:02.588
;q11;Timer-43;03:52:11.492;03:53:18.592;03:53:58.884;00:13:23.555;00:01:07.100;00:00:40.292
;q93;Timer-44;03:53:16.992;03:53:19.768;03:53:19.779;00:14:29.055;00:00:02.776;00:00:00.011
;q55;Timer-45;03:54:12.995;03:54:12.996;03:54:13.576;00:15:25.058;00:00:00.001;00:00:00.580
;q15;Timer-46;03:55:05.497;03:55:05.497;03:55:06.094;00:16:17.560;00:00:00.000;00:00:00.597
;q13;Timer-47;03:56:07.996;03:56:07.998;03:56:10.013;00:17:20.059;00:00:00.002;00:00:02.015
;q6;Timer-48;03:56:08.996;03:56:08.997;04:00:44.289;00:17:21.059;00:00:00.001;00:04:35.292
;q46;Timer-49;03:56:12.500;03:56:12.500;03:56:14.742;00:17:24.563;00:00:00.000;00:00:02.242
;q47;Timer-50;03:56:12.504;03:56:12.504;03:56:25.328;00:17:24.567;00:00:00.000;00:00:12.824
;q26;Timer-51;03:56:14.004;03:56:14.742;03:56:16.169;00:17:26.067;00:00:00.738;00:00:01.427
;q79;Timer-52;03:56:16.503;03:56:16.503;03:56:18.579;00:17:28.566;00:00:00.000;00:00:02.076
;q35;Timer-53;03:56:21.003;04:00:44.289;04:35:32.963;00:17:33.066;00:04:23.286;00:34:48.674
;q88;Timer-54;03:56:41.004;03:56:41.005;03:56:48.656;00:17:53.067;00:00:00.001;00:00:07.651
;q17;Timer-55;03:57:05.504;03:57:05.505;03:57:07.374;00:18:17.567;00:00:00.001;00:00:01.869
;q18;Timer-56;03:57:11.004;03:57:11.004;03:57:13.423;00:18:23.067;00:00:00.000;00:00:02.419
;q56;Timer-57;03:57:14.504;03:57:14.504;03:57:16.077;00:18:26.567;00:00:00.000;00:00:01.573
;q10;Timer-58;03:57:16.504;04:35:32.963;04:46:53.863;00:18:28.567;00:38:16.459;00:11:20.900
;q16;Timer-59;03:57:17.513;03:57:17.514;03:57:30.925;00:18:29.576;00:00:00.001;00:00:13.411
;q63;Timer-60;03:57:17.514;03:57:17.515;03:57:19.435;00:18:29.577;00:00:00.001;00:00:01.920
;q53;Timer-61;03:57:19.505;03:57:20.632;03:57:23.275;00:18:31.568;00:00:01.127;00:00:02.643
;q3;Timer-62;03:57:19.504;03:57:19.506;03:57:20.632;00:18:31.567;00:00:00.002;00:00:01.126
;q56;Timer-63;03:57:21.506;03:57:23.275;03:57:27.380;00:18:33.569;00:00:01.769;00:00:04.105
;q60;Timer-64;03:57:21.506;03:57:27.380;03:57:31.123;00:18:33.569;00:00:05.874;00:00:03.743
;q49;Timer-65;03:57:22.506;03:57:30.925;03:57:35.764;00:18:34.569;00:00:08.419;00:00:04.839
;q90;Timer-66;03:57:24.506;03:57:31.123;03:57:32.021;00:18:36.569;00:00:06.617;00:00:00.898
;q5;Timer-67;03:57:27.007;03:57:32.022;03:57:43.125;00:18:39.070;00:00:05.015;00:00:11.103
;q46;Timer-68;03:57:31.507;03:57:35.764;03:57:37.907;00:18:43.570;00:00:04.257;00:00:02.143
;q40;Timer-69;03:57:36.006;03:57:37.908;03:57:38.470;00:18:48.069;00:00:01.902;00:00:00.562
;q80;Timer-70;03:57:40.506;03:57:40.507;03:57:43.054;00:18:52.569;00:00:00.001;00:00:02.547
;q33;Timer-71;03:57:43.513;03:57:43.514;03:57:45.229;00:18:55.576;00:00:00.001;00:00:01.715
;q66;Timer-72;03:57:45.513;03:57:45.513;03:57:46.799;00:18:57.576;00:00:00.000;00:00:01.286
;q73;Timer-73;03:57:46.012;03:57:46.013;03:57:47.359;00:18:58.075;00:00:00.001;00:00:01.346
;q70;Timer-74;03:57:46.514;03:57:46.799;03:57:50.576;00:18:58.577;00:00:00.285;00:00:03.777
;q53;Timer-75;03:57:48.513;03:57:48.513;03:57:49.923;00:19:00.576;00:00:00.000;00:00:01.410
;q1;Timer-76;03:57:49.014;04:47:49.846;04:50:50.761;00:19:01.077;00:50:00.832;00:03:00.915
;q95;Timer-77;03:57:51.515;03:57:51.516;03:58:09.787;00:19:03.578;00:00:00.001;00:00:18.271
;q36;Timer-78;03:57:52.015;03:57:52.016;03:57:59.152;00:19:04.078;00:00:00.001;00:00:07.136
;q63;Timer-79;03:57:53.015;03:57:59.152;03:58:01.757;00:19:05.078;00:00:06.137;00:00:02.605
;q18;Timer-80;03:57:55.516;03:58:01.757;03:58:05.629;00:19:07.579;00:00:06.241;00:00:03.872
;q91;Timer-81;03:58:00.515;03:58:05.629;03:58:06.473;00:19:12.578;00:00:05.114;00:00:00.844
;q28;Timer-82;03:58:00.515;03:58:06.474;03:58:17.191;00:19:12.578;00:00:05.959;00:00:10.717
;q74;Timer-83;03:58:01.015;03:58:16.824;03:58:27.678;00:19:13.078;00:00:15.809;00:00:10.854
;q27;Timer-84;03:58:01.016;03:58:17.191;03:58:20.029;00:19:13.079;00:00:16.175;00:00:02.838
;q65;Timer-85;03:58:01.015;03:58:09.787;03:58:16.824;00:19:13.078;00:00:08.772;00:00:07.037
;q81;Timer-86;03:58:05.016;04:50:50.761;04:51:43.226;00:19:17.079;00:52:45.745;00:00:52.465
;q53;Timer-87;03:58:07.516;03:58:20.030;03:58:21.764;00:19:19.579;00:00:12.514;00:00:01.734
;q4;Timer-88;03:58:08.016;03:58:21.764;04:00:04.608;00:19:20.079;00:00:13.748;00:01:42.844
;q62;Timer-89;03:58:17.016;03:58:27.678;03:58:28.792;00:19:29.079;00:00:10.662;00:00:01.114
;q18;Timer-90;03:58:18.518;03:58:28.793;03:58:32.685;00:19:30.581;00:00:10.275;00:00:03.892
;q11;Timer-91;03:58:19.016;03:58:32.685;03:59:40.231;00:19:31.079;00:00:13.669;00:01:07.546
;q58;Timer-92;03:58:20.018;03:59:40.231;03:59:42.661;00:19:32.081;00:01:20.213;00:00:02.430
;q39;Timer-93;03:58:24.019;03:59:42.662;04:00:13.417;00:19:36.082;00:01:18.643;00:00:30.755
;q86;Timer-94;03:58:24.518;04:00:04.609;04:00:05.701;00:19:36.581;00:01:40.091;00:00:01.092
;q53;Timer-95;03:58:25.522;04:00:05.701;04:00:07.099;00:19:37.585;00:01:40.179;00:00:01.398
;q90;Timer-96;03:58:26.532;04:00:07.099;04:00:07.962;00:19:38.595;00:01:40.567;00:00:00.863
;q88;Timer-97;03:58:28.536;04:00:07.963;04:00:17.432;00:19:40.599;00:01:39.427;00:00:09.469
;q31;Timer-98;03:58:30.544;04:00:13.418;04:00:39.069;00:19:42.607;00:01:42.874;00:00:25.651
tenant3;q80;Timer-100;03:56:35.046;03:56:35.048;03:56:37.264;00:17:47.109;00:00:00.002;00:00:02.216
;q37;Timer-101;03:57:42.048;03:57:43.054;03:57:44.188;00:18:54.111;00:00:01.006;00:00:01.134
;q28;Timer-102;03:58:42.049;04:00:17.432;04:00:29.120;00:19:54.112;00:01:35.383;00:00:11.688
;q96;Timer-103;03:58:47.050;04:00:29.120;04:00:30.416;00:19:59.113;00:01:42.070;00:00:01.296
;q89;Timer-104;03:58:48.050;04:00:30.417;04:00:32.667;00:20:00.113;00:01:42.367;00:00:02.250
