tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;23:43:03.706;23:43:03.940;23:43:05.272;00:00:00.000;00:00:00.234;00:00:01.332
;q52;Timer-1;23:43:17.958;23:43:17.959;23:43:19.161;00:00:14.252;00:00:00.001;00:00:01.202
;q43;Timer-10;23:44:22.232;23:44:22.233;23:44:23.576;00:01:18.526;00:00:00.001;00:00:01.343
;q15;Timer-11;23:44:22.233;23:44:22.240;23:44:22.850;00:01:18.527;00:00:00.007;00:00:00.610
;q3;Timer-12;23:44:23.233;23:44:23.235;23:44:23.719;00:01:19.527;00:00:00.002;00:00:00.484
;q80;Timer-13;23:44:24.743;23:44:24.743;23:44:25.963;00:01:21.037;00:00:00.000;00:00:01.220
;q37;Timer-14;23:44:26.746;23:44:26.747;23:44:27.656;00:01:23.040;00:00:00.001;00:00:00.909
;q12;Timer-15;23:44:29.009;23:44:29.010;23:44:29.234;00:01:25.303;00:00:00.001;00:00:00.224
;q55;Timer-16;23:44:30.743;23:44:30.744;23:44:31.182;00:01:27.037;00:00:00.001;00:00:00.438
;q12;Timer-17;23:44:31.744;23:44:31.745;23:44:31.928;00:01:28.038;00:00:00.001;00:00:00.183
;q53;Timer-18;23:44:31.994;23:44:31.994;23:44:32.535;00:01:28.288;00:00:00.000;00:00:00.541
;q81;Timer-19;23:44:37.494;23:44:37.495;23:45:20.433;00:01:33.788;00:00:00.001;00:00:42.938
;q97;Timer-2;23:43:50.208;23:43:50.209;23:43:54.506;00:00:46.502;00:00:00.001;00:00:04.297
;q28;Timer-20;23:44:39.743;23:44:39.743;23:44:44.742;00:01:36.037;00:00:00.000;00:00:04.999
;q21;Timer-21;23:44:39.994;23:44:39.994;23:44:41.757;00:01:36.288;00:00:00.000;00:00:01.763
;q63;Timer-22;23:44:42.749;23:44:42.750;23:44:43.484;00:01:39.043;00:00:00.001;00:00:00.734
;q12;Timer-23;23:44:42.750;23:44:43.484;23:44:43.722;00:01:39.044;00:00:00.734;00:00:00.238
;q15;Timer-24;23:44:44.500;23:44:44.500;23:44:44.911;00:01:40.794;00:00:00.000;00:00:00.411
;q21;Timer-25;23:44:48.749;23:44:48.749;23:44:49.647;00:01:45.043;00:00:00.000;00:00:00.898
;q28;Timer-3;23:43:54.717;23:43:54.718;23:44:00.320;00:00:51.011;00:00:00.001;00:00:05.602
;q97;Timer-4;23:43:57.214;23:43:57.221;23:44:01.408;00:00:53.508;00:00:00.007;00:00:04.187
;q96;Timer-5;23:43:57.968;23:43:57.971;23:43:59.097;00:00:54.262;00:00:00.003;00:00:01.126
;q96;Timer-6;23:44:04.721;23:44:04.722;23:44:05.173;00:01:01.015;00:00:00.001;00:00:00.451
;q96;Timer-7;23:44:06.727;23:44:06.728;23:44:07.157;00:01:03.021;00:00:00.001;00:00:00.429
;q55;Timer-8;23:44:16.478;23:44:16.478;23:44:16.936;00:01:12.772;00:00:00.000;00:00:00.458
;q52;Timer-9;23:44:17.977;23:44:17.978;23:44:18.427;00:01:14.271;00:00:00.001;00:00:00.449
tenant2;q50;Timer-26;23:48:43.251;23:48:43.259;23:48:44.080;00:05:39.545;00:00:00.008;00:00:00.821
;q98;Timer-27;23:48:55.250;23:48:55.251;23:48:55.957;00:05:51.544;00:00:00.001;00:00:00.706
;q8;Timer-28;23:49:02.252;23:49:02.254;23:49:03.281;00:05:58.546;00:00:00.002;00:00:01.027
;q4;Timer-29;23:49:31.252;23:49:31.252;23:51:10.398;00:06:27.546;00:00:00.000;00:01:39.146
;q6;Timer-30;23:49:33.500;23:49:33.507;23:55:35.285;00:06:29.794;00:00:00.007;00:06:01.778
;q99;Timer-31;23:49:34.001;23:49:34.009;23:49:35.766;00:06:30.295;00:00:00.008;00:00:01.757
;q56;Timer-32;23:49:36.000;23:49:36.003;23:49:38.381;00:06:32.294;00:00:00.003;00:00:02.378
;q48;Timer-33;23:49:36.502;23:49:38.382;23:49:41.173;00:06:32.796;00:00:01.880;00:00:02.791
;q5;Timer-34;23:49:38.501;23:49:41.174;23:49:53.190;00:06:34.795;00:00:02.673;00:00:12.016
;q58;Timer-35;23:49:39.008;23:49:53.190;23:49:55.512;00:06:35.302;00:00:14.182;00:00:02.322
;q85;Timer-36;23:49:40.008;23:49:55.512;23:49:58.862;00:06:36.302;00:00:15.504;00:00:03.350
;q23;Timer-37;23:49:42.758;23:49:58.863;23:50:34.796;00:06:39.052;00:00:16.105;00:00:35.933
