TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;23:15:53.521
tenant1;q86;Timer-0;Started;23:15:53.740
tenant1;q86;Timer-0;Finished;23:15:54.857
tenant1;q52;Timer-1;Launched;23:16:50.565
tenant1;q52;Timer-1;Started;23:16:50.566
tenant1;q52;Timer-1;Finished;23:16:51.746
tenant1;q97;Timer-2;Launched;23:18:59.542
tenant1;q97;Timer-2;Started;23:18:59.543
tenant1;q97;Timer-2;Finished;23:19:03.485
tenant1;q28;Timer-3;Launched;23:19:17.549
tenant1;q28;Timer-3;Started;23:19:17.550
tenant1;q28;Timer-3;Finished;23:19:22.978
tenant1;q97;Timer-4;Launched;23:19:27.528
tenant1;q97;Timer-4;Started;23:19:27.529
tenant1;q96;Timer-5;Launched;23:19:30.522
tenant1;q96;Timer-5;Started;23:19:30.526
tenant1;q97;Timer-4;Finished;23:19:30.903
tenant1;q96;Timer-5;Finished;23:19:30.986
tenant1;q96;Timer-6;Launched;23:19:57.525
tenant1;q96;Timer-6;Started;23:19:57.527
tenant1;q96;Timer-6;Finished;23:19:57.991
tenant1;q96;Timer-7;Launched;23:20:05.545
tenant1;q96;Timer-7;Started;23:20:05.546
tenant1;q96;Timer-7;Finished;23:20:06.024
tenant1;q55;Timer-8;Launched;23:20:44.526
tenant1;q55;Timer-8;Started;23:20:44.527
tenant1;q55;Timer-8;Finished;23:20:45.005
tenant1;q52;Timer-9;Launched;23:20:50.534
tenant1;q52;Timer-9;Started;23:20:50.535
tenant1;q52;Timer-9;Finished;23:20:50.969
tenant1;q43;Timer-10;Launched;23:21:07.531
tenant1;q43;Timer-10;Started;23:21:07.531
tenant1;q15;Timer-11;Launched;23:21:07.533
tenant1;q15;Timer-11;Started;23:21:07.533
tenant1;q15;Timer-11;Finished;23:21:08.037
tenant1;q43;Timer-10;Finished;23:21:08.751
tenant1;q3;Timer-12;Launched;23:21:11.535
tenant1;q3;Timer-12;Started;23:21:11.535
tenant1;q3;Timer-12;Finished;23:21:11.966
