TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;04:09:40.093
tenant1;q86;Timer-0;Started;04:09:40.338
tenant1;q86;Timer-0;Finished;04:09:41.475
tenant1;q52;Timer-1;Launched;04:09:55.639
tenant1;q52;Timer-1;Started;04:09:55.640
tenant1;q52;Timer-1;Finished;04:09:56.791
tenant1;q97;Timer-2;Launched;04:10:30.848
tenant1;q97;Timer-2;Started;04:10:30.849
tenant1;q97;Timer-2;Finished;04:10:34.739
tenant1;q28;Timer-3;Launched;04:10:35.743
tenant1;q28;Timer-3;Started;04:10:35.744
tenant1;q97;Timer-4;Launched;04:10:38.464
tenant1;q97;Timer-4;Started;04:10:38.470
tenant1;q96;Timer-5;Launched;04:10:39.293
tenant1;q96;Timer-5;Started;04:10:39.298
tenant1;q96;Timer-5;Finished;04:10:40.347
tenant1;q28;Timer-3;Finished;04:10:41.145
tenant1;q97;Timer-4;Finished;04:10:42.406
tenant1;q96;Timer-6;Launched;04:10:46.652
tenant1;q96;Timer-6;Started;04:10:46.654
tenant1;q96;Timer-6;Finished;04:10:47.094
tenant1;q96;Timer-7;Launched;04:10:48.870
tenant1;q96;Timer-7;Started;04:10:48.871
tenant1;q96;Timer-7;Finished;04:10:49.418
tenant1;q55;Timer-8;Launched;04:10:59.487
tenant1;q55;Timer-8;Started;04:10:59.488
tenant1;q55;Timer-8;Finished;04:10:59.903
tenant1;q52;Timer-9;Launched;04:11:01.108
tenant1;q52;Timer-9;Started;04:11:01.108
tenant1;q52;Timer-9;Finished;04:11:01.594
tenant1;q15;Timer-11;Launched;04:11:05.788
tenant1;q43;Timer-10;Launched;04:11:05.788
tenant1;q15;Timer-11;Started;04:11:05.789
tenant1;q43;Timer-10;Started;04:11:05.790
tenant1;q15;Timer-11;Finished;04:11:06.412
tenant1;q3;Timer-12;Launched;04:11:06.845
tenant1;q3;Timer-12;Started;04:11:06.846
tenant1;q43;Timer-10;Finished;04:11:07.214
tenant1;q3;Timer-12;Finished;04:11:07.356
tenant1;q80;Timer-13;Launched;04:11:08.493
tenant1;q80;Timer-13;Started;04:11:08.494
tenant1;q80;Timer-13;Finished;04:11:09.767
tenant1;q37;Timer-14;Launched;04:11:10.685
tenant1;q37;Timer-14;Started;04:11:10.687
tenant1;q37;Timer-14;Finished;04:11:11.334
tenant1;q12;Timer-15;Launched;04:11:13.133
tenant1;q12;Timer-15;Started;04:11:13.133
tenant1;q12;Timer-15;Finished;04:11:13.369
tenant1;q55;Timer-16;Launched;04:11:15.036
tenant1;q55;Timer-16;Started;04:11:15.037
tenant1;q55;Timer-16;Finished;04:11:15.520
tenant1;q12;Timer-17;Launched;04:11:16.153
tenant1;q12;Timer-17;Started;04:11:16.154
tenant1;q12;Timer-17;Finished;04:11:16.345
tenant1;q53;Timer-18;Launched;04:11:16.400
tenant1;q53;Timer-18;Started;04:11:16.400
tenant1;q53;Timer-18;Finished;04:11:16.950
tenant1;q81;Timer-19;Launched;04:11:22.399
tenant1;q81;Timer-19;Started;04:11:22.400
tenant1;q28;Timer-20;Launched;04:11:24.854
tenant1;q28;Timer-20;Started;04:11:24.855
tenant1;q21;Timer-21;Launched;04:11:25.127
tenant1;q21;Timer-21;Started;04:11:25.128
tenant1;q21;Timer-21;Finished;04:11:26.912
tenant1;q63;Timer-22;Launched;04:11:28.127
tenant1;q63;Timer-22;Started;04:11:28.127
tenant1;q12;Timer-23;Launched;04:11:28.132
tenant1;q63;Timer-22;Finished;04:11:28.881
tenant1;q12;Timer-23;Started;04:11:28.882
tenant1;q12;Timer-23;Finished;04:11:29.157
tenant1;q28;Timer-20;Finished;04:11:29.908
tenant1;q15;Timer-24;Launched;04:11:30.042
tenant1;q15;Timer-24;Started;04:11:30.042
tenant1;q15;Timer-24;Finished;04:11:30.407
tenant1;q21;Timer-25;Launched;04:11:34.678
tenant1;q21;Timer-25;Started;04:11:34.678
tenant1;q21;Timer-25;Finished;04:11:35.607
tenant1;q81;Timer-19;Finished;04:12:12.545
tenant2;q50;Timer-26;Launched;04:15:50.497
tenant2;q50;Timer-26;Started;04:15:50.510
tenant2;q50;Timer-26;Finished;04:15:51.632
tenant2;q98;Timer-27;Launched;04:16:03.610
tenant2;q98;Timer-27;Started;04:16:03.611
tenant2;q98;Timer-27;Finished;04:16:04.387
tenant2;q8;Timer-28;Launched;04:16:11.238
tenant2;q8;Timer-28;Started;04:16:11.239
tenant2;q8;Timer-28;Finished;04:16:12.281
tenant2;q4;Timer-29;Launched;04:16:42.869
tenant2;q4;Timer-29;Started;04:16:42.869
tenant2;q6;Timer-30;Launched;04:16:45.325
tenant2;q6;Timer-30;Started;04:16:45.338
tenant2;q99;Timer-31;Launched;04:16:45.882
tenant2;q99;Timer-31;Started;04:16:45.899
tenant2;q99;Timer-31;Finished;04:16:47.588
tenant2;q56;Timer-32;Launched;04:16:48.049
tenant2;q56;Timer-32;Started;04:16:48.052
tenant2;q48;Timer-33;Launched;04:16:48.600
tenant2;q56;Timer-32;Finished;04:16:50.752
tenant2;q48;Timer-33;Started;04:16:50.753
tenant2;q5;Timer-34;Launched;04:16:50.777
tenant2;q58;Timer-35;Launched;04:16:51.323
tenant2;q85;Timer-36;Launched;04:16:52.426
tenant2;q48;Timer-33;Finished;04:16:53.519
tenant2;q5;Timer-34;Started;04:16:53.520
tenant2;q23;Timer-37;Launched;04:16:55.424
tenant2;q16;Timer-38;Launched;04:16:55.424
tenant2;q96;Timer-39;Launched;04:16:55.968
tenant2;q24;Timer-40;Launched;04:16:56.240
tenant2;q25;Timer-41;Launched;04:16:56.786
tenant2;q79;Timer-42;Launched;04:16:57.876
tenant2;q11;Timer-43;Launched;04:16:58.424
tenant2;q5;Timer-34;Finished;04:17:06.235
tenant2;q58;Timer-35;Started;04:17:06.236
tenant2;q58;Timer-35;Finished;04:17:08.686
tenant2;q85;Timer-36;Started;04:17:08.687
tenant2;q85;Timer-36;Finished;04:17:12.176
tenant2;q23;Timer-37;Started;04:17:12.177
tenant2;q93;Timer-44;Launched;04:17:34.151
tenant2;q23;Timer-37;Finished;04:17:50.351
tenant2;q16;Timer-38;Started;04:17:50.351
tenant2;q55;Timer-45;Launched;04:18:04.696
tenant2;q16;Timer-38;Finished;04:18:15.561
tenant2;q96;Timer-39;Started;04:18:15.561
tenant2;q96;Timer-39;Finished;04:18:16.360
tenant2;q24;Timer-40;Started;04:18:16.360
tenant2;q24;Timer-40;Finished;04:18:16.499
tenant2;q25;Timer-41;Started;04:18:16.500
tenant2;q25;Timer-41;Finished;04:18:17.927
tenant2;q79;Timer-42;Started;04:18:17.928
tenant2;q79;Timer-42;Finished;04:18:20.059
tenant2;q11;Timer-43;Started;04:18:20.060
tenant2;q4;Timer-29;Finished;04:18:26.594
tenant2;q93;Timer-44;Started;04:18:26.594
tenant2;q93;Timer-44;Finished;04:18:26.604
tenant2;q55;Timer-45;Started;04:18:26.604
tenant2;q55;Timer-45;Finished;04:18:27.298
tenant2;q15;Timer-46;Launched;04:18:33.332
tenant2;q15;Timer-46;Started;04:18:33.333
tenant2;q15;Timer-46;Finished;04:18:34.053
tenant2;q11;Timer-43;Finished;04:19:03.978
tenant3;q93;Timer-99;Launched;04:19:06.388
tenant3;q93;Timer-99;Started;04:19:06.401
tenant2;q13;Timer-47;Launched;04:19:07.422
tenant2;q13;Timer-47;Started;04:19:07.423
tenant2;q6;Timer-48;Launched;04:19:07.969
tenant3;q93;Timer-99;Finished;04:19:09.183
tenant2;q6;Timer-48;Started;04:19:09.183
tenant2;q46;Timer-49;Launched;04:19:09.890
tenant2;q47;Timer-50;Launched;04:19:09.890
tenant2;q13;Timer-47;Finished;04:19:10.165
tenant2;q46;Timer-49;Started;04:19:10.166
tenant2;q26;Timer-51;Launched;04:19:10.708
tenant2;q79;Timer-52;Launched;04:19:12.070
tenant2;q46;Timer-49;Finished;04:19:12.435
tenant2;q47;Timer-50;Started;04:19:12.435
tenant2;q35;Timer-53;Launched;04:19:14.540
tenant3;q80;Timer-100;Launched;04:19:22.217
tenant2;q88;Timer-54;Launched;04:19:25.445
tenant2;q47;Timer-50;Finished;04:19:28.356
tenant2;q26;Timer-51;Started;04:19:28.357
tenant2;q26;Timer-51;Finished;04:19:29.860
tenant2;q79;Timer-52;Started;04:19:29.860
tenant2;q79;Timer-52;Finished;04:19:31.918
tenant2;q35;Timer-53;Started;04:19:31.919
tenant2;q17;Timer-55;Launched;04:19:38.811
tenant2;q18;Timer-56;Launched;04:19:41.811
tenant2;q56;Timer-57;Launched;04:19:43.722
tenant2;q10;Timer-58;Launched;04:19:44.810
tenant2;q16;Timer-59;Launched;04:19:45.354
tenant2;q63;Timer-60;Launched;04:19:45.356
tenant2;q53;Timer-61;Launched;04:19:46.448
tenant2;q3;Timer-62;Launched;04:19:46.466
tenant2;q56;Timer-63;Launched;04:19:47.550
tenant2;q60;Timer-64;Launched;04:19:47.550
tenant2;q49;Timer-65;Launched;04:19:48.099
