TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;20:55:02.527
tenant1;q86;Timer-0;Started;20:55:02.669
tenant1;q86;Timer-0;Finished;20:55:05.741
tenant1;q52;Timer-1;Launched;20:55:11.527
tenant1;q52;Timer-1;Started;20:55:11.528
tenant1;q52;Timer-1;Finished;20:55:12.239
tenant1;q97;Timer-2;Launched;20:55:31.896
tenant1;q97;Timer-2;Started;20:55:31.897
tenant1;q28;Timer-3;Launched;20:55:34.739
tenant1;q28;Timer-3;Started;20:55:34.748
tenant1;q97;Timer-4;Launched;20:55:36.318
tenant1;q96;Timer-5;Launched;20:55:36.792
tenant1;q96;Timer-5;Started;20:55:36.800
tenant1;q96;Timer-5;Finished;20:55:37.534
tenant1;q96;Timer-6;Launched;20:55:41.054
tenant1;q96;Timer-6;Started;20:55:41.055
tenant1;q96;Timer-6;Finished;20:55:41.800
tenant1;q96;Timer-7;Launched;20:55:42.318
tenant1;q96;Timer-7;Started;20:55:42.319
tenant1;q28;Timer-3;Finished;20:55:42.619
tenant1;q97;Timer-4;Started;20:55:42.620
tenant1;q96;Timer-7;Finished;20:55:43.058
tenant1;q97;Timer-2;Finished;20:55:45.305
tenant1;q55;Timer-8;Launched;20:55:48.477
tenant1;q55;Timer-8;Started;20:55:48.477
tenant1;q55;Timer-8;Finished;20:55:49.195
tenant1;q52;Timer-9;Launched;20:55:49.424
tenant1;q52;Timer-9;Started;20:55:49.424
tenant1;q52;Timer-9;Finished;20:55:50.142
tenant1;q15;Timer-11;Launched;20:55:52.108
tenant1;q43;Timer-10;Launched;20:55:52.108
tenant1;q15;Timer-11;Started;20:55:52.108
tenant1;q43;Timer-10;Started;20:55:52.108
tenant1;q3;Timer-12;Launched;20:55:52.740
tenant1;q3;Timer-12;Started;20:55:52.748
tenant1;q15;Timer-11;Finished;20:55:52.789
tenant1;q3;Timer-12;Finished;20:55:53.493
tenant1;q80;Timer-13;Launched;20:55:53.687
tenant1;q80;Timer-13;Started;20:55:53.688
tenant1;q43;Timer-10;Finished;20:55:53.877
tenant1;q37;Timer-14;Launched;20:55:54.951
tenant1;q37;Timer-14;Started;20:55:54.952
tenant1;q80;Timer-13;Finished;20:55:55.387
tenant1;q12;Timer-15;Launched;20:55:56.372
tenant1;q12;Timer-15;Started;20:55:56.373
tenant1;q97;Timer-4;Finished;20:55:56.492
tenant1;q12;Timer-15;Finished;20:55:56.704
tenant1;q55;Timer-16;Launched;20:55:57.478
tenant1;q55;Timer-16;Started;20:55:57.478
tenant1;q12;Timer-17;Launched;20:55:58.109
tenant1;q12;Timer-17;Started;20:55:58.109
tenant1;q55;Timer-16;Finished;20:55:58.193
tenant1;q53;Timer-18;Launched;20:55:58.267
tenant1;q53;Timer-18;Started;20:55:58.267
tenant1;q12;Timer-17;Finished;20:55:58.451
tenant1;q53;Timer-18;Finished;20:55:59.292
tenant1;q37;Timer-14;Finished;20:56:00.431
tenant1;q81;Timer-19;Launched;20:56:01.741
tenant1;q81;Timer-19;Started;20:56:01.741
tenant1;q81;Timer-19;Finished;20:56:02.708
tenant1;q28;Timer-20;Launched;20:56:03.162
tenant1;q28;Timer-20;Started;20:56:03.163
tenant1;q21;Timer-21;Launched;20:56:03.320
tenant1;q21;Timer-21;Started;20:56:03.321
tenant1;q63;Timer-22;Launched;20:56:05.058
tenant1;q12;Timer-23;Launched;20:56:05.058
