tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;20:57:08.966;20:57:09.161;20:57:12.822;00:00:00.000;00:00:00.195;00:00:03.661
;q52;Timer-1;20:57:23.216;20:57:23.217;20:57:23.943;00:00:14.250;00:00:00.001;00:00:00.726
;q43;Timer-10;20:58:27.467;20:58:27.468;20:58:29.227;00:01:18.501;00:00:00.001;00:00:01.759
;q15;Timer-11;20:58:27.468;20:58:27.469;20:58:28.144;00:01:18.502;00:00:00.001;00:00:00.675
;q3;Timer-12;20:58:28.468;20:58:28.469;20:58:29.204;00:01:19.502;00:00:00.001;00:00:00.735
;q80;Timer-13;20:58:29.968;20:58:29.969;20:58:31.656;00:01:21.002;00:00:00.001;00:00:01.687
;q37;Timer-14;20:58:31.969;20:58:31.969;20:58:37.423;00:01:23.003;00:00:00.000;00:00:05.454
;q12;Timer-15;20:58:34.219;20:58:34.220;20:58:34.595;00:01:25.253;00:00:00.001;00:00:00.375
;q55;Timer-16;20:58:35.969;20:58:35.969;20:58:36.708;00:01:27.003;00:00:00.000;00:00:00.739
;q12;Timer-17;20:58:36.969;20:58:36.969;20:58:37.330;00:01:28.003;00:00:00.000;00:00:00.361
;q53;Timer-18;20:58:37.218;20:58:37.219;20:58:38.206;00:01:28.252;00:00:00.001;00:00:00.987
;q81;Timer-19;20:58:42.719;20:58:42.720;20:58:43.965;00:01:33.753;00:00:00.001;00:00:01.245
;q97;Timer-2;20:57:55.467;20:57:55.467;20:58:17.740;00:00:46.501;00:00:00.000;00:00:22.273
;q28;Timer-20;20:58:44.969;20:58:44.969;20:58:54.860;00:01:36.003;00:00:00.000;00:00:09.891
;q21;Timer-21;20:58:45.220;20:58:45.221;20:58:48.202;00:01:36.254;00:00:00.001;00:00:02.981
;q63;Timer-22;20:58:47.971;20:58:47.971;20:58:48.905;00:01:39.005;00:00:00.000;00:00:00.934
;q12;Timer-23;20:58:47.971;20:58:47.981;20:58:48.374;00:01:39.005;00:00:00.010;00:00:00.393
;q15;Timer-24;20:58:49.721;20:58:49.722;20:58:50.400;00:01:40.755;00:00:00.001;00:00:00.678
;q21;Timer-25;20:58:53.971;20:58:53.972;20:58:56.862;00:01:45.005;00:00:00.001;00:00:02.890
;q28;Timer-3;20:57:59.967;20:57:59.977;20:58:11.407;00:00:51.001;00:00:00.010;00:00:11.430
;q97;Timer-4;20:58:02.467;20:58:11.408;20:58:33.697;00:00:53.501;00:00:08.941;00:00:22.289
;q96;Timer-5;20:58:03.216;20:58:03.227;20:58:03.978;00:00:54.250;00:00:00.011;00:00:00.751
;q96;Timer-6;20:58:09.967;20:58:09.968;20:58:10.723;00:01:01.001;00:00:00.001;00:00:00.755
;q96;Timer-7;20:58:11.967;20:58:11.968;20:58:12.717;00:01:03.001;00:00:00.001;00:00:00.749
;q55;Timer-8;20:58:21.718;20:58:21.718;20:58:22.433;00:01:12.752;00:00:00.000;00:00:00.715
;q52;Timer-9;20:58:23.218;20:58:23.218;20:58:23.944;00:01:14.252;00:00:00.000;00:00:00.726
tenant2;q50;Timer-26;21:02:48.472;21:02:48.482;21:02:48.707;00:05:39.506;00:00:00.010;00:00:00.225
;q98;Timer-27;21:03:00.473;21:03:00.473;21:03:00.641;00:05:51.507;00:00:00.000;00:00:00.168
;q8;Timer-28;21:03:07.473;21:03:07.473;21:03:08.260;00:05:58.507;00:00:00.000;00:00:00.787
;q4;Timer-29;21:03:36.472;21:03:36.472;21:03:45.646;00:06:27.506;00:00:00.000;00:00:09.174
;q6;Timer-30;21:03:38.723;21:03:38.734;21:03:39.194;00:06:29.757;00:00:00.011;00:00:00.460
;q99;Timer-31;21:03:39.225;21:03:39.225;21:03:39.502;00:06:30.259;00:00:00.000;00:00:00.277
;q56;Timer-32;21:03:41.224;21:03:41.224;21:03:41.883;00:06:32.258;00:00:00.000;00:00:00.659
;q48;Timer-33;21:03:41.725;21:03:41.734;21:03:42.230;00:06:32.759;00:00:00.009;00:00:00.496
;q5;Timer-34;21:03:43.726;21:03:43.726;21:03:48.348;00:06:34.760;00:00:00.000;00:00:04.622
;q58;Timer-35;21:03:44.225;21:03:44.225;21:03:44.911;00:06:35.259;00:00:00.000;00:00:00.686
;q85;Timer-36;21:03:45.226;21:03:45.227;21:03:45.722;00:06:36.260;00:00:00.001;00:00:00.495
;q23;Timer-37;21:03:47.977;21:03:47.977;21:04:02.467;00:06:39.011;00:00:00.000;00:00:14.490
