tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0_tenant1;16:09:47.610;16:09:47.611;16:10:02.121;00:00:00.000;00:00:00.001;00:00:14.510
;q43;Timer-10_tenant1;16:09:55.461;16:10:06.231;16:10:07.833;00:00:07.851;00:00:10.770;00:00:01.602
;q15;Timer-11_tenant1;16:09:55.462;16:10:06.302;16:10:08.744;00:00:07.852;00:00:10.840;00:00:02.442
;q3;Timer-12_tenant1;16:09:55.562;16:10:07.655;16:10:08.702;00:00:07.952;00:00:12.093;00:00:01.047
;q80;Timer-13_tenant1;16:09:55.712;16:10:07.833;16:10:12.932;00:00:08.102;00:00:12.121;00:00:05.099
;q37;Timer-14_tenant1;16:09:55.912;16:10:08.702;16:10:11.425;00:00:08.302;00:00:12.790;00:00:02.723
;q12;Timer-15_tenant1;16:09:56.138;16:10:08.744;16:10:12.039;00:00:08.528;00:00:12.606;00:00:03.295
;q55;Timer-16_tenant1;16:09:56.313;16:10:11.425;16:10:12.285;00:00:08.703;00:00:15.112;00:00:00.860
;q12;Timer-17_tenant1;16:09:56.413;16:10:12.039;16:10:13.374;00:00:08.803;00:00:15.626;00:00:01.335
;q53;Timer-18_tenant1;16:09:56.437;16:10:12.285;16:10:14.125;00:00:08.827;00:00:15.848;00:00:01.840
;q81;Timer-19_tenant1;16:09:56.989;16:10:12.932;16:10:15.969;00:00:09.379;00:00:15.943;00:00:03.037
;q52;Timer-1_tenant1;16:09:49.036;16:09:49.036;16:09:57.727;00:00:01.426;00:00:00.000;00:00:08.691
;q28;Timer-20_tenant1;16:09:57.216;16:10:13.374;16:10:15.475;00:00:09.606;00:00:16.158;00:00:02.101
;q21;Timer-21_tenant1;16:09:57.241;16:10:14.125;16:10:16.355;00:00:09.631;00:00:16.884;00:00:02.230
;q63;Timer-22_tenant1;16:09:57.517;16:10:15.476;16:10:17.145;00:00:09.907;00:00:17.959;00:00:01.669
;q12;Timer-23_tenant1;16:09:57.517;16:10:15.969;16:10:17.086;00:00:09.907;00:00:18.452;00:00:01.117
;q15;Timer-24_tenant1;16:09:57.692;16:10:16.355;16:10:17.768;00:00:10.082;00:00:18.663;00:00:01.413
;q21;Timer-25_tenant1;16:09:58.118;16:10:17.087;16:10:18.594;00:00:10.508;00:00:18.969;00:00:01.507
;q97;Timer-2_tenant1;16:09:52.260;16:09:52.260;16:10:01.498;00:00:04.650;00:00:00.000;00:00:09.238
;q28;Timer-3_tenant1;16:09:52.710;16:09:57.727;16:10:03.840;00:00:05.100;00:00:05.017;00:00:06.113
;q97;Timer-4_tenant1;16:09:52.961;16:10:01.499;16:10:06.302;00:00:05.351;00:00:08.538;00:00:04.803
;q96;Timer-5_tenant1;16:09:53.036;16:10:02.121;16:10:04.770;00:00:05.426;00:00:09.085;00:00:02.649
;q96;Timer-6_tenant1;16:09:53.711;16:10:03.841;16:10:04.972;00:00:06.101;00:00:10.130;00:00:01.131
;q96;Timer-7_tenant1;16:09:53.911;16:10:04.770;16:10:06.230;00:00:06.301;00:00:10.859;00:00:01.460
;q55;Timer-8_tenant1;16:09:54.886;16:10:04.972;16:10:06.220;00:00:07.276;00:00:10.086;00:00:01.248
;q52;Timer-9_tenant1;16:09:55.037;16:10:06.220;16:10:07.655;00:00:07.427;00:00:11.183;00:00:01.435
tenant2;q50;Timer-0_tenant2;09:17:33.957;09:17:33.957;09:17:43.065;17:07:46.347;00:00:00.000;00:00:09.108
;q85;Timer-10_tenant2;09:17:39.634;09:17:51.814;09:17:58.691;17:07:52.024;00:00:12.180;00:00:06.877
;q23;Timer-11_tenant2;09:17:39.909;09:17:53.692;09:18:09.330;17:07:52.299;00:00:13.783;00:00:15.638
;q16;Timer-12_tenant2;09:17:39.909;09:17:53.928;09:17:57.134;17:07:52.299;00:00:14.019;00:00:03.206
;q96;Timer-13_tenant2;09:17:39.964;09:17:57.134;09:17:58.915;17:07:52.354;00:00:17.170;00:00:01.781
;q24;Timer-14_tenant2;09:17:39.985;09:17:58.691;09:18:00.039;17:07:52.375;00:00:18.706;00:00:01.348
;q25;Timer-15_tenant2;09:17:40.036;09:17:58.915;09:18:01.736;17:07:52.426;00:00:18.879;00:00:02.821
;q79;Timer-16_tenant2;09:17:40.134;09:18:00.039;09:18:04.192;17:07:52.524;00:00:19.905;00:00:04.153
;q11;Timer-17_tenant2;09:17:40.185;09:18:01.736;09:18:08.326;17:07:52.575;00:00:21.551;00:00:06.590
;q93;Timer-18_tenant2;09:17:43.460;09:18:04.193;09:18:04.592;17:07:55.850;00:00:20.733;00:00:00.399
;q55;Timer-19_tenant2;09:17:46.284;09:18:04.592;09:18:07.932;17:07:58.674;00:00:18.308;00:00:03.340
;q98;Timer-1_tenant2;09:17:35.157;09:17:35.157;09:17:43.066;17:07:47.547;00:00:00.000;00:00:07.909
;q15;Timer-20_tenant2;09:17:48.886;09:18:07.933;09:18:09.189;17:08:01.276;00:00:19.047;00:00:01.256
;q13;Timer-21_tenant2;09:17:52.010;09:18:08.327;09:18:10.031;17:08:04.400;00:00:16.317;00:00:01.704
;q6;Timer-22_tenant2;09:17:52.061;09:18:09.189;09:18:12.762;17:08:04.451;00:00:17.128;00:00:03.573
;q46;Timer-23_tenant2;09:17:52.236;09:18:09.330;09:18:12.357;17:08:04.626;00:00:17.094;00:00:03.027
;q47;Timer-24_tenant2;09:17:52.236;09:18:10.031;09:18:14.627;17:08:04.626;00:00:17.795;00:00:04.596
;q26;Timer-25_tenant2;09:17:52.311;09:18:12.357;09:18:14.462;17:08:04.701;00:00:20.046;00:00:02.105
;q79;Timer-26_tenant2;09:17:52.437;09:18:12.763;09:18:14.627;17:08:04.827;00:00:20.326;00:00:01.864
;q35;Timer-27_tenant2;09:17:52.662;09:18:14.462;09:18:20.865;17:08:05.052;00:00:21.800;00:00:06.403
;q88;Timer-28_tenant2;09:17:53.662;09:18:14.627;09:18:20.819;17:08:06.052;00:00:20.965;00:00:06.192
;q17;Timer-29_tenant2;09:17:54.887;09:18:14.627;09:18:21.467;17:08:07.277;00:00:19.740;00:00:06.840
;q8;Timer-2_tenant2;09:17:35.858;09:17:35.858;09:17:42.521;17:07:48.248;00:00:00.000;00:00:06.663
;q18;Timer-30_tenant2;09:17:55.195;09:18:20.819;09:18:24.125;17:08:07.585;00:00:25.624;00:00:03.306
;q56;Timer-31_tenant2;09:17:55.338;09:18:20.865;09:18:24.065;17:08:07.728;00:00:25.527;00:00:03.200
;q10;Timer-32_tenant2;09:17:55.439;09:18:21.467;09:18:25.806;17:08:07.829;00:00:26.028;00:00:04.339
;q16;Timer-33_tenant2;09:17:55.489;09:18:24.065;09:18:24.429;17:08:07.879;00:00:28.576;00:00:00.364
;q63;Timer-34_tenant2;09:17:55.496;09:18:24.125;09:18:26.031;17:08:07.886;00:00:28.629;00:00:01.906
;q53;Timer-35_tenant2;09:17:55.589;09:18:25.806;09:18:26.592;17:08:07.979;00:00:30.217;00:00:00.786
;q3;Timer-36_tenant2;09:17:55.589;09:18:24.429;09:18:26.165;17:08:07.979;00:00:28.840;00:00:01.736
;q56;Timer-37_tenant2;09:17:55.690;09:18:26.031;09:18:28.853;17:08:08.080;00:00:30.341;00:00:02.822
;q60;Timer-38_tenant2;09:17:55.690;09:18:26.165;09:18:28.927;17:08:08.080;00:00:30.475;00:00:02.762
;q49;Timer-39_tenant2;09:17:55.740;09:18:26.592;09:18:29.460;17:08:08.130;00:00:30.852;00:00:02.868
;q4;Timer-3_tenant2;09:17:38.757;09:17:42.521;09:17:48.896;17:07:51.147;00:00:03.764;00:00:06.375
;q90;Timer-40_tenant2;09:17:55.840;09:18:28.853;09:18:29.433;17:08:08.230;00:00:33.013;00:00:00.580
;q5;Timer-41_tenant2;09:17:55.966;09:18:28.927;09:18:31.959;17:08:08.356;00:00:32.961;00:00:03.032
;q46;Timer-42_tenant2;09:17:56.205;09:18:29.433;09:18:32.133;17:08:08.595;00:00:33.228;00:00:02.700
;q40;Timer-43_tenant2;09:17:56.416;09:18:29.461;09:18:32.274;17:08:08.806;00:00:33.045;00:00:02.813
;q80;Timer-44_tenant2;09:17:56.642;09:18:31.960;09:18:37.187;17:08:09.032;00:00:35.318;00:00:05.227
;q33;Timer-45_tenant2;09:17:56.793;09:18:32.133;09:18:36.380;17:08:09.183;00:00:35.340;00:00:04.247
;q66;Timer-46_tenant2;09:17:56.893;09:18:32.274;09:18:37.710;17:08:09.283;00:00:35.381;00:00:05.436
;q73;Timer-47_tenant2;09:17:56.924;09:18:36.381;09:18:37.616;17:08:09.314;00:00:39.457;00:00:01.235
;q70;Timer-48_tenant2;09:17:56.944;09:18:37.187;09:18:40.389;17:08:09.334;00:00:40.243;00:00:03.202
;q53;Timer-49_tenant2;09:17:57.044;09:18:37.616;09:18:39.772;17:08:09.434;00:00:40.572;00:00:02.156
;q6;Timer-4_tenant2;09:17:38.982;09:17:43.065;09:17:49.654;17:07:51.372;00:00:04.083;00:00:06.589
;q1;Timer-50_tenant2;09:17:57.069;09:18:37.710;09:18:39.739;17:08:09.459;00:00:40.641;00:00:02.029
;q95;Timer-51_tenant2;09:17:57.281;09:18:39.739;09:18:40.397;17:08:09.671;00:00:42.458;00:00:00.658
;q36;Timer-52_tenant2;09:17:57.285;09:18:39.772;09:18:42.284;17:08:09.675;00:00:42.487;00:00:02.512
;q63;Timer-53_tenant2;09:17:57.292;09:18:40.389;09:18:43.245;17:08:09.682;00:00:43.097;00:00:02.856
;q18;Timer-54_tenant2;09:17:57.419;09:18:40.397;09:18:43.339;17:08:09.809;00:00:42.978;00:00:02.942
;q91;Timer-55_tenant2;09:17:57.644;09:18:42.284;09:18:43.842;17:08:10.034;00:00:44.640;00:00:01.558
;q28;Timer-56_tenant2;09:17:57.645;09:18:43.245;09:18:48.482;17:08:10.035;00:00:45.600;00:00:05.237
;q74;Timer-57_tenant2;09:17:57.669;09:18:43.339;09:18:48.795;17:08:10.059;00:00:45.670;00:00:05.456
;q27;Timer-58_tenant2;09:17:57.670;09:18:43.842;09:18:48.572;17:08:10.060;00:00:46.172;00:00:04.730
;q65;Timer-59_tenant2;09:17:57.670;09:18:48.482;09:18:51.716;17:08:10.060;00:00:50.812;00:00:03.234
;q99;Timer-5_tenant2;09:17:39.032;09:17:43.066;09:17:47.255;17:07:51.422;00:00:04.034;00:00:04.189
;q81;Timer-60_tenant2;09:17:57.870;09:18:48.572;09:18:51.795;17:08:10.260;00:00:50.702;00:00:03.223
;q53;Timer-61_tenant2;09:17:58.006;09:18:48.795;09:18:51.722;17:08:10.396;00:00:50.789;00:00:02.927
;q4;Timer-62_tenant2;09:17:58.021;09:18:51.716;09:18:58.077;17:08:10.411;00:00:53.695;00:00:06.361
;q62;Timer-63_tenant2;09:17:58.471;09:18:51.722;09:18:52.607;17:08:10.861;00:00:53.251;00:00:00.885
;q18;Timer-64_tenant2;09:17:58.546;09:18:51.795;09:18:57.911;17:08:10.936;00:00:53.249;00:00:06.116
;q11;Timer-65_tenant2;09:17:58.570;09:18:52.607;09:18:58.113;17:08:10.960;00:00:54.037;00:00:05.506
;q58;Timer-66_tenant2;09:17:58.621;09:18:57.911;09:19:00.539;17:08:11.011;00:00:59.290;00:00:02.628
