tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0_tenant1;16:25:22.019;16:25:22.019;16:25:36.644;00:00:00.000;00:00:00.000;00:00:14.625
;q43;Timer-10_tenant1;16:25:28.300;16:25:41.092;16:25:42.538;00:00:06.281;00:00:12.792;00:00:01.446
;q15;Timer-11_tenant1;16:25:28.300;16:25:40.955;16:25:43.829;00:00:06.281;00:00:12.655;00:00:02.874
;q3;Timer-12_tenant1;16:25:28.380;16:25:42.538;16:25:43.461;00:00:06.361;00:00:14.158;00:00:00.923
;q80;Timer-13_tenant1;16:25:28.501;16:25:42.583;16:25:47.573;00:00:06.482;00:00:14.082;00:00:04.990
;q37;Timer-14_tenant1;16:25:28.661;16:25:43.461;16:25:46.164;00:00:06.642;00:00:14.800;00:00:02.703
;q12;Timer-15_tenant1;16:25:28.840;16:25:43.829;16:25:46.924;00:00:06.821;00:00:14.989;00:00:03.095
;q55;Timer-16_tenant1;16:25:28.981;16:25:46.164;16:25:46.961;00:00:06.962;00:00:17.183;00:00:00.797
;q12;Timer-17_tenant1;16:25:29.063;16:25:46.925;16:25:48.330;00:00:07.044;00:00:17.862;00:00:01.405
;q53;Timer-18_tenant1;16:25:29.082;16:25:46.961;16:25:48.740;00:00:07.063;00:00:17.879;00:00:01.779
;q81;Timer-19_tenant1;16:25:29.523;16:25:47.573;16:25:50.002;00:00:07.504;00:00:18.050;00:00:02.429
;q52;Timer-1_tenant1;16:25:23.159;16:25:23.159;16:25:32.706;00:00:01.140;00:00:00.000;00:00:09.547
;q28;Timer-20_tenant1;16:25:29.702;16:25:48.330;16:25:50.153;00:00:07.683;00:00:18.628;00:00:01.823
;q21;Timer-21_tenant1;16:25:29.724;16:25:48.740;16:25:50.936;00:00:07.705;00:00:19.016;00:00:02.196
;q63;Timer-22_tenant1;16:25:29.943;16:25:50.002;16:25:51.428;00:00:07.924;00:00:20.059;00:00:01.426
;q12;Timer-23_tenant1;16:25:29.944;16:25:50.153;16:25:50.834;00:00:07.925;00:00:20.209;00:00:00.681
;q15;Timer-24_tenant1;16:25:30.084;16:25:50.834;16:25:52.003;00:00:08.065;00:00:20.750;00:00:01.169
;q21;Timer-25_tenant1;16:25:30.424;16:25:50.936;16:25:52.267;00:00:08.405;00:00:20.512;00:00:01.331
;q97;Timer-2_tenant1;16:25:25.739;16:25:25.739;16:25:36.206;00:00:03.720;00:00:00.000;00:00:10.467
;q28;Timer-3_tenant1;16:25:26.099;16:25:32.706;16:25:38.805;00:00:04.080;00:00:06.607;00:00:06.099
;q97;Timer-4_tenant1;16:25:26.299;16:25:36.206;16:25:42.582;00:00:04.280;00:00:09.907;00:00:06.376
