tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0_tenant1;16:17:23.227;16:17:23.227;16:17:37.790;00:00:00.000;00:00:00.000;00:00:14.563
;q43;Timer-10_tenant1;16:17:30.474;16:17:41.762;16:17:43.260;00:00:07.247;00:00:11.288;00:00:01.498
;q15;Timer-11_tenant1;16:17:30.474;16:17:42.400;16:17:44.576;00:00:07.247;00:00:11.926;00:00:02.176
;q3;Timer-12_tenant1;16:17:30.566;16:17:43.260;16:17:44.141;00:00:07.339;00:00:12.694;00:00:00.881
;q80;Timer-13_tenant1;16:17:30.705;16:17:43.591;16:17:48.858;00:00:07.478;00:00:12.886;00:00:05.267
;q37;Timer-14_tenant1;16:17:30.890;16:17:44.142;16:17:47.012;00:00:07.663;00:00:13.252;00:00:02.870
;q12;Timer-15_tenant1;16:17:31.098;16:17:44.576;16:17:47.739;00:00:07.871;00:00:13.478;00:00:03.163
;q55;Timer-16_tenant1;16:17:31.259;16:17:47.012;16:17:47.730;00:00:08.032;00:00:15.753;00:00:00.718
;q12;Timer-17_tenant1;16:17:31.352;16:17:47.730;16:17:49.005;00:00:08.125;00:00:16.378;00:00:01.275
;q53;Timer-18_tenant1;16:17:31.375;16:17:47.739;16:17:49.495;00:00:08.148;00:00:16.364;00:00:01.756
;q81;Timer-19_tenant1;16:17:31.885;16:17:48.858;16:17:51.562;00:00:08.658;00:00:16.973;00:00:02.704
;q52;Timer-1_tenant1;16:17:24.542;16:17:24.542;16:17:34.081;00:00:01.315;00:00:00.000;00:00:09.539
;q28;Timer-20_tenant1;16:17:32.093;16:17:49.005;16:17:51.143;00:00:08.866;00:00:16.912;00:00:02.138
;q21;Timer-21_tenant1;16:17:32.117;16:17:49.495;16:17:51.961;00:00:08.890;00:00:17.378;00:00:02.466
;q63;Timer-22_tenant1;16:17:32.371;16:17:51.143;16:17:52.588;00:00:09.144;00:00:18.772;00:00:01.445
;q12;Timer-23_tenant1;16:17:32.371;16:17:51.562;16:17:52.213;00:00:09.144;00:00:19.191;00:00:00.651
;q15;Timer-24_tenant1;16:17:32.533;16:17:51.961;16:17:53.269;00:00:09.306;00:00:19.428;00:00:01.308
;q21;Timer-25_tenant1;16:17:32.925;16:17:52.213;16:17:53.548;00:00:09.698;00:00:19.288;00:00:01.335
;q97;Timer-2_tenant1;16:17:27.519;16:17:27.519;16:17:37.518;00:00:04.292;00:00:00.000;00:00:09.999
;q28;Timer-3_tenant1;16:17:27.934;16:17:34.082;16:17:40.016;00:00:04.707;00:00:06.148;00:00:05.934
;q97;Timer-4_tenant1;16:17:28.165;16:17:37.518;16:17:43.591;00:00:04.938;00:00:09.353;00:00:06.073
;q96;Timer-5_tenant1;16:17:28.235;16:17:37.790;16:17:40.201;00:00:05.008;00:00:09.555;00:00:02.411
;q96;Timer-6_tenant1;16:17:28.858;16:17:40.016;16:17:40.682;00:00:05.631;00:00:11.158;00:00:00.666
;q96;Timer-7_tenant1;16:17:29.043;16:17:40.201;16:17:40.729;00:00:05.816;00:00:11.158;00:00:00.528
;q55;Timer-8_tenant1;16:17:29.942;16:17:40.682;16:17:42.399;00:00:06.715;00:00:10.740;00:00:01.717
;q52;Timer-9_tenant1;16:17:30.081;16:17:40.729;16:17:41.761;00:00:06.854;00:00:10.648;00:00:01.032
tenant2;q50;Timer-0_tenant2;09:22:40.093;09:22:40.093;09:22:49.513;17:05:16.866;00:00:00.000;00:00:09.420
