tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0_tenant1;16:29:02.321;16:29:02.322;16:29:17.171;00:00:00.000;00:00:00.001;00:00:14.849
;q43;Timer-10_tenant1;16:29:08.210;16:29:21.732;16:29:23.033;00:00:05.889;00:00:13.522;00:00:01.301
;q15;Timer-11_tenant1;16:29:08.210;16:29:21.810;16:29:24.206;00:00:05.889;00:00:13.600;00:00:02.396
;q3;Timer-12_tenant1;16:29:08.285;16:29:21.990;16:29:23.052;00:00:05.964;00:00:13.705;00:00:01.062
;q80;Timer-13_tenant1;16:29:08.398;16:29:23.033;16:29:27.790;00:00:06.077;00:00:14.635;00:00:04.757
;q37;Timer-14_tenant1;16:29:08.549;16:29:23.052;16:29:25.791;00:00:06.228;00:00:14.503;00:00:02.739
;q12;Timer-15_tenant1;16:29:08.716;16:29:24.206;16:29:27.015;00:00:06.395;00:00:15.490;00:00:02.809
;q55;Timer-16_tenant1;16:29:08.849;16:29:25.791;16:29:27.109;00:00:06.528;00:00:16.942;00:00:01.318
;q12;Timer-17_tenant1;16:29:08.924;16:29:27.015;16:29:28.652;00:00:06.603;00:00:18.091;00:00:01.637
;q53;Timer-18_tenant1;16:29:08.942;16:29:27.109;16:29:28.842;00:00:06.621;00:00:18.167;00:00:01.733
;q81;Timer-19_tenant1;16:29:09.355;16:29:27.790;16:29:30.527;00:00:07.034;00:00:18.435;00:00:02.737
;q52;Timer-1_tenant1;16:29:03.390;16:29:03.390;16:29:13.621;00:00:01.069;00:00:00.000;00:00:10.231
;q28;Timer-20_tenant1;16:29:09.524;16:29:28.652;16:29:30.680;00:00:07.203;00:00:19.128;00:00:02.028
;q21;Timer-21_tenant1;16:29:09.543;16:29:28.842;16:29:31.544;00:00:07.222;00:00:19.299;00:00:02.702
;q63;Timer-22_tenant1;16:29:09.750;16:29:30.527;16:29:32.153;00:00:07.429;00:00:20.777;00:00:01.626
;q12;Timer-23_tenant1;16:29:09.750;16:29:30.680;16:29:31.933;00:00:07.429;00:00:20.930;00:00:01.253
;q15;Timer-24_tenant1;16:29:09.882;16:29:31.544;16:29:32.870;00:00:07.561;00:00:21.662;00:00:01.326
;q21;Timer-25_tenant1;16:29:10.201;16:29:31.933;16:29:33.381;00:00:07.880;00:00:21.732;00:00:01.448
;q97;Timer-2_tenant1;16:29:05.808;16:29:05.808;16:29:16.876;00:00:03.487;00:00:00.000;00:00:11.068
;q28;Timer-3_tenant1;16:29:06.165;16:29:13.621;16:29:19.764;00:00:03.844;00:00:07.456;00:00:06.143
;q97;Timer-4_tenant1;16:29:06.334;16:29:16.876;16:29:21.810;00:00:04.013;00:00:10.542;00:00:04.934
;q96;Timer-5_tenant1;16:29:06.390;16:29:17.171;16:29:18.326;00:00:04.069;00:00:10.781;00:00:01.155
;q96;Timer-6_tenant1;16:29:06.898;16:29:18.326;16:29:20.628;00:00:04.577;00:00:11.428;00:00:02.302
;q96;Timer-7_tenant1;16:29:07.048;16:29:19.764;16:29:20.687;00:00:04.727;00:00:12.716;00:00:00.923
;q55;Timer-8_tenant1;16:29:07.778;16:29:20.628;16:29:21.732;00:00:05.457;00:00:12.850;00:00:01.104
;q52;Timer-9_tenant1;16:29:07.891;16:29:20.688;16:29:21.990;00:00:05.570;00:00:12.797;00:00:01.302
tenant2;q50;Timer-0_tenant2;09:35:42.825;09:35:42.826;09:35:51.169;17:06:40.504;00:00:00.001;00:00:08.343
;q85;Timer-10_tenant2;09:35:47.083;09:35:59.214;09:36:06.246;17:06:44.762;00:00:12.131;00:00:07.032
;q23;Timer-11_tenant2;09:35:47.290;09:36:02.291;09:36:16.965;17:06:44.969;00:00:15.001;00:00:14.674
;q16;Timer-12_tenant2;09:35:47.289;09:36:02.104;09:36:02.537;17:06:44.968;00:00:14.815;00:00:00.433
;q96;Timer-13_tenant2;09:35:47.328;09:36:02.537;09:36:05.891;17:06:45.007;00:00:15.209;00:00:03.354
;q24;Timer-14_tenant2;09:35:47.346;09:36:05.891;09:36:07.698;17:06:45.025;00:00:18.545;00:00:01.807
;q25;Timer-15_tenant2;09:35:47.384;09:36:06.246;09:36:10.150;17:06:45.063;00:00:18.862;00:00:03.904
;q79;Timer-16_tenant2;09:35:47.459;09:36:07.698;09:36:09.689;17:06:45.138;00:00:20.239;00:00:01.991
;q11;Timer-17_tenant2;09:35:47.497;09:36:09.689;09:36:15.834;17:06:45.176;00:00:22.192;00:00:06.145
;q93;Timer-18_tenant2;09:35:49.953;09:36:10.150;09:36:12.046;17:06:47.632;00:00:20.197;00:00:01.896
;q55;Timer-19_tenant2;09:35:52.053;09:36:12.047;09:36:15.628;17:06:49.732;00:00:19.994;00:00:03.581
;q98;Timer-1_tenant2;09:35:43.725;09:35:43.725;09:35:51.170;17:06:41.404;00:00:00.000;00:00:07.445
;q15;Timer-20_tenant2;09:35:54.023;09:36:15.628;09:36:16.803;17:06:51.702;00:00:21.605;00:00:01.175
;q13;Timer-21_tenant2;09:35:56.367;09:36:15.834;09:36:17.573;17:06:54.046;00:00:19.467;00:00:01.739
;q6;Timer-22_tenant2;09:35:56.403;09:36:16.803;09:36:19.582;17:06:54.082;00:00:20.400;00:00:02.779
;q46;Timer-23_tenant2;09:35:56.535;09:36:16.965;09:36:19.657;17:06:54.214;00:00:20.430;00:00:02.692
;q47;Timer-24_tenant2;09:35:56.535;09:36:17.573;09:36:22.416;17:06:54.214;00:00:21.038;00:00:04.843
;q26;Timer-25_tenant2;09:35:56.593;09:36:19.582;09:36:22.075;17:06:54.272;00:00:22.989;00:00:02.493
;q79;Timer-26_tenant2;09:35:56.689;09:36:19.657;09:36:21.749;17:06:54.368;00:00:22.968;00:00:02.092
;q35;Timer-27_tenant2;09:35:56.856;09:36:21.749;09:36:27.262;17:06:54.535;00:00:24.893;00:00:05.513
;q88;Timer-28_tenant2;09:35:57.606;09:36:22.075;09:36:27.219;17:06:55.285;00:00:24.469;00:00:05.144
;q17;Timer-29_tenant2;09:35:58.525;09:36:22.417;09:36:27.714;17:06:56.204;00:00:23.892;00:00:05.297
