TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;06:53:38.683
tenant1;q86;Timer-0;Started;06:53:38.829
tenant1;q86;Timer-0;Finished;06:53:41.815
tenant1;q52;Timer-1;Launched;06:53:52.934
tenant1;q52;Timer-1;Started;06:53:52.935
tenant1;q52;Timer-1;Finished;06:53:53.641
tenant1;q97;Timer-2;Launched;06:54:25.184
tenant1;q97;Timer-2;Started;06:54:25.184
tenant1;q28;Timer-3;Launched;06:54:29.684
tenant1;q28;Timer-3;Started;06:54:29.692
tenant1;q97;Timer-4;Launched;06:54:32.184
tenant1;q97;Timer-4;Started;06:54:32.191
tenant1;q96;Timer-5;Launched;06:54:32.934
tenant1;q96;Timer-5;Started;06:54:32.941
tenant1;q96;Timer-5;Finished;06:54:33.702
tenant1;q28;Timer-3;Finished;06:54:37.576
tenant1;q97;Timer-2;Finished;06:54:38.522
tenant1;q96;Timer-6;Launched;06:54:39.684
tenant1;q96;Timer-6;Started;06:54:39.685
tenant1;q96;Timer-6;Finished;06:54:40.402
tenant1;q96;Timer-7;Launched;06:54:41.685
tenant1;q96;Timer-7;Started;06:54:41.685
tenant1;q96;Timer-7;Finished;06:54:42.401
tenant1;q97;Timer-4;Finished;06:54:45.564
tenant1;q55;Timer-8;Launched;06:54:51.435
tenant1;q55;Timer-8;Started;06:54:51.435
tenant1;q55;Timer-8;Finished;06:54:52.135
tenant1;q52;Timer-9;Launched;06:54:52.935
tenant1;q52;Timer-9;Started;06:54:52.935
tenant1;q52;Timer-9;Finished;06:54:53.626
tenant1;q43;Timer-10;Launched;06:54:57.184
tenant1;q43;Timer-10;Started;06:54:57.184
tenant1;q15;Timer-11;Launched;06:54:57.185
tenant1;q15;Timer-11;Started;06:54:57.186
tenant1;q15;Timer-11;Finished;06:54:57.842
tenant1;q3;Timer-12;Launched;06:54:58.185
tenant1;q3;Timer-12;Started;06:54:58.186
tenant1;q43;Timer-10;Finished;06:54:58.882
tenant1;q3;Timer-12;Finished;06:54:58.890
tenant1;q80;Timer-13;Launched;06:54:59.685
tenant1;q80;Timer-13;Started;06:54:59.686
tenant1;q80;Timer-13;Finished;06:55:01.290
tenant1;q37;Timer-14;Launched;06:55:01.685
tenant1;q37;Timer-14;Started;06:55:01.686
tenant1;q12;Timer-15;Launched;06:55:03.936
tenant1;q12;Timer-15;Started;06:55:03.937
tenant1;q12;Timer-15;Finished;06:55:04.274
tenant1;q55;Timer-16;Launched;06:55:05.686
tenant1;q55;Timer-16;Started;06:55:05.686
tenant1;q55;Timer-16;Finished;06:55:06.420
tenant1;q12;Timer-17;Launched;06:55:06.686
tenant1;q12;Timer-17;Started;06:55:06.686
tenant1;q53;Timer-18;Launched;06:55:06.935
tenant1;q53;Timer-18;Started;06:55:06.936
tenant1;q12;Timer-17;Finished;06:55:07.012
tenant1;q37;Timer-14;Finished;06:55:07.073
tenant1;q53;Timer-18;Finished;06:55:07.894
tenant1;q81;Timer-19;Launched;06:55:12.437
tenant1;q81;Timer-19;Started;06:55:12.437
tenant1;q81;Timer-19;Finished;06:55:13.406
tenant1;q28;Timer-20;Launched;06:55:14.686
tenant1;q28;Timer-20;Started;06:55:14.686
tenant1;q21;Timer-21;Launched;06:55:14.937
tenant1;q21;Timer-21;Started;06:55:14.938
tenant1;q63;Timer-22;Launched;06:55:17.688
tenant1;q12;Timer-23;Launched;06:55:17.688
tenant1;q63;Timer-22;Started;06:55:17.688
tenant1;q12;Timer-23;Started;06:55:17.688
tenant1;q21;Timer-21;Finished;06:55:17.824
tenant1;q12;Timer-23;Finished;06:55:18.026
tenant1;q63;Timer-22;Finished;06:55:18.589
tenant1;q15;Timer-24;Launched;06:55:19.438
tenant1;q15;Timer-24;Started;06:55:19.438
tenant1;q15;Timer-24;Finished;06:55:20.087
tenant1;q28;Timer-20;Finished;06:55:22.405
tenant1;q21;Timer-25;Launched;06:55:23.688
tenant1;q21;Timer-25;Started;06:55:23.689
tenant1;q21;Timer-25;Finished;06:55:26.498
tenant2;q50;Timer-26;Launched;06:59:18.189
tenant2;q50;Timer-26;Started;06:59:18.197
tenant2;q50;Timer-26;Finished;06:59:18.447
tenant2;q98;Timer-27;Launched;06:59:30.189
tenant2;q98;Timer-27;Started;06:59:30.189
tenant2;q98;Timer-27;Finished;06:59:30.419
tenant2;q8;Timer-28;Launched;06:59:37.190
tenant2;q8;Timer-28;Started;06:59:37.191
tenant2;q8;Timer-28;Finished;06:59:37.905
tenant2;q4;Timer-29;Launched;07:00:06.190
tenant2;q4;Timer-29;Started;07:00:06.191
tenant2;q6;Timer-30;Launched;07:00:08.440
