TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;08:25:22.701
tenant1;q86;Timer-0;Started;08:25:22.848
tenant1;q86;Timer-0;Finished;08:25:25.871
tenant1;q52;Timer-1;Launched;08:25:34.915
tenant1;q52;Timer-1;Started;08:25:34.916
tenant1;q52;Timer-1;Finished;08:25:35.629
tenant1;q97;Timer-2;Launched;08:26:02.559
tenant1;q97;Timer-2;Started;08:26:02.559
tenant1;q28;Timer-3;Launched;08:26:06.416
tenant1;q28;Timer-3;Started;08:26:06.425
tenant1;q97;Timer-4;Launched;08:26:08.559
tenant1;q97;Timer-4;Started;08:26:08.568
tenant1;q96;Timer-5;Launched;08:26:09.201
tenant1;q96;Timer-5;Started;08:26:09.208
tenant1;q96;Timer-5;Finished;08:26:09.967
tenant1;q28;Timer-3;Finished;08:26:14.404
tenant1;q96;Timer-6;Launched;08:26:14.987
tenant1;q96;Timer-6;Started;08:26:14.988
tenant1;q96;Timer-6;Finished;08:26:15.711
tenant1;q97;Timer-2;Finished;08:26:15.801
tenant1;q96;Timer-7;Launched;08:26:16.703
tenant1;q96;Timer-7;Started;08:26:16.703
tenant1;q96;Timer-7;Finished;08:26:17.425
tenant1;q97;Timer-4;Finished;08:26:21.161
tenant1;q55;Timer-8;Launched;08:26:25.060
tenant1;q55;Timer-8;Started;08:26:25.060
tenant1;q55;Timer-8;Finished;08:26:25.749
tenant1;q52;Timer-9;Launched;08:26:26.344
tenant1;q52;Timer-9;Started;08:26:26.344
tenant1;q52;Timer-9;Finished;08:26:27.039
tenant1;q15;Timer-11;Launched;08:26:29.988
tenant1;q43;Timer-10;Launched;08:26:29.989
tenant1;q15;Timer-11;Started;08:26:29.989
tenant1;q43;Timer-10;Started;08:26:29.989
tenant1;q15;Timer-11;Finished;08:26:30.648
tenant1;q3;Timer-12;Launched;08:26:30.846
tenant1;q3;Timer-12;Started;08:26:30.846
tenant1;q3;Timer-12;Finished;08:26:31.558
tenant1;q43;Timer-10;Finished;08:26:31.689
tenant1;q80;Timer-13;Launched;08:26:32.132
tenant1;q80;Timer-13;Started;08:26:32.132
tenant1;q80;Timer-13;Finished;08:26:33.743
tenant1;q37;Timer-14;Launched;08:26:33.846
tenant1;q37;Timer-14;Started;08:26:33.846
tenant1;q12;Timer-15;Launched;08:26:35.775
tenant1;q12;Timer-15;Started;08:26:35.776
tenant1;q12;Timer-15;Finished;08:26:36.102
tenant1;q55;Timer-16;Launched;08:26:37.275
tenant1;q55;Timer-16;Started;08:26:37.276
tenant1;q55;Timer-16;Finished;08:26:38.009
tenant1;q12;Timer-17;Launched;08:26:38.132
tenant1;q12;Timer-17;Started;08:26:38.133
tenant1;q53;Timer-18;Launched;08:26:38.347
tenant1;q53;Timer-18;Started;08:26:38.347
tenant1;q12;Timer-17;Finished;08:26:38.475
tenant1;q37;Timer-14;Finished;08:26:39.200
tenant1;q53;Timer-18;Finished;08:26:39.351
tenant1;q81;Timer-19;Launched;08:26:43.062
tenant1;q81;Timer-19;Started;08:26:43.062
tenant1;q81;Timer-19;Finished;08:26:44.022
tenant1;q28;Timer-20;Launched;08:26:44.990
tenant1;q28;Timer-20;Started;08:26:44.990
tenant1;q21;Timer-21;Launched;08:26:45.204
tenant1;q21;Timer-21;Started;08:26:45.204
tenant1;q63;Timer-22;Launched;08:26:47.562
tenant1;q12;Timer-23;Launched;08:26:47.562
tenant1;q63;Timer-22;Started;08:26:47.563
tenant1;q12;Timer-23;Started;08:26:47.563
tenant1;q12;Timer-23;Finished;08:26:47.907
tenant1;q21;Timer-21;Finished;08:26:48.105
tenant1;q63;Timer-22;Finished;08:26:48.469
tenant1;q15;Timer-24;Launched;08:26:49.063
tenant1;q15;Timer-24;Started;08:26:49.063
tenant1;q15;Timer-24;Finished;08:26:49.710
tenant1;q21;Timer-25;Launched;08:26:52.706
tenant1;q21;Timer-25;Started;08:26:52.707
tenant1;q28;Timer-20;Finished;08:26:52.748
tenant1;q21;Timer-25;Finished;08:26:55.521
tenant2;q50;Timer-26;Launched;08:30:13.707
tenant2;q50;Timer-26;Started;08:30:13.716
tenant2;q50;Timer-26;Finished;08:30:13.958
tenant2;q98;Timer-27;Launched;08:30:23.992
tenant2;q98;Timer-27;Started;08:30:23.993
tenant2;q98;Timer-27;Finished;08:30:24.183
tenant2;q8;Timer-28;Launched;08:30:29.993
tenant2;q8;Timer-28;Started;08:30:29.993
tenant2;q8;Timer-28;Finished;08:30:30.695
tenant2;q4;Timer-29;Launched;08:30:54.849
tenant2;q4;Timer-29;Started;08:30:54.849
tenant2;q6;Timer-30;Launched;08:30:56.780
tenant2;q6;Timer-30;Started;08:30:56.787
tenant2;q6;Timer-30;Finished;08:30:57.200
tenant2;q99;Timer-31;Launched;08:30:57.209
