TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;16:35:29.418
tenant1;q86;Timer-0;Started;16:35:29.552
tenant1;q86;Timer-0;Finished;16:35:32.488
tenant1;q52;Timer-1;Launched;16:35:38.419
tenant1;q52;Timer-1;Started;16:35:38.420
tenant1;q52;Timer-1;Finished;16:35:39.129
tenant1;q97;Timer-2;Launched;16:35:58.787
tenant1;q97;Timer-2;Started;16:35:58.787
tenant1;q28;Timer-3;Launched;16:36:01.628
tenant1;q28;Timer-3;Started;16:36:01.636
tenant1;q97;Timer-4;Launched;16:36:03.208
tenant1;q97;Timer-4;Started;16:36:03.215
tenant1;q96;Timer-5;Launched;16:36:03.682
tenant1;q96;Timer-5;Started;16:36:03.689
tenant1;q96;Timer-5;Finished;16:36:04.442
tenant1;q96;Timer-6;Launched;16:36:07.946
tenant1;q96;Timer-6;Started;16:36:07.946
tenant1;q96;Timer-6;Finished;16:36:08.715
tenant1;q96;Timer-7;Launched;16:36:09.209
tenant1;q96;Timer-7;Started;16:36:09.209
tenant1;q28;Timer-3;Finished;16:36:09.608
tenant1;q96;Timer-7;Finished;16:36:09.966
tenant1;q97;Timer-2;Finished;16:36:11.709
tenant1;q55;Timer-8;Launched;16:36:15.367
tenant1;q55;Timer-8;Started;16:36:15.368
tenant1;q97;Timer-4;Finished;16:36:15.858
tenant1;q55;Timer-8;Finished;16:36:16.060
tenant1;q52;Timer-9;Launched;16:36:16.314
tenant1;q52;Timer-9;Started;16:36:16.314
tenant1;q52;Timer-9;Finished;16:36:17.007
tenant1;q15;Timer-11;Launched;16:36:18.998
tenant1;q43;Timer-10;Launched;16:36:18.998
tenant1;q15;Timer-11;Started;16:36:18.999
tenant1;q43;Timer-10;Started;16:36:18.999
tenant1;q3;Timer-12;Launched;16:36:19.631
tenant1;q3;Timer-12;Started;16:36:19.631
tenant1;q15;Timer-11;Finished;16:36:19.661
tenant1;q3;Timer-12;Finished;16:36:20.338
tenant1;q80;Timer-13;Launched;16:36:20.578
tenant1;q80;Timer-13;Started;16:36:20.578
tenant1;q43;Timer-10;Finished;16:36:20.705
tenant1;q37;Timer-14;Launched;16:36:21.842
tenant1;q37;Timer-14;Started;16:36:21.842
tenant1;q80;Timer-13;Finished;16:36:22.191
tenant1;q12;Timer-15;Launched;16:36:23.262
tenant1;q12;Timer-15;Started;16:36:23.263
tenant1;q12;Timer-15;Finished;16:36:23.589
tenant1;q55;Timer-16;Launched;16:36:24.368
tenant1;q55;Timer-16;Started;16:36:24.369
tenant1;q12;Timer-17;Launched;16:36:24.999
tenant1;q12;Timer-17;Started;16:36:25.000
tenant1;q55;Timer-16;Finished;16:36:25.078
tenant1;q53;Timer-18;Launched;16:36:25.157
tenant1;q53;Timer-18;Started;16:36:25.158
tenant1;q12;Timer-17;Finished;16:36:25.338
tenant1;q53;Timer-18;Finished;16:36:26.162
tenant1;q37;Timer-14;Finished;16:36:27.229
tenant1;q81;Timer-19;Launched;16:36:28.632
tenant1;q81;Timer-19;Started;16:36:28.632
tenant1;q81;Timer-19;Finished;16:36:29.582
tenant1;q28;Timer-20;Launched;16:36:30.052
tenant1;q28;Timer-20;Started;16:36:30.052
tenant1;q21;Timer-21;Launched;16:36:30.211
tenant1;q21;Timer-21;Started;16:36:30.212
tenant1;q63;Timer-22;Launched;16:36:31.949
tenant1;q12;Timer-23;Launched;16:36:31.949
tenant1;q63;Timer-22;Started;16:36:31.949
tenant1;q12;Timer-23;Started;16:36:31.949
tenant1;q12;Timer-23;Finished;16:36:32.285
tenant1;q63;Timer-22;Finished;16:36:32.853
tenant1;q15;Timer-24;Launched;16:36:33.054
tenant1;q15;Timer-24;Started;16:36:33.054
tenant1;q21;Timer-21;Finished;16:36:33.128
tenant1;q15;Timer-24;Finished;16:36:33.693
