tenantName;queryName;timerName;event;TimeStamp
tenant1;q86;Timer-0_tenant1;Launched;16:09:47.610
tenant1;q86;Timer-0_tenant1;Started;16:09:47.611
tenant1;q52;Timer-1_tenant1;Launched;16:09:49.036
tenant1;q52;Timer-1_tenant1;Started;16:09:49.036
tenant1;q97;Timer-2_tenant1;Launched;16:09:52.260
tenant1;q97;Timer-2_tenant1;Started;16:09:52.260
tenant1;q28;Timer-3_tenant1;Launched;16:09:52.710
tenant1;q97;Timer-4_tenant1;Launched;16:09:52.961
tenant1;q96;Timer-5_tenant1;Launched;16:09:53.036
tenant1;q96;Timer-6_tenant1;Launched;16:09:53.711
tenant1;q96;Timer-7_tenant1;Launched;16:09:53.911
tenant1;q55;Timer-8_tenant1;Launched;16:09:54.886
tenant1;q52;Timer-9_tenant1;Launched;16:09:55.037
tenant1;q43;Timer-10_tenant1;Launched;16:09:55.461
tenant1;q15;Timer-11_tenant1;Launched;16:09:55.462
tenant1;q3;Timer-12_tenant1;Launched;16:09:55.562
tenant1;q80;Timer-13_tenant1;Launched;16:09:55.712
tenant1;q37;Timer-14_tenant1;Launched;16:09:55.912
tenant1;q12;Timer-15_tenant1;Launched;16:09:56.138
tenant1;q55;Timer-16_tenant1;Launched;16:09:56.313
tenant1;q12;Timer-17_tenant1;Launched;16:09:56.413
tenant1;q53;Timer-18_tenant1;Launched;16:09:56.437
tenant1;q81;Timer-19_tenant1;Launched;16:09:56.989
tenant1;q28;Timer-20_tenant1;Launched;16:09:57.216
tenant1;q21;Timer-21_tenant1;Launched;16:09:57.241
tenant1;q63;Timer-22_tenant1;Launched;16:09:57.517
tenant1;q12;Timer-23_tenant1;Launched;16:09:57.517
tenant1;q15;Timer-24_tenant1;Launched;16:09:57.692
tenant1;q52;Timer-1_tenant1;Finished;16:09:57.727
tenant1;q28;Timer-3_tenant1;Started;16:09:57.727
tenant1;q21;Timer-25_tenant1;Launched;16:09:58.118
tenant1;q97;Timer-2_tenant1;Finished;16:10:01.498
tenant1;q97;Timer-4_tenant1;Started;16:10:01.499
tenant1;q86;Timer-0_tenant1;Finished;16:10:02.121
tenant1;q96;Timer-5_tenant1;Started;16:10:02.121
tenant1;q28;Timer-3_tenant1;Finished;16:10:03.840
tenant1;q96;Timer-6_tenant1;Started;16:10:03.841
tenant1;q96;Timer-5_tenant1;Finished;16:10:04.770
tenant1;q96;Timer-7_tenant1;Started;16:10:04.770
tenant1;q96;Timer-6_tenant1;Finished;16:10:04.972
tenant1;q55;Timer-8_tenant1;Started;16:10:04.972
tenant1;q55;Timer-8_tenant1;Finished;16:10:06.220
tenant1;q52;Timer-9_tenant1;Started;16:10:06.220
tenant1;q96;Timer-7_tenant1;Finished;16:10:06.230
tenant1;q43;Timer-10_tenant1;Started;16:10:06.231
tenant1;q97;Timer-4_tenant1;Finished;16:10:06.302
tenant1;q15;Timer-11_tenant1;Started;16:10:06.302
tenant1;q52;Timer-9_tenant1;Finished;16:10:07.655
tenant1;q3;Timer-12_tenant1;Started;16:10:07.655
tenant1;q43;Timer-10_tenant1;Finished;16:10:07.833
tenant1;q80;Timer-13_tenant1;Started;16:10:07.833
tenant1;q3;Timer-12_tenant1;Finished;16:10:08.702
tenant1;q37;Timer-14_tenant1;Started;16:10:08.702
tenant1;q15;Timer-11_tenant1;Finished;16:10:08.744
tenant1;q12;Timer-15_tenant1;Started;16:10:08.744
tenant1;q37;Timer-14_tenant1;Finished;16:10:11.425
tenant1;q55;Timer-16_tenant1;Started;16:10:11.425
tenant1;q12;Timer-15_tenant1;Finished;16:10:12.039
tenant1;q12;Timer-17_tenant1;Started;16:10:12.039
tenant1;q55;Timer-16_tenant1;Finished;16:10:12.285
tenant1;q53;Timer-18_tenant1;Started;16:10:12.285
tenant1;q80;Timer-13_tenant1;Finished;16:10:12.932
tenant1;q81;Timer-19_tenant1;Started;16:10:12.932
tenant1;q12;Timer-17_tenant1;Finished;16:10:13.374
tenant1;q28;Timer-20_tenant1;Started;16:10:13.374
tenant1;q53;Timer-18_tenant1;Finished;16:10:14.125
tenant1;q21;Timer-21_tenant1;Started;16:10:14.125
tenant1;q28;Timer-20_tenant1;Finished;16:10:15.475
tenant1;q63;Timer-22_tenant1;Started;16:10:15.476
tenant1;q81;Timer-19_tenant1;Finished;16:10:15.969
tenant1;q12;Timer-23_tenant1;Started;16:10:15.969
tenant1;q21;Timer-21_tenant1;Finished;16:10:16.355
tenant1;q15;Timer-24_tenant1;Started;16:10:16.355
tenant1;q12;Timer-23_tenant1;Finished;16:10:17.086
tenant1;q21;Timer-25_tenant1;Started;16:10:17.087
tenant1;q63;Timer-22_tenant1;Finished;16:10:17.145
tenant1;q15;Timer-24_tenant1;Finished;16:10:17.768
tenant1;q21;Timer-25_tenant1;Finished;16:10:18.594
tenant2;q50;Timer-0_tenant2;Launched;09:17:33.957
tenant2;q50;Timer-0_tenant2;Started;09:17:33.957
tenant2;q98;Timer-1_tenant2;Launched;09:17:35.157
tenant2;q98;Timer-1_tenant2;Started;09:17:35.157
tenant2;q8;Timer-2_tenant2;Launched;09:17:35.858
tenant2;q8;Timer-2_tenant2;Started;09:17:35.858
tenant2;q4;Timer-3_tenant2;Launched;09:17:38.757
tenant2;q6;Timer-4_tenant2;Launched;09:17:38.982
tenant2;q99;Timer-5_tenant2;Launched;09:17:39.032
tenant2;q56;Timer-6_tenant2;Launched;09:17:39.233
tenant2;q48;Timer-7_tenant2;Launched;09:17:39.283
tenant2;q5;Timer-8_tenant2;Launched;09:17:39.483
tenant2;q58;Timer-9_tenant2;Launched;09:17:39.534
tenant2;q85;Timer-10_tenant2;Launched;09:17:39.634
tenant2;q23;Timer-11_tenant2;Launched;09:17:39.909
tenant2;q16;Timer-12_tenant2;Launched;09:17:39.909
tenant2;q96;Timer-13_tenant2;Launched;09:17:39.964
tenant2;q24;Timer-14_tenant2;Launched;09:17:39.985
tenant2;q25;Timer-15_tenant2;Launched;09:17:40.036
tenant2;q79;Timer-16_tenant2;Launched;09:17:40.134
tenant2;q11;Timer-17_tenant2;Launched;09:17:40.185
tenant2;q8;Timer-2_tenant2;Finished;09:17:42.521
tenant2;q4;Timer-3_tenant2;Started;09:17:42.521
tenant2;q50;Timer-0_tenant2;Finished;09:17:43.065
tenant2;q6;Timer-4_tenant2;Started;09:17:43.065
tenant2;q98;Timer-1_tenant2;Finished;09:17:43.066
tenant2;q99;Timer-5_tenant2;Started;09:17:43.066
tenant2;q93;Timer-18_tenant2;Launched;09:17:43.460
tenant2;q55;Timer-19_tenant2;Launched;09:17:46.284
tenant2;q99;Timer-5_tenant2;Finished;09:17:47.255
tenant2;q56;Timer-6_tenant2;Started;09:17:47.255
tenant2;q15;Timer-20_tenant2;Launched;09:17:48.886
tenant2;q4;Timer-3_tenant2;Finished;09:17:48.896
tenant2;q48;Timer-7_tenant2;Started;09:17:48.896
tenant2;q6;Timer-4_tenant2;Finished;09:17:49.654
tenant2;q5;Timer-8_tenant2;Started;09:17:49.654
tenant2;q56;Timer-6_tenant2;Finished;09:17:50.140
tenant2;q58;Timer-9_tenant2;Started;09:17:50.140
tenant2;q48;Timer-7_tenant2;Finished;09:17:51.814
tenant2;q85;Timer-10_tenant2;Started;09:17:51.814
tenant2;q13;Timer-21_tenant2;Launched;09:17:52.010
tenant2;q6;Timer-22_tenant2;Launched;09:17:52.061
tenant2;q46;Timer-23_tenant2;Launched;09:17:52.236
tenant2;q47;Timer-24_tenant2;Launched;09:17:52.236
tenant2;q26;Timer-25_tenant2;Launched;09:17:52.311
tenant2;q79;Timer-26_tenant2;Launched;09:17:52.437
tenant2;q35;Timer-27_tenant2;Launched;09:17:52.662
tenant2;q88;Timer-28_tenant2;Launched;09:17:53.662
tenant2;q5;Timer-8_tenant2;Finished;09:17:53.692
