tenantName;queryName;timerName;event;TimeStamp
tenant1;q86;Timer-0_tenant1;Launched;16:05:48.805
tenant1;q86;Timer-0_tenant1;Started;16:05:48.805
tenant1;q52;Timer-1_tenant1;Launched;16:05:50.359
tenant1;q52;Timer-1_tenant1;Started;16:05:50.359
tenant1;q97;Timer-2_tenant1;Launched;16:05:53.878
tenant1;q97;Timer-2_tenant1;Started;16:05:53.878
tenant1;q28;Timer-3_tenant1;Launched;16:05:54.368
tenant1;q97;Timer-4_tenant1;Launched;16:05:54.642
tenant1;q96;Timer-5_tenant1;Launched;16:05:54.724
tenant1;q96;Timer-6_tenant1;Launched;16:05:55.460
tenant1;q96;Timer-7_tenant1;Launched;16:05:55.678
tenant1;q55;Timer-8_tenant1;Launched;16:05:56.742
tenant1;q52;Timer-9_tenant1;Launched;16:05:56.906
tenant1;q15;Timer-11_tenant1;Launched;16:05:57.369
tenant1;q43;Timer-10_tenant1;Launched;16:05:57.370
tenant1;q3;Timer-12_tenant1;Launched;16:05:57.479
tenant1;q80;Timer-13_tenant1;Launched;16:05:57.643
tenant1;q37;Timer-14_tenant1;Launched;16:05:57.861
tenant1;q12;Timer-15_tenant1;Launched;16:05:58.107
tenant1;q55;Timer-16_tenant1;Launched;16:05:58.297
tenant1;q12;Timer-17_tenant1;Launched;16:05:58.408
tenant1;q53;Timer-18_tenant1;Launched;16:05:58.434
tenant1;q81;Timer-19_tenant1;Launched;16:05:59.035
tenant1;q28;Timer-20_tenant1;Launched;16:05:59.280
tenant1;q21;Timer-21_tenant1;Launched;16:05:59.308
tenant1;q63;Timer-22_tenant1;Launched;16:05:59.609
tenant1;q12;Timer-23_tenant1;Launched;16:05:59.609
tenant1;q15;Timer-24_tenant1;Launched;16:05:59.799
tenant1;q52;Timer-1_tenant1;Finished;16:05:59.942
tenant1;q28;Timer-3_tenant1;Started;16:05:59.942
tenant1;q21;Timer-25_tenant1;Launched;16:06:00.263
tenant1;q97;Timer-2_tenant1;Finished;16:06:03.226
tenant1;q97;Timer-4_tenant1;Started;16:06:03.226
tenant1;q86;Timer-0_tenant1;Finished;16:06:03.762
tenant1;q96;Timer-5_tenant1;Started;16:06:03.762
tenant1;q96;Timer-5_tenant1;Finished;16:06:04.655
tenant1;q96;Timer-6_tenant1;Started;16:06:04.656
tenant1;q28;Timer-3_tenant1;Finished;16:06:05.716
tenant1;q96;Timer-7_tenant1;Started;16:06:05.716
tenant1;q96;Timer-7_tenant1;Finished;16:06:06.951
tenant1;q55;Timer-8_tenant1;Started;16:06:06.951
tenant1;q96;Timer-6_tenant1;Finished;16:06:07.216
tenant1;q52;Timer-9_tenant1;Started;16:06:07.216
tenant1;q55;Timer-8_tenant1;Finished;16:06:08.105
tenant1;q15;Timer-11_tenant1;Started;16:06:08.105
tenant1;q97;Timer-4_tenant1;Finished;16:06:08.248
tenant1;q43;Timer-10_tenant1;Started;16:06:08.249
tenant1;q52;Timer-9_tenant1;Finished;16:06:08.560
tenant1;q3;Timer-12_tenant1;Started;16:06:08.560
tenant1;q43;Timer-10_tenant1;Finished;16:06:09.700
tenant1;q80;Timer-13_tenant1;Started;16:06:09.700
tenant1;q3;Timer-12_tenant1;Finished;16:06:09.828
