tenantName;queryName;timerName;event;TimeStamp
tenant1;q86;Timer-0_tenant1;Launched;16:32:24.942
tenant1;q86;Timer-0_tenant1;Started;16:32:24.942
tenant1;q52;Timer-1_tenant1;Launched;16:32:25.947
tenant1;q52;Timer-1_tenant1;Started;16:32:25.947
tenant1;q97;Timer-2_tenant1;Launched;16:32:28.224
tenant1;q97;Timer-2_tenant1;Started;16:32:28.224
tenant1;q28;Timer-3_tenant1;Launched;16:32:28.542
tenant1;q97;Timer-4_tenant1;Launched;16:32:28.724
tenant1;q96;Timer-5_tenant1;Launched;16:32:28.771
tenant1;q96;Timer-6_tenant1;Launched;16:32:29.248
tenant1;q96;Timer-7_tenant1;Launched;16:32:29.390
tenant1;q55;Timer-8_tenant1;Launched;16:32:30.078
tenant1;q52;Timer-9_tenant1;Launched;16:32:30.184
tenant1;q43;Timer-10_tenant1;Launched;16:32:30.485
tenant1;q15;Timer-11_tenant1;Launched;16:32:30.485
tenant1;q3;Timer-12_tenant1;Launched;16:32:30.555
tenant1;q80;Timer-13_tenant1;Launched;16:32:30.661
tenant1;q37;Timer-14_tenant1;Launched;16:32:30.802
tenant1;q12;Timer-15_tenant1;Launched;16:32:30.961
tenant1;q55;Timer-16_tenant1;Launched;16:32:31.085
tenant1;q12;Timer-17_tenant1;Launched;16:32:31.155
tenant1;q53;Timer-18_tenant1;Launched;16:32:31.173
tenant1;q81;Timer-19_tenant1;Launched;16:32:31.561
tenant1;q28;Timer-20_tenant1;Launched;16:32:31.721
tenant1;q21;Timer-21_tenant1;Launched;16:32:31.739
tenant1;q63;Timer-22_tenant1;Launched;16:32:31.933
tenant1;q12;Timer-23_tenant1;Launched;16:32:31.934
tenant1;q15;Timer-24_tenant1;Launched;16:32:32.057
tenant1;q21;Timer-25_tenant1;Launched;16:32:32.357
tenant1;q52;Timer-1_tenant1;Finished;16:32:35.004
tenant1;q28;Timer-3_tenant1;Started;16:32:35.004
tenant1;q86;Timer-0_tenant1;Finished;16:32:35.161
tenant1;q97;Timer-4_tenant1;Started;16:32:35.161
tenant1;q97;Timer-2_tenant1;Finished;16:32:39.621
tenant1;q96;Timer-5_tenant1;Started;16:32:39.621
tenant1;q97;Timer-4_tenant1;Finished;16:32:41.612
tenant1;q96;Timer-6_tenant1;Started;16:32:41.613
tenant1;q28;Timer-3_tenant1;Finished;16:32:42.252
tenant1;q96;Timer-7_tenant1;Started;16:32:42.252
tenant1;q96;Timer-5_tenant1;Finished;16:32:42.426
tenant1;q55;Timer-8_tenant1;Started;16:32:42.426
tenant1;q96;Timer-6_tenant1;Finished;16:32:42.717
tenant1;q52;Timer-9_tenant1;Started;16:32:42.717
tenant1;q96;Timer-7_tenant1;Finished;16:32:43.272
tenant1;q43;Timer-10_tenant1;Started;16:32:43.272
tenant1;q52;Timer-9_tenant1;Finished;16:32:43.774
tenant1;q15;Timer-11_tenant1;Started;16:32:43.774
tenant1;q55;Timer-8_tenant1;Finished;16:32:43.777
tenant1;q3;Timer-12_tenant1;Started;16:32:43.777
tenant1;q3;Timer-12_tenant1;Finished;16:32:44.683
tenant1;q80;Timer-13_tenant1;Started;16:32:44.683
tenant1;q43;Timer-10_tenant1;Finished;16:32:44.725
tenant1;q37;Timer-14_tenant1;Started;16:32:44.726
tenant1;q15;Timer-11_tenant1;Finished;16:32:46.110
tenant1;q12;Timer-15_tenant1;Started;16:32:46.110
tenant1;q37;Timer-14_tenant1;Finished;16:32:47.462
tenant1;q55;Timer-16_tenant1;Started;16:32:47.462
tenant1;q12;Timer-15_tenant1;Finished;16:32:48.213
tenant1;q12;Timer-17_tenant1;Started;16:32:48.213
tenant1;q55;Timer-16_tenant1;Finished;16:32:49.004
tenant1;q53;Timer-18_tenant1;Started;16:32:49.004
tenant1;q80;Timer-13_tenant1;Finished;16:32:49.723
tenant1;q81;Timer-19_tenant1;Started;16:32:49.723
tenant1;q12;Timer-17_tenant1;Finished;16:32:49.779
tenant1;q28;Timer-20_tenant1;Started;16:32:49.779
tenant1;q28;Timer-20_tenant1;Finished;16:32:51.676
tenant1;q21;Timer-21_tenant1;Started;16:32:51.676
tenant1;q53;Timer-18_tenant1;Finished;16:32:51.691
tenant1;q63;Timer-22_tenant1;Started;16:32:51.691
tenant1;q81;Timer-19_tenant1;Finished;16:32:52.367
tenant1;q12;Timer-23_tenant1;Started;16:32:52.367
tenant1;q63;Timer-22_tenant1;Finished;16:32:53.025
tenant1;q15;Timer-24_tenant1;Started;16:32:53.025
tenant1;q21;Timer-21_tenant1;Finished;16:32:53.318
tenant1;q21;Timer-25_tenant1;Started;16:32:53.318
tenant1;q12;Timer-23_tenant1;Finished;16:32:53.425
tenant1;q15;Timer-24_tenant1;Finished;16:32:54.575
tenant1;q21;Timer-25_tenant1;Finished;16:32:54.721
tenant2;q50;Timer-0_tenant2;Launched;09:40:11.688
tenant2;q50;Timer-0_tenant2;Started;09:40:11.689
tenant2;q98;Timer-1_tenant2;Launched;09:40:12.535
tenant2;q98;Timer-1_tenant2;Started;09:40:12.536
tenant2;q8;Timer-2_tenant2;Launched;09:40:13.029
tenant2;q8;Timer-2_tenant2;Started;09:40:13.029
tenant2;q4;Timer-3_tenant2;Launched;09:40:15.077
tenant2;q6;Timer-4_tenant2;Launched;09:40:15.235
tenant2;q99;Timer-5_tenant2;Launched;09:40:15.272
tenant2;q56;Timer-6_tenant2;Launched;09:40:15.413
tenant2;q48;Timer-7_tenant2;Launched;09:40:15.448
tenant2;q5;Timer-8_tenant2;Launched;09:40:15.589
tenant2;q58;Timer-9_tenant2;Launched;09:40:15.626
tenant2;q85;Timer-10_tenant2;Launched;09:40:15.695
tenant2;q23;Timer-11_tenant2;Launched;09:40:15.890
tenant2;q16;Timer-12_tenant2;Launched;09:40:15.890
tenant2;q96;Timer-13_tenant2;Launched;09:40:15.926
tenant2;q24;Timer-14_tenant2;Launched;09:40:15.946
tenant2;q25;Timer-15_tenant2;Launched;09:40:15.978
tenant2;q79;Timer-16_tenant2;Launched;09:40:16.050
tenant2;q11;Timer-17_tenant2;Launched;09:40:16.085
tenant2;q93;Timer-18_tenant2;Launched;09:40:18.396
tenant2;q55;Timer-19_tenant2;Launched;09:40:20.374
tenant2;q8;Timer-2_tenant2;Finished;09:40:20.482
tenant2;q4;Timer-3_tenant2;Started;09:40:20.482
tenant2;q50;Timer-0_tenant2;Finished;09:40:20.946
tenant2;q6;Timer-4_tenant2;Started;09:40:20.946
tenant2;q98;Timer-1_tenant2;Finished;09:40:20.947
tenant2;q99;Timer-5_tenant2;Started;09:40:20.947
tenant2;q15;Timer-20_tenant2;Launched;09:40:22.227
tenant2;q99;Timer-5_tenant2;Finished;09:40:24.306
tenant2;q56;Timer-6_tenant2;Started;09:40:24.306
