tenantName;queryName;timerName;event;TimeStamp
tenant1;q86;Timer-0_tenant1;Launched;17:00:11.747
tenant1;q86;Timer-0_tenant1;Started;17:00:11.747
tenant1;q52;Timer-1_tenant1;Launched;17:00:12.647
tenant1;q52;Timer-1_tenant1;Started;17:00:12.648
tenant1;q97;Timer-2_tenant1;Launched;17:00:14.684
tenant1;q97;Timer-2_tenant1;Started;17:00:14.684
tenant1;q28;Timer-3_tenant1;Launched;17:00:14.969
tenant1;q97;Timer-4_tenant1;Launched;17:00:15.125
tenant1;q96;Timer-5_tenant1;Launched;17:00:15.174
tenant1;q96;Timer-6_tenant1;Launched;17:00:15.600
tenant1;q96;Timer-7_tenant1;Launched;17:00:15.726
tenant1;q55;Timer-8_tenant1;Launched;17:00:16.342
tenant1;q52;Timer-9_tenant1;Launched;17:00:16.438
tenant1;q43;Timer-10_tenant1;Launched;17:00:16.706
tenant1;q15;Timer-11_tenant1;Launched;17:00:16.706
tenant1;q3;Timer-12_tenant1;Launched;17:00:16.770
tenant1;q80;Timer-13_tenant1;Launched;17:00:16.864
tenant1;q37;Timer-14_tenant1;Launched;17:00:16.991
tenant1;q12;Timer-15_tenant1;Launched;17:00:17.133
tenant1;q55;Timer-16_tenant1;Launched;17:00:17.244
tenant1;q12;Timer-17_tenant1;Launched;17:00:17.306
tenant1;q53;Timer-18_tenant1;Launched;17:00:17.323
tenant1;q81;Timer-19_tenant1;Launched;17:00:17.671
tenant1;q28;Timer-20_tenant1;Launched;17:00:17.813
tenant1;q21;Timer-21_tenant1;Launched;17:00:17.828
tenant1;q63;Timer-22_tenant1;Launched;17:00:18.003
tenant1;q12;Timer-23_tenant1;Launched;17:00:18.003
tenant1;q15;Timer-24_tenant1;Launched;17:00:18.114
tenant1;q21;Timer-25_tenant1;Launched;17:00:18.383
tenant1;q52;Timer-1_tenant1;Finished;17:00:21.884
tenant1;q86;Timer-0_tenant1;Finished;17:00:21.884
tenant1;q28;Timer-3_tenant1;Started;17:00:21.884
tenant1;q97;Timer-4_tenant1;Started;17:00:21.884
tenant1;q97;Timer-2_tenant1;Finished;17:00:26.775
tenant1;q96;Timer-5_tenant1;Started;17:00:26.775
tenant1;q28;Timer-3_tenant1;Finished;17:00:28.258
tenant1;q96;Timer-6_tenant1;Started;17:00:28.258
tenant1;q96;Timer-5_tenant1;Finished;17:00:29.097
tenant1;q96;Timer-7_tenant1;Started;17:00:29.097
tenant1;q96;Timer-6_tenant1;Finished;17:00:29.128
tenant1;q55;Timer-8_tenant1;Started;17:00:29.128
tenant1;q96;Timer-7_tenant1;Finished;17:00:30.204
tenant1;q52;Timer-9_tenant1;Started;17:00:30.204
tenant1;q55;Timer-8_tenant1;Finished;17:00:30.797
tenant1;q43;Timer-10_tenant1;Started;17:00:30.797
tenant1;q97;Timer-4_tenant1;Finished;17:00:30.899
tenant1;q15;Timer-11_tenant1;Started;17:00:30.900
tenant1;q52;Timer-9_tenant1;Finished;17:00:31.057
tenant1;q3;Timer-12_tenant1;Started;17:00:31.057
tenant1;q3;Timer-12_tenant1;Finished;17:00:32.131
tenant1;q80;Timer-13_tenant1;Started;17:00:32.131
tenant1;q43;Timer-10_tenant1;Finished;17:00:32.293
tenant1;q37;Timer-14_tenant1;Started;17:00:32.293
tenant1;q15;Timer-11_tenant1;Finished;17:00:33.369
tenant1;q12;Timer-15_tenant1;Started;17:00:33.369
tenant1;q37;Timer-14_tenant1;Finished;17:00:34.900
tenant1;q55;Timer-16_tenant1;Started;17:00:34.900
tenant1;q12;Timer-15_tenant1;Finished;17:00:35.769
tenant1;q12;Timer-17_tenant1;Started;17:00:35.769
tenant1;q55;Timer-16_tenant1;Finished;17:00:36.327
tenant1;q53;Timer-18_tenant1;Started;17:00:36.327
tenant1;q12;Timer-17_tenant1;Finished;17:00:37.325
tenant1;q81;Timer-19_tenant1;Started;17:00:37.325
tenant1;q80;Timer-13_tenant1;Finished;17:00:37.767
tenant1;q28;Timer-20_tenant1;Started;17:00:37.767
tenant1;q53;Timer-18_tenant1;Finished;17:00:37.920
tenant1;q21;Timer-21_tenant1;Started;17:00:37.920
tenant1;q28;Timer-20_tenant1;Finished;17:00:39.843
tenant1;q63;Timer-22_tenant1;Started;17:00:39.843
tenant1;q81;Timer-19_tenant1;Finished;17:00:40.245
tenant1;q12;Timer-23_tenant1;Started;17:00:40.245
tenant1;q21;Timer-21_tenant1;Finished;17:00:40.814
tenant1;q15;Timer-24_tenant1;Started;17:00:40.814
tenant1;q12;Timer-23_tenant1;Finished;17:00:41.353
tenant1;q21;Timer-25_tenant1;Started;17:00:41.354
tenant1;q63;Timer-22_tenant1;Finished;17:00:41.361
tenant1;q15;Timer-24_tenant1;Finished;17:00:42.191
tenant1;q21;Timer-25_tenant1;Finished;17:00:42.900
tenant2;q50;Timer-0_tenant2;Launched;08:47:51.854
tenant2;q50;Timer-0_tenant2;Started;08:47:51.855
tenant2;q98;Timer-1_tenant2;Launched;08:47:52.613
tenant2;q98;Timer-1_tenant2;Started;08:47:52.613
tenant2;q8;Timer-2_tenant2;Launched;08:47:53.055
tenant2;q8;Timer-2_tenant2;Started;08:47:53.055
tenant2;q4;Timer-3_tenant2;Launched;08:47:54.885
tenant2;q6;Timer-4_tenant2;Launched;08:47:55.028
tenant2;q99;Timer-5_tenant2;Launched;08:47:55.060
tenant2;q56;Timer-6_tenant2;Launched;08:47:55.186
tenant2;q48;Timer-7_tenant2;Launched;08:47:55.219
