tenantName;queryName;timerName;event;TimeStamp
tenant1;q86;Timer-0_tenant1;Launched;16:35:58.403
tenant1;q86;Timer-0_tenant1;Started;16:35:58.404
tenant1;q52;Timer-1_tenant1;Launched;16:35:59.353
tenant1;q52;Timer-1_tenant1;Started;16:35:59.354
tenant1;q97;Timer-2_tenant1;Launched;16:36:01.503
tenant1;q97;Timer-2_tenant1;Started;16:36:01.503
tenant1;q28;Timer-3_tenant1;Launched;16:36:01.804
tenant1;q97;Timer-4_tenant1;Launched;16:36:01.969
tenant1;q96;Timer-5_tenant1;Launched;16:36:02.020
tenant1;q96;Timer-6_tenant1;Launched;16:36:02.470
tenant1;q96;Timer-7_tenant1;Launched;16:36:02.604
tenant1;q55;Timer-8_tenant1;Launched;16:36:03.254
tenant1;q52;Timer-9_tenant1;Launched;16:36:03.355
tenant1;q43;Timer-10_tenant1;Launched;16:36:03.638
tenant1;q15;Timer-11_tenant1;Launched;16:36:03.638
tenant1;q3;Timer-12_tenant1;Launched;16:36:03.705
tenant1;q80;Timer-13_tenant1;Launched;16:36:03.805
tenant1;q37;Timer-14_tenant1;Launched;16:36:03.938
tenant1;q12;Timer-15_tenant1;Launched;16:36:04.088
tenant1;q55;Timer-16_tenant1;Launched;16:36:04.205
tenant1;q12;Timer-17_tenant1;Launched;16:36:04.271
tenant1;q53;Timer-18_tenant1;Launched;16:36:04.289
tenant1;q81;Timer-19_tenant1;Launched;16:36:04.656
tenant1;q28;Timer-20_tenant1;Launched;16:36:04.805
tenant1;q21;Timer-21_tenant1;Launched;16:36:04.822
tenant1;q63;Timer-22_tenant1;Launched;16:36:05.007
tenant1;q12;Timer-23_tenant1;Launched;16:36:05.007
tenant1;q15;Timer-24_tenant1;Launched;16:36:05.123
tenant1;q21;Timer-25_tenant1;Launched;16:36:05.408
tenant1;q52;Timer-1_tenant1;Finished;16:36:09.330
tenant1;q28;Timer-3_tenant1;Started;16:36:09.330
tenant1;q97;Timer-2_tenant1;Finished;16:36:13.048
tenant1;q97;Timer-4_tenant1;Started;16:36:13.049
tenant1;q86;Timer-0_tenant1;Finished;16:36:13.466
tenant1;q96;Timer-5_tenant1;Started;16:36:13.466
tenant1;q28;Timer-3_tenant1;Finished;16:36:15.229
tenant1;q96;Timer-6_tenant1;Started;16:36:15.229
tenant1;q96;Timer-5_tenant1;Finished;16:36:15.328
tenant1;q96;Timer-7_tenant1;Started;16:36:15.328
tenant1;q96;Timer-6_tenant1;Finished;16:36:15.911
tenant1;q55;Timer-8_tenant1;Started;16:36:15.911
tenant1;q96;Timer-7_tenant1;Finished;16:36:15.962
tenant1;q52;Timer-9_tenant1;Started;16:36:15.962
tenant1;q52;Timer-9_tenant1;Finished;16:36:17.264
tenant1;q43;Timer-10_tenant1;Started;16:36:17.264
tenant1;q97;Timer-4_tenant1;Finished;16:36:17.366
tenant1;q15;Timer-11_tenant1;Started;16:36:17.366
tenant1;q55;Timer-8_tenant1;Finished;16:36:17.422
tenant1;q3;Timer-12_tenant1;Started;16:36:17.422
tenant1;q3;Timer-12_tenant1;Finished;16:36:18.477
tenant1;q80;Timer-13_tenant1;Started;16:36:18.478
tenant1;q43;Timer-10_tenant1;Finished;16:36:18.637
tenant1;q37;Timer-14_tenant1;Started;16:36:18.637
tenant1;q15;Timer-11_tenant1;Finished;16:36:19.676
tenant1;q12;Timer-15_tenant1;Started;16:36:19.676
tenant1;q37;Timer-14_tenant1;Finished;16:36:21.182
tenant1;q55;Timer-16_tenant1;Started;16:36:21.183
tenant1;q12;Timer-15_tenant1;Finished;16:36:21.785
tenant1;q12;Timer-17_tenant1;Started;16:36:21.785
tenant1;q55;Timer-16_tenant1;Finished;16:36:22.685
tenant1;q53;Timer-18_tenant1;Started;16:36:22.685
tenant1;q80;Timer-13_tenant1;Finished;16:36:23.253
tenant1;q81;Timer-19_tenant1;Started;16:36:23.253
tenant1;q12;Timer-17_tenant1;Finished;16:36:23.518
