query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
9,9,1733348506521,779,7353,9238,0
9,3,1733348545020,39278,2308,4035,0
9,17,1733348653520,147778,2275,4357,0
9,23,1733348712334,206592,1026,1109,1
9,16,1733348796687,290945,1542,2209,1
9,3,1733348837360,331618,2272,3876,1
9,18,1733348946405,440663,2282,3929,0
9,2,1733348987762,482020,1244,2167,0
9,16,1733349106432,600690,950,1637,0
9,19,1733349149135,643393,712,1073,1
9,19,1733349245534,739792,255,479,1
9,12,1733349280210,774468,1199,2069,0
9,6,1733349439083,933341,490,659,0
9,14,1733349446938,941196,809,1099,0
9,20,1733349550212,1044470,2204,3735,0
9,7,1733349611126,1105384,1307,2108,0
9,13,1733349706962,1201220,1078,1910,0
9,8,1733349732272,1226530,1285,1795,0
9,15,1733349859088,1353346,1613,2943,0
9,9,1733349906153,1400411,1577,2875,0
9,1,1733350009451,1503709,1286,2277,1
9,18,1733350048876,1543134,1737,3091,1
9,17,1733350129031,1623289,2017,3513,1
9,20,1733350189875,1684133,1734,3378,0
9,23,1733350322589,1816847,499,562,0
9,21,1733350348190,1842448,2575,4695,0
9,15,1733350452496,1946754,1432,2429,0
9,1,1733350519694,2013952,1275,2274,0
9,19,1733350617061,2111319,1053,1417,0
9,22,1733350664028,2158286,845,1414,1
9,1,1733350759805,2254063,1229,2161,1
9,21,1733350797921,2292179,2170,4896,1
9,18,1733350883390,2377648,2378,3974,0
9,14,1733350931020,2425278,593,876,0
9,3,1733351037550,2531808,2104,3791,0
9,15,1733351082918,2577176,1615,2969,0
9,10,1733351216006,2710264,1270,2046,1
9,15,1733351276942,2771200,1319,2654,1
9,16,1733351366105,2860363,1330,1928,0
9,8,1733351388512,2882770,978,1475,0
9,15,1733351501635,2995893,1371,2406,0
9,10,1733351558476,3052734,849,1588,0
9,14,1733351648100,3142358,624,871,0
9,20,1733351698939,3193197,1972,3159,0
9,15,1733351802254,3296512,1642,2540,0
9,8,1733351842824,3337082,1165,1635,0
9,9,1733351940006,3434264,1497,2438,0
9,19,1733351965819,3460077,545,884,0
