query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
19,12,1733477922697,6756,13137,18041,0
19,13,1733477984853,68912,5354,7961,0
19,11,1733477992296,76355,2412,4444,0
19,14,1733478039330,123389,4509,8234,0
19,1,1733478075577,159636,6607,12755,1
19,11,1733478114565,198624,1640,2690,0
19,3,1733478134732,218791,2702,5068,0
19,4,1733478178710,262769,2329,4299,0
19,23,1733478205231,289290,3738,3819,0
19,1,1733478264378,348437,6360,12466,0
19,6,1733478289248,373307,794,1380,0
19,8,1733478345967,430026,5941,10198,0
19,13,1733478357649,441708,2547,4942,1
19,5,1733478385414,469473,5437,10291,0
19,7,1733478434438,518497,3751,6637,1
19,16,1733478465840,549899,2294,3578,0
19,10,1733478506410,590469,5401,9778,0
19,16,1733478544981,629040,1537,2713,0
19,8,1733478588256,672315,4207,8280,0
19,13,1733478631154,715213,2449,4808,0
19,15,1733478636734,720793,2374,4100,0
19,8,1733478674041,758100,4159,8228,0
19,5,1733478732652,816711,4722,9820,0
19,12,1733478765527,849586,2067,3917,0
19,18,1733478788335,872394,6014,11471,0
19,10,1733478816533,900592,3473,6935,1
19,5,1733478852181,936240,4787,9357,1
19,4,1733478907304,991363,2096,3946,0
19,2,1733478955933,1039992,2927,5284,1
19,19,1733478993285,1077344,1388,2765,0
19,4,1733479018733,1102792,1920,3839,0
19,4,1733479064094,1148153,1878,3698,0
19,21,1733479084906,1168965,8385,16009,0
19,9,1733479752849,1836908,4604,8398,0
19,15,1733479794875,1878934,1953,3597,0
19,10,1733479826262,1910321,6115,10685,0
19,19,1733479875061,1959120,1086,2105,1
19,18,1733479926341,2010400,5722,10829,1
19,7,1733479954762,2038821,3400,6426,0
19,21,1733479986155,2070214,7770,15268,0
19,11,1733480016017,2100076,1661,3109,0
19,17,1733480044651,2128710,5884,11496,0
19,13,1733480101915,2185974,2669,4942,0
19,20,1733480147664,2231723,4203,8982,0
19,10,1733480174189,2258248,2930,6038,0
19,20,1733480203110,2287169,9573,14604,1
19,13,1733480231016,2315075,2320,4548,0
19,21,1733480265146,2349205,7656,15151,0
19,5,1733480311306,2395365,5120,9838,0
19,17,1733480340386,2424445,5485,11077,0
19,11,1733480389746,2473805,1877,3082,0
19,3,1733480422528,2506587,2740,5006,0
19,12,1733480461505,2545564,2048,3868,1
19,5,1733480476284,2560343,4641,9329,1
19,2,1733480509254,2593313,3229,5478,0
19,4,1733480560477,2644536,2127,3995,0
19,19,1733480604192,2688251,1391,2599,0
19,3,1733480616950,2701009,2332,4387,0
19,11,1733480652492,2736551,1766,2838,0
19,1,1733480713225,2797284,6478,12487,0
19,11,1733480729748,2813807,1004,1756,0
19,3,1733480767709,2851768,2231,4292,1
19,10,1733480799708,2883767,2970,9086,0
19,16,1733480840318,2924377,2228,3637,0
19,22,1733480877606,2961665,1527,2722,0
19,6,1733480914516,2998575,577,1106,0
19,6,1733480944408,3028467,495,1021,0
19,7,1733481000776,3084835,3434,6319,0
19,17,1733481028312,3112371,5780,11268,1
19,10,1733481060031,3144090,3495,9556,1
19,3,1733481101613,3185672,2287,4399,0
19,21,1733481130952,3215011,8481,16156,0
19,3,1733481157019,3241078,2177,4216,0
19,23,1733481195252,3279311,2981,3034,1
19,2,1733481249319,3333378,2477,4551,0
19,19,1733481274309,3358368,1300,2374,0
19,10,1733481333453,3417512,4215,7824,0
19,8,1733481345685,3429744,4602,8681,0
19,13,1733481374786,3458845,2925,5182,0
19,5,1733481409507,3493566,5010,9624,0
19,7,1733481475446,3559505,3184,5993,0
19,12,1733481494076,3578135,2170,3956,0
