query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
17,23,1733486826951,834843,3668,3786,1
17,16,1733486821115,829007,9869,12054,0
17,16,1733486827804,835696,2335,9138,13
17,23,1733486836262,844154,3166,3243,0
17,2,1733486826987,834879,4798,18607,0
17,16,1733486824443,832335,2889,25209,1
17,9,1733486823342,831234,5821,36521,0
17,7,1733486822743,830635,4070,43692,0
17,10,1733486821586,829478,3013,49911,0
17,19,1733486852655,860547,1396,21107,0
17,20,1733486850872,858764,4148,29763,1
17,19,1733486843117,851009,646,38776,1
17,17,1733486841269,849161,4421,51425,1
17,1,1733486840490,848382,3698,60224,0
17,15,1733486836750,844642,3743,69065,0
17,19,1733486964471,972363,1066,1949,0
17,21,1733486966413,974305,6975,15576,0
17,15,1733486979034,986926,2385,6255,0
17,20,1733486977156,985048,4826,14908,0
17,6,1733486976008,983900,372,16969,0
17,5,1733486973331,981223,2273,23869,0
17,19,1733486972292,980184,813,26623,0
17,19,1733486971949,979841,566,27937,0
17,4,1733486971614,979506,1271,30636,0
17,18,1733486971212,979104,2778,35937,0
17,19,1733486970763,978655,396,37201,0
17,4,1733486969505,977397,980,40293,0
17,10,1733486992871,1000763,2756,21580,1
17,6,1733486991849,999741,384,23329,0
17,7,1733486984579,992471,1917,33870,0
17,11,1733486983740,991632,1311,36723,0
17,7,1733486982830,990722,1385,40231,0
17,22,1733486982817,990709,1098,42201,0
17,23,1733487403423,1411315,2603,2665,0
17,21,1733487396324,1404216,6478,9819,0
17,13,1733487404709,1412601,1558,4155,0
17,14,1733487403855,1411747,1846,8412,0
17,4,1733487403812,1411704,983,10263,1
17,23,1733487413478,1421370,3053,3110,0
17,18,1733487403245,1411137,2496,15389,0
17,11,1733487400293,1408185,1081,20103,0
17,14,1733487396443,1404335,1687,27226,0
17,22,1733487412945,1420837,836,12259,0
17,21,1733487410997,1418889,6526,23859,0
