query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
11,12,1733443707562,9897,9623,14358,0
11,17,1733443749983,52318,2682,6659,0
11,18,1733443792414,94749,2191,3600,0
11,19,1733443809077,111412,1121,1681,1
11,1,1733443874077,176412,1551,2492,1
11,10,1733443910738,213073,1503,2790,0
11,2,1733443916127,218462,1912,3251,0
11,6,1733443916788,219123,339,3196,0
11,8,1733443983904,286239,1562,2759,0
11,13,1733443987343,289678,1870,3509,0
11,16,1733444042017,344352,1412,2267,1
11,16,1733444070984,373319,907,1458,1
11,3,1733444125889,428224,1105,1918,1
11,9,1733444132139,434474,2601,4665,0
11,3,1733444200751,503086,802,1591,0
11,19,1733444219882,522217,697,1134,0
11,16,1733444242085,544420,918,1493,0
11,18,1733444286078,588413,1485,2501,0
11,7,1733444335116,637451,2088,3886,0
11,10,1733444346784,649119,1128,2231,0
11,5,1733444403439,705774,1325,2608,0
11,9,1733444445691,748026,1910,3935,0
11,2,1733444455609,757944,6061,7369,1
11,7,1733444496476,798811,2831,5439,1
11,13,1733444544739,847074,1904,6152,0
11,5,1733444567283,869618,131453,132572,0
11,13,1733444669972,972307,1673,33071,0
11,3,1733444652117,954452,1022,52811,0
11,20,1733444611334,913669,2591,98289,0
11,5,1733444601708,904043,1206,110255,0
11,3,1733444715730,1018065,1179,2011,0
11,7,1733444761115,1063450,1526,3066,0
11,19,1733444773682,1076017,582,1080,1
11,6,1733444794360,1096695,411,680,0
11,7,1733444812295,1114630,1544,2998,0
11,4,1733444829436,1131771,2296,4457,0
11,1,1733444854567,1156902,1494,2743,0
11,18,1733444888263,1190598,1509,2500,0
11,19,1733444955834,1258169,293,590,1
11,11,1733444963295,1265630,991,1606,0
11,23,1733444991647,1293982,1223,1292,0
11,1,1733445003867,1306202,1467,2638,0
11,21,1733445032985,1335320,4846,13084,0
11,15,1733445034975,1337310,3778,15712,0
11,8,1733445071213,1373548,1691,3101,0
11,11,1733445123165,1425500,1047,1747,0
11,1,1733445123595,1425930,1283,3532,0
11,12,1733445153626,1455961,2014,3557,0
11,3,1733445193027,1495362,986,1805,0
11,16,1733445240238,1542573,1447,2263,0
11,2,1733445252487,1554822,1191,2135,0
11,9,1733445294077,1596412,2488,4538,1
11,2,1733445341227,1643562,1086,2063,0
11,9,1733445346458,1648793,2002,3703,0
11,13,1733445382042,1684377,1759,3282,0
11,22,1733445392009,1694344,1413,2666,0
11,22,1733445398766,1701101,1189,2259,1
11,5,1733445436713,1739048,1389,2379,0
11,12,1733445487888,1790223,1753,3682,0
11,17,1733445500291,1802626,1610,2864,0
11,20,1733445528843,1831178,2457,4299,0
11,11,1733445554746,1857081,843,1435,0
11,13,1733445558970,1861305,1440,2803,0
11,16,1733445578709,1881044,1053,1692,1
11,20,1733445626829,1929164,2224,4169,0
11,16,1733445652775,1955110,815,1318,0
11,5,1733445677387,1979722,1047,2004,0
11,1,1733445692862,1995197,1081,1946,0
11,12,1733445727643,2029978,1735,3415,0
11,23,1733445757412,2059747,852,910,1
11,3,1733445790453,2092788,803,1507,0
11,9,1733445822977,2125312,2499,4281,0
11,1,1733445867775,2170110,1009,1835,0
11,13,1733445901897,2204232,1636,3141,0
11,6,1733445911469,2213804,345,674,0
11,19,1733445947558,2249893,903,1495,0
11,11,1733445954186,2256521,805,1405,0
11,23,1733445970908,2273243,757,813,0
11,13,1733446029407,2331742,1477,2910,0
11,3,1733446050102,2352437,694,1323,0
11,3,1733446085929,2388264,687,1406,0
11,9,1733446118927,2421262,3077,6183,0
11,14,1733446146192,2448527,1858,3103,1
11,11,1733446191124,2493459,8292,8794,1
11,22,1733446203678,2506013,1335,3230,0
11,8,1733446219694,2522029,2279,3791,0
11,2,1733446280838,2583173,3410,4790,0
11,8,1733446323460,2625795,925,1775,0
11,14,1733446354199,2656534,861,1488,0
11,18,1733446380800,2683135,2333,3513,1
11,15,1733446430553,2732888,1019,1772,0
11,17,1733446432609,2734944,1499,2512,0
11,18,1733446468450,2770785,810,1585,0
11,21,1733446474871,2777206,4553,11784,0
11,14,1733446524317,2826652,1277,1821,0
11,14,1733446566186,2868521,688,1331,1
11,5,1733446567528,2869863,1641,2675,0
11,11,1733446575360,2877695,925,1693,0
11,4,1733446579554,2881889,2305,4482,0
11,8,1733446637494,2939829,1350,2370,0
11,22,1733446667784,2970119,1324,2539,0
11,4,1733446670503,2972838,2140,4270,0
11,13,1733446711924,3014259,1698,3185,0
11,7,1733446728788,3031123,1948,3589,0
11,23,1733446761455,3063790,619,665,1
11,9,1733446810440,3112775,2338,4457,0
11,22,1733446811867,3114202,1076,5225,0
11,8,1733446839328,3141663,770,1477,0
11,17,1733446885943,3188278,1371,2553,0
11,13,1733446914666,3217001,1445,2814,1
11,17,1733446954482,3256817,1158,2345,0
11,3,1733446978245,3280580,876,1587,0
11,2,1733447018768,3321103,1255,2395,0
11,23,1733447077342,3379677,610,659,1
11,3,1733447107585,3409920,871,1538,0
11,4,1733447122126,3424461,2187,4317,0
11,22,1733447148392,3450727,1134,2206,0
11,22,1733447164469,3466804,1117,2147,1
11,11,1733447185000,3487335,815,1483,0
11,4,1733447214897,3517232,2239,4274,0
11,7,1733447260654,3562989,1813,3406,0
11,6,1733447260773,3563108,322,3961,0
11,2,1733447270726,3573061,1029,1979,0
