query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
8,11,1733327968687,18540,6407,7461,0
8,3,1733328002682,52535,2613,4397,0
8,15,1733328033724,83577,1791,3230,0
8,8,1733328077454,127307,1620,2238,1
8,16,1733328127934,177787,1493,2153,0
8,17,1733328133074,182927,2426,3963,0
8,13,1733328200206,250059,1247,2146,0
8,7,1733328214411,264264,1605,2374,0
8,13,1733328248838,298691,963,1815,1
8,17,1733328301732,351585,1628,3188,1
8,10,1733328345244,395097,1290,2235,1
8,2,1733328346915,396768,1151,2521,0
8,15,1733328392376,442229,1543,3028,0
8,4,1733328419675,469528,1275,2295,0
8,9,1733328485418,535271,1449,2670,0
8,7,1733328491727,541580,1340,2146,0
8,7,1733328546157,596010,767,1493,0
8,23,1733328569251,619104,919,989,0
8,11,1733328609322,659175,931,1532,1
8,2,1733328652984,702837,964,1655,1
8,22,1733328676960,726813,815,1417,1
8,18,1733328734310,784163,2275,3888,0
8,11,1733328752129,801982,651,1221,0
8,9,1733328784764,834617,1838,2787,0
8,2,1733328837894,887747,1025,1756,0
8,2,1733328883926,933779,786,1775,0
8,20,1733328906982,956835,1669,3337,0
8,5,1733328922875,972728,2372,4561,0
8,14,1733328966168,1016021,768,1047,0
8,15,1733329008965,1058818,1539,2484,0
8,4,1733329033503,1083356,1229,2719,0
8,16,1733329071957,1121810,1355,1971,0
8,11,1733329108095,1157948,871,1434,0
8,3,1733329143513,1193366,1916,3318,0
8,21,1733329182662,1232515,3155,5248,0
8,8,1733329238424,1288277,962,1470,0
8,19,1733329264555,1314408,628,962,0
8,9,1733329289290,1339143,1365,2335,1
8,20,1733329353910,1403763,1519,3021,0
8,5,1733329369293,1419146,2297,4512,1
8,23,1733329404437,1454290,471,520,0
8,16,1733329428814,1478667,1338,1944,0
8,22,1733329486765,1536618,720,1287,0
8,15,1733329504135,1553988,1601,3143,0
8,18,1733329553185,1603038,1753,3348,0
8,9,1733329585017,1634870,1302,2220,0
8,23,1733329613149,1663002,452,500,0
8,16,1733329659485,1709338,1279,1923,0
8,18,1733329691923,1741776,1387,2379,0
8,16,1733329726612,1776465,1074,1672,0
8,2,1733329762990,1812843,995,1730,0
8,19,1733329800112,1849965,546,875,1
8,19,1733329846066,1895919,190,378,1
8,20,1733329874256,1924109,1548,2616,0
8,15,1733329920553,1970406,1498,2896,0
8,21,1733329944215,1994068,2628,4363,0
8,16,1733329977307,2027160,1221,1791,0
8,1,1733330023044,2072897,1186,2067,0
8,6,1733330043369,2093222,411,558,0
8,5,1733330098732,2148585,2309,4345,0
8,15,1733330131783,2181636,1786,2784,0
8,15,1733330146246,2196099,1822,2768,0
8,13,1733330204088,2253941,1066,1850,1
8,19,1733330244446,2294299,755,1093,0
8,16,1733330279135,2328988,1071,1639,0
8,18,1733330312745,2362598,2209,3277,0
8,4,1733330352614,2402467,1155,2144,0
8,15,1733330383521,2433374,1695,2727,0
8,9,1733330411157,2461010,1815,2744,0
8,6,1733330445329,2495182,486,646,0
8,2,1733330476252,2526105,1007,1716,0
8,12,1733330520659,2570512,1240,2026,0
8,5,1733330548337,2598190,2330,4356,0
8,16,1733330590115,2639968,1776,2384,1
8,22,1733330633128,2682981,701,1313,1
8,3,1733330654241,2704094,1730,3512,1
8,2,1733330717121,2766974,1028,1740,0
8,19,1733330724868,2774721,753,1088,0
8,2,1733330767179,2817032,700,1371,0
8,22,1733330820676,2870529,631,1216,0
8,15,1733330855322,2905175,1847,2944,0
8,23,1733330877453,2927306,432,476,0
8,6,1733330907810,2957663,470,622,1
8,3,1733330958703,3008556,1966,3314,1
8,2,1733330986606,3036459,777,1776,1
8,2,1733331026074,3075927,666,1308,0
8,17,1733331072754,3122607,1853,2946,0
8,10,1733331090994,3140847,1165,1955,0
8,21,1733331142715,3192568,3148,5176,0
8,6,1733331158788,3208641,498,644,0
8,15,1733331220703,3270556,1421,2352,0
8,23,1733331247515,3297368,436,478,1
8,12,1733331267416,3317269,1172,1918,0
8,11,1733331300487,3350340,848,1445,0
8,2,1733331367491,3417344,904,1535,1
8,2,1733331373222,3423075,718,1730,0
8,19,1733331417166,3467019,869,1177,0
8,5,1733331444608,3494461,2357,4465,0
8,15,1733331478336,3528189,1957,2965,0
8,21,1733331540450,3590303,3119,5164,0
