query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
18,15,1733475100000,756133,11865,17322,0
18,5,1733475110121,766254,6843,18887,0
18,2,1733475108885,765018,3571,26803,0
18,13,1733475108075,764208,2475,31869,0
18,17,1733475135260,791393,5510,14271,1
18,14,1733475129659,785792,2752,24804,1
18,7,1733475119284,775417,2810,39970,1
18,23,1733476653582,2309715,3263,3341,1
18,1,1733476648120,2304253,11819,20756,0
18,16,1733476666888,2323021,4634,8193,0
18,23,1733476674251,2330384,2917,2986,0
18,10,1733476666816,2322949,4473,16628,0
18,8,1733476665935,2322068,4035,27054,0
18,14,1733476664740,2320873,2595,32934,0
18,3,1733476663364,2319497,2031,38020,0
18,3,1733476662970,2319103,1715,41675,1
18,12,1733476662823,2318956,1848,45098,0
18,23,1733476707398,2363531,2589,2656,1
18,5,1733476662533,2318666,3639,51892,0
18,3,1733476662088,2318221,1394,55186,0
18,5,1733476660757,2316890,3019,62539,0
18,23,1733476721482,2377615,2430,2499,0
18,23,1733476723405,2379538,2517,2581,0
18,23,1733476725101,2381234,2363,2424,0
18,2,1733476659758,2315891,3361,69687,0
18,16,1733476659461,2315594,2041,73206,0
18,17,1733476658622,2314755,3825,81141,0
18,5,1733476656692,2312825,2950,88908,0
18,7,1733476654864,2310997,2477,95065,1
18,20,1733476652915,2309048,10569,113275,0
18,20,1733476651177,2307310,5488,125156,0
18,4,1733476650093,2306226,1622,129082,0
18,3,1733476649467,2305600,1828,133063,0
18,20,1733476648541,2304674,2324,140608,0
18,12,1733476648375,2304508,1588,143647,0
18,5,1733476791763,2447896,2928,6022,1
18,22,1733476791433,2447566,1298,8537,0
18,10,1733476790864,2446997,4514,16665,0
18,23,1733476807898,2464031,6119,6171,1
18,23,1733476811897,2468030,2439,2491,0
18,23,1733476811228,2467361,3720,3769,0
18,21,1733476790824,2446957,7750,29205,0
18,11,1733476786477,2442610,1314,35677,0
18,1,1733476786164,2442297,3606,42917,0
18,23,1733476827066,2483199,2563,2616,0
18,23,1733476829280,2485413,2227,2282,0
18,13,1733476785379,2441512,2088,47296,0
18,10,1733476785173,2441306,1924,51893,0
18,4,1733476783658,2439791,1341,55894,1
18,19,1733476782481,2438614,1239,59162,1
18,14,1733476781871,2438004,2210,64148,0
18,17,1733476781752,2437885,3501,70972,0
18,23,1733476850305,2506438,2865,2924,0
18,22,1733476780798,2436931,1010,73763,0
18,8,1733476780397,2436530,3104,79786,0
18,15,1733476779137,2435270,1623,83789,0
18,2,1733476776615,2432748,2761,91596,1
18,5,1733476775350,2431483,3501,99122,1
18,13,1733476774783,2430916,1667,102883,0
18,19,1733476768206,2424339,1114,111475,0
18,7,1733476767385,2423518,2336,116392,0
18,16,1733476767018,2423151,1999,119853,0
18,2,1733476766830,2422963,2376,124686,0
18,3,1733476766745,2422878,1695,128025,0
18,3,1733476765393,2421526,1469,132223,1
18,11,1733476765224,2421357,1053,134148,1
18,9,1733476763921,2420054,2903,140257,1
18,6,1733476763808,2419941,526,141278,0
18,17,1733476763747,2419880,3446,147987,0
18,22,1733476763624,2419757,1127,150084,0
18,14,1733476763470,2419603,2285,154559,0
18,7,1733476762258,2418391,2056,159565,0
18,11,1733476762120,2418253,868,161158,0
18,3,1733476761175,2417308,1460,164983,0
18,4,1733476760550,2416683,1377,168178,1
18,10,1733476760112,2416245,3246,175131,0
18,16,1733476759964,2416097,1921,178465,0
18,15,1733476759170,2415303,1523,182015,0
18,21,1733476758536,2414669,5401,192703,0
18,5,1733476758308,2414441,3174,198879,1
18,12,1733476758101,2414234,1668,201991,0
18,6,1733476757792,2413925,507,203140,0
18,13,1733476757570,2413703,1926,206829,0
18,13,1733476757408,2413541,1617,210120,0
18,1,1733476757331,2413464,3650,217213,0
18,11,1733476757071,2413204,1058,219226,0
18,16,1733476756349,2412482,2092,223127,0
18,5,1733476756172,2412305,2958,228998,1
18,19,1733476756018,2412151,1292,231309,0
18,6,1733476755854,2411987,541,232315,0
18,21,1733476755854,2411987,4928,244716,0
18,8,1733476755614,2411747,3125,250643,0
18,10,1733476750634,2406767,3203,261906,0
18,16,1733476745615,2401748,1134,268923,4
18,8,1733476745412,2401545,2511,274027,1
18,22,1733476744005,2400138,1336,277608,0
18,13,1733476742333,2398466,1826,282680,0
18,1,1733476741292,2397425,3625,290645,0
18,19,1733476739154,2395287,1100,294666,0
18,16,1733476736666,2392799,1328,299485,0
18,11,1733476734518,2390651,1081,303418,0
18,19,1733476732947,2389080,545,306083,0
18,8,1733476730802,2386935,2463,313132,0
18,4,1733476730215,2386348,1585,316467,0
18,4,1733476729240,2385373,1231,319812,1
18,5,1733476727584,2383717,3129,327400,0
18,14,1733476727430,2383563,2191,331694,0
18,5,1733476725979,2382112,2861,338756,0
18,7,1733476725622,2381755,2327,343283,0
18,12,1733476725073,2381206,1597,346686,0
18,17,1733476725029,2381162,3555,353526,0
18,2,1733476724727,2380860,2798,359116,0
18,2,1733476723877,2380010,2318,364596,0
18,14,1733476723163,2379296,2062,369531,1
18,20,1733476723043,2379176,2865,374391,0
18,5,1733476722003,2378136,2864,381071,0
18,10,1733476721532,2377665,3385,387634,0
18,15,1733476721505,2377638,1431,390142,0
18,5,1733476720596,2376729,2849,396685,0
18,18,1733476713360,2369493,3968,411176,0
18,7,1733476713225,2369358,2217,415384,0
18,1,1733476712636,2368769,3580,422926,0
18,10,1733476712472,2368605,2566,429986,1
18,16,1733476712070,2368203,1911,433469,0
18,13,1733476711067,2367200,1894,437983,0
18,8,1733476709820,2365953,3177,444892,0
18,19,1733476708335,2364468,1262,448439,0
18,2,1733476707367,2363500,2637,454596,1
18,13,1733476707062,2363195,1625,458043,0
18,2,1733476707001,2363134,2303,462783,0
18,5,1733476706897,2363030,2948,468582,0
18,21,1733476706790,2362923,8002,481386,0
18,12,1733476705605,2361738,1512,485352,0
18,12,1733476704487,2360620,1391,489054,0
18,10,1733476702026,2358159,3178,497515,0
18,12,1733476701758,2357891,1369,500327,0
18,20,1733476701704,2357837,9163,511193,1
18,13,1733476701596,2357729,1712,514510,0
18,13,1733476701437,2357570,1514,517660,0
18,14,1733476701085,2357218,2211,522202,0
18,2,1733476700912,2357045,2629,527411,0
18,6,1733476700843,2356976,391,528198,1
18,21,1733476700503,2356636,4908,540860,1
18,12,1733476696331,2352464,1293,547504,0
18,9,1733476696273,2352406,2690,552071,0
18,10,1733476695126,2351259,3159,558777,0
18,4,1733476693601,2349734,1464,562933,0
18,12,1733476693130,2349263,1202,565776,0
18,15,1733476692912,2349045,1383,568337,6
18,6,1733476691527,2347660,447,570525,0
18,12,1733476691494,2347627,1349,573066,1
18,17,1733476690656,2346789,3440,580536,0
18,11,1733476689899,2346032,1043,583060,0
18,20,1733476687944,2344077,2711,590739,0
18,5,1733476687589,2343722,3313,596845,0
18,16,1733476687529,2343662,1892,599916,0
18,18,1733476686518,2342651,3787,607880,0
18,7,1733476685295,2341428,2282,613132,1
18,17,1733476680897,2337030,3233,623980,0
18,15,1733476677987,2334120,1356,629242,0
18,14,1733476674605,2330738,2112,636669,0
18,2,1733476673866,2329999,3134,643028,0
18,5,1733476672699,2328832,2809,649700,1
18,16,1733476671370,2327503,1494,653458,0
18,7,1733476671329,2327462,1766,656956,0
18,9,1733476671071,2327204,2584,661672,0
18,14,1733476670877,2327010,2077,665911,0
18,2,1733476670045,2326178,2390,671352,1
18,5,1733476898962,2555095,2898,448128,0
18,10,1733476898461,2554594,2774,453903,0
18,5,1733476897971,2554104,2737,459834,0
18,6,1733476896558,2552691,443,462043,0
18,21,1733476893895,2550028,7908,477367,0
18,2,1733476890743,2546876,2213,484949,0
18,15,1733476890475,2546608,1413,487664,1
18,15,1733476887389,2543522,1210,492894,0
18,7,1733476885998,2542131,1811,497828,0
18,7,1733476885731,2541864,1831,501642,0
18,4,1733476884882,2541015,1477,505136,0
18,7,1733476882090,2538223,1786,511414,0
18,11,1733476881589,2537722,1125,513702,0
18,11,1733476880667,2536800,622,515754,0
18,18,1733476879175,2535308,3688,524148,0
18,19,1733476877778,2533911,1255,527594,0
18,21,1733476877020,2533153,4942,540380,0
18,20,1733476876022,2532155,2675,545681,0
18,3,1733476875594,2531727,1683,549250,0
18,15,1733476875410,2531543,1299,551646,0
18,10,1733476874555,2530688,2873,557921,0
18,18,1733476874499,2530632,3201,564368,1
18,16,1733476873754,2529887,1789,567981,1
18,5,1733476873664,2529797,3273,574111,0
18,2,1733476872401,2528534,2590,580458,0
18,11,1733476872204,2528337,1019,582376,0
18,5,1733476869236,2525369,2734,590739,0
18,18,1733476868453,2524586,3205,597873,0
18,21,1733476868033,2524166,5291,611020,0
18,8,1733476867819,2523952,3210,616908,0
18,11,1733476867709,2523842,798,618382,0
18,9,1733476865880,2522013,2598,624658,0
18,11,1733476864690,2520823,667,626976,1
18,19,1733476864538,2520671,1108,629012,0
18,4,1733476861568,2517701,2040,635212,0
18,12,1733476858469,2514602,1597,641134,0
18,4,1733476858375,2514508,1212,643588,0
18,15,1733476856234,2512367,1341,648022,0
18,16,1733476855606,2511739,1807,651582,0
18,7,1733476854601,2510734,2273,656619,0
18,9,1733476854251,2510384,2071,660831,0
18,2,1733476853279,2509412,2699,666999,0
18,19,1733476852334,2508467,1028,669750,1
18,4,1733476851961,2508094,1210,672472,1
18,3,1733476850781,2506914,1711,676758,0
18,5,1733476850645,2506778,3138,682777,0
18,19,1733476849583,2505716,538,684919,0
18,20,1733476848849,2504982,3039,690256,0
18,9,1733476848017,2504150,2103,695068,0
18,10,1733476847598,2503731,4329,702516,0
18,21,1733476847412,2503545,5289,712694,0
18,18,1733476845071,2501204,3652,721842,0
18,16,1733476844615,2500748,1893,725262,1
18,20,1733476843942,2500075,8294,739161,0
18,2,1733476843375,2499508,2709,744976,0
18,7,1733476842817,2498950,2335,749597,0
18,17,1733476842715,2498848,3476,756345,0
18,9,1733476841276,2497409,2226,761803,0
18,5,1733476840985,2497118,3115,767966,0
18,22,1733476840279,2496412,1205,770715,0
18,11,1733476840171,2496304,1035,772543,0
18,3,1733476839954,2496087,1551,775703,0
18,22,1733476839549,2495682,899,777783,0
18,10,1733476839081,2495214,3239,784112,1
18,7,1733476838586,2494719,1953,788292,0
18,21,1733476837677,2493810,5329,799262,0
18,1,1733476836975,2493108,3537,806862,0
18,14,1733476836667,2492800,2120,811258,0
18,14,1733476834750,2490883,2136,817244,0
18,20,1733476832750,2488883,5860,826773,0
18,14,1733476830652,2486785,2067,832894,0
18,7,1733476830004,2486137,1780,837012,0
18,2,1733476828235,2484368,2875,844129,0
18,4,1733476828235,2484368,1413,846693,1
18,7,1733476828167,2484300,1756,850200,0
18,20,1733476826527,2482660,8788,862079,0
18,7,1733476824545,2480678,1774,867531,0
18,8,1733476824372,2480505,3082,873294,0
18,10,1733476823993,2480126,3146,879535,0
18,5,1733476823952,2480085,3132,885479,0
18,3,1733476822130,2478263,1616,890324,1
18,22,1733476820768,2476901,1151,893729,1
18,6,1733476819945,2476078,391,895291,0
18,21,1733476818375,2474508,7677,909224,0
18,8,1733476817952,2474085,2517,914569,0
18,7,1733476816905,2473038,1859,919171,0
18,19,1733476816328,2472461,1143,921702,0
18,4,1733476815553,2471686,1255,924888,0
18,17,1733476815476,2471609,3449,931639,0
18,11,1733476815429,2471562,1044,933425,0
18,7,1733476814861,2470994,1772,937524,1
18,5,1733476814298,2470431,2841,943659,0
18,17,1733476814205,2470338,3156,950041,0
18,2,1733476813180,2469313,2648,956206,0
18,3,1733476812821,2468954,1491,959399,0
18,6,1733476811575,2467708,389,961354,0
18,4,1733476811314,2467447,1229,963971,0
18,5,1733476810370,2466503,2798,970409,0
18,9,1733476809998,2466131,2541,975197,0
18,4,1733476809582,2465715,1186,977897,0
18,13,1733476806256,2462389,1959,984656,1
18,8,1733476805952,2462085,2544,989871,1
18,11,1733476805808,2461941,1013,991679,0
18,2,1733476804123,2460256,2553,998308,0
18,1,1733476804026,2460159,3567,1005245,0
18,5,1733476803438,2459571,2833,1011384,0
18,20,1733476802431,2458564,9410,1026694,0
18,11,1733476802187,2458320,929,1028496,1
18,8,1733476801938,2458071,2574,1033747,0
18,6,1733476798755,2454888,350,1037636,0
18,17,1733476797685,2453818,3326,1045202,0
18,4,1733476797621,2453754,1311,1047701,0
18,12,1733476796827,2452960,1469,1051241,0
18,10,1733476796463,2452596,3506,1057799,0
18,18,1733476796089,2452222,3776,1065220,0
18,10,1733476795771,2451904,3901,1072168,1
18,11,1733476795180,2451313,849,1074151,0
18,13,1733476794497,2450630,1724,1078051,0
18,21,1733476794381,2450514,5342,1090619,0
18,10,1733476792988,2449121,2715,1096941,0
18,22,1733476792880,2449013,1115,1099010,0
18,1,1733476792798,2448931,3593,1105978,0
18,4,1733476792024,2448157,1219,1109089,0
