query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
13,20,1733450673608,216,13306,16027,1
13,23,1733450725566,52174,1652,1760,0
13,16,1733450757638,84246,1901,2800,0
13,4,1733450809113,135721,3847,7240,0
13,20,1733450828827,155435,2734,4917,0
13,20,1733450872062,198670,2384,4680,0
13,22,1733450892285,218893,1979,3758,0
13,7,1733450934602,261210,2834,5418,1
13,22,1733450969337,295945,1807,3399,1
13,7,1733451007406,334014,2397,4529,1
13,1,1733451063373,389981,1491,2743,0
13,23,1733451086260,412868,721,787,0
13,11,1733451108504,435112,1081,1780,0
13,1,1733451175419,502027,1439,2648,1
13,17,1733451187342,513950,2013,3613,1
13,1,1733451230640,557248,1424,2607,0
13,14,1733451256910,583518,1003,1771,0
13,22,1733451285449,612057,1678,3222,0
13,5,1733451323582,650190,1629,3450,0
13,2,1733451358832,685440,1482,9592,0
13,3,1733451412880,739488,3083,6619,0
13,21,1733451443815,770423,135786,138586,0
13,21,1733451578187,904795,4475,12161,0
13,7,1733451541327,867935,3001,54441,0
13,12,1733451529476,856084,2670,71433,0
13,20,1733451478999,805607,2699,126598,0
13,19,1733451638325,964933,1122,1778,0
13,20,1733451654369,980977,2400,4701,1
13,23,1733451687942,1014550,997,1058,0
13,11,1733451740288,1066896,1026,1704,1
13,21,1733451776145,1102753,2527,4882,1
13,6,1733451801336,1127944,344,785,0
13,2,1733451842942,1169550,1259,2206,0
13,8,1733451873089,1199697,1665,2995,1
13,14,1733451916755,1243363,856,1703,0
13,5,1733451946664,1273272,1796,3193,0
13,14,1733452000345,1326953,857,1481,0
13,16,1733452013123,1339731,1276,2076,1
13,23,1733452044036,1370644,714,767,1
13,10,1733452104127,1430735,1540,2717,0
13,5,1733452139835,1466443,1414,2981,0
13,17,1733452169554,1496162,1969,3318,0
13,10,1733452201390,1527998,1273,2527,0
13,20,1733452256587,1583195,2381,4424,1
13,19,1733452261622,1588230,707,1405,1
13,7,1733452316752,1643360,2538,4743,0
13,19,1733452332250,1658858,341,694,0
13,4,1733452383258,1709866,3367,6627,0
13,9,1733452404097,1730705,3246,5697,0
13,17,1733452438713,1765321,1273,2544,0
13,15,1733452499465,1826073,1160,1980,0
13,2,1733452519338,1845946,1462,2529,1
13,10,1733452561676,1888284,1522,2670,1
13,5,1733452589512,1916120,1681,3097,1
13,10,1733452646164,1972772,1179,2363,0
13,3,1733452678456,2005064,1201,2352,0
13,21,1733452696159,2022767,3098,5740,0
13,8,1733452741938,2068546,1672,2898,0
13,2,1733452776735,2103343,806,1521,1
13,10,1733452802549,2129157,1131,2178,1
13,6,1733452842254,2168862,352,795,0
13,21,1733452887805,2214413,2419,4649,0
13,3,1733452914433,2241041,1042,1923,0
13,4,1733452943355,2269963,3257,6295,0
13,6,1733452997063,2323671,514,902,0
13,20,1733453019683,2346291,2404,4394,0
13,15,1733453058085,2384693,1148,2016,0
13,17,1733453111142,2437750,1575,2988,0
13,16,1733453133040,2459648,1236,1937,1
13,19,1733453182214,2508822,957,1551,0
13,1,1733453229069,2555677,1842,3385,1
13,21,1733453243284,2569892,2405,4658,0
13,9,1733453274938,2601546,2908,5219,0
13,5,1733453319473,2646081,1820,3285,0
13,23,1733453355732,2682340,678,731,1
13,1,1733453397499,2724107,1747,3314,0
13,22,1733453421887,2748495,1680,3233,0
13,16,1733453471866,2798474,1101,1661,0
13,9,1733453498760,2825368,2384,4615,0
13,8,1733453524943,2851551,1480,2737,1
13,13,1733453579618,2906226,2224,4132,0
13,2,1733453623928,2950536,1310,2064,0
13,10,1733453660093,2986701,1647,2826,0
13,4,1733453696275,3022883,3184,6235,0
13,14,1733453707774,3034382,825,1549,1
13,18,1733453744630,3071238,2268,3956,1
13,19,1733453776839,3103447,836,1451,0
13,18,1733453809818,3136426,1553,3041,0
13,4,1733453862137,3188745,3153,6179,0
13,12,1733453893299,3219907,2412,4736,0
13,17,1733453940460,3267068,1701,3008,0
13,10,1733453975962,3302570,1195,2173,0
13,1,1733454020008,3346616,1838,3382,0
13,4,1733454041841,3368449,3180,6242,0
13,2,1733454070292,3396900,809,1622,0
13,21,1733454103590,3430198,2952,6692,0
13,20,1733454138138,3464746,3007,5207,0
13,12,1733454172343,3498951,2457,4716,0
13,3,1733454204035,3530643,1018,1845,0
13,19,1733454265154,3591762,862,1447,0
