TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;23:22:13.072
tenant1;q86;Timer-0;Started;23:22:13.072
tenant1;q52;Timer-1;Launched;23:22:18.772
tenant1;q52;Timer-1;Started;23:22:18.772
tenant1;q52;Timer-1;Finished;23:22:21.855
tenant1;q86;Timer-0;Finished;23:22:21.855
tenant1;q97;Timer-2;Launched;23:22:31.672
tenant1;q97;Timer-2;Started;23:22:31.672
tenant1;q28;Timer-3;Launched;23:22:33.472
tenant1;q28;Timer-3;Started;23:22:33.473
tenant1;q97;Timer-4;Launched;23:22:34.473
tenant1;q97;Timer-4;Started;23:22:34.473
tenant1;q96;Timer-5;Launched;23:22:34.773
tenant1;q96;Timer-6;Launched;23:22:37.473
tenant1;q96;Timer-7;Launched;23:22:38.273
tenant1;q97;Timer-2;Finished;23:22:39.564
tenant1;q96;Timer-5;Started;23:22:39.564
tenant1;q28;Timer-3;Finished;23:22:40.364
tenant1;q96;Timer-6;Started;23:22:40.364
tenant1;q96;Timer-5;Finished;23:22:40.412
tenant1;q96;Timer-7;Started;23:22:40.412
tenant1;q96;Timer-7;Finished;23:22:41.071
tenant1;q96;Timer-6;Finished;23:22:41.076
tenant1;q55;Timer-8;Launched;23:22:42.173
tenant1;q55;Timer-8;Started;23:22:42.173
tenant1;q52;Timer-9;Launched;23:22:42.773
tenant1;q52;Timer-9;Started;23:22:42.773
tenant1;q97;Timer-4;Finished;23:22:43.236
tenant1;q55;Timer-8;Finished;23:22:43.450
tenant1;q52;Timer-9;Finished;23:22:43.745
tenant1;q15;Timer-11;Launched;23:22:44.473
tenant1;q15;Timer-11;Started;23:22:44.473
tenant1;q43;Timer-10;Launched;23:22:44.474
tenant1;q43;Timer-10;Started;23:22:44.474
tenant1;q3;Timer-12;Launched;23:22:44.873
tenant1;q3;Timer-12;Started;23:22:44.873
tenant1;q80;Timer-13;Launched;23:22:45.474
tenant1;q43;Timer-10;Finished;23:22:45.695
tenant1;q80;Timer-13;Started;23:22:45.695
tenant1;q3;Timer-12;Finished;23:22:45.809
tenant1;q37;Timer-14;Launched;23:22:46.274
tenant1;q37;Timer-14;Started;23:22:46.274
tenant1;q15;Timer-11;Finished;23:22:46.449
tenant1;q12;Timer-15;Launched;23:22:47.174
tenant1;q12;Timer-15;Started;23:22:47.174
tenant1;q55;Timer-16;Launched;23:22:47.874
tenant1;q37;Timer-14;Finished;23:22:48.101
tenant1;q55;Timer-16;Started;23:22:48.101
tenant1;q12;Timer-17;Launched;23:22:48.274
tenant1;q53;Timer-18;Launched;23:22:48.374
tenant1;q55;Timer-16;Finished;23:22:49.353
tenant1;q12;Timer-17;Started;23:22:49.353
tenant1;q12;Timer-15;Finished;23:22:49.442
tenant1;q53;Timer-18;Started;23:22:49.442
tenant1;q80;Timer-13;Finished;23:22:50.226
tenant1;q81;Timer-19;Launched;23:22:50.575
tenant1;q81;Timer-19;Started;23:22:50.575
tenant1;q12;Timer-17;Finished;23:22:50.618
tenant1;q53;Timer-18;Finished;23:22:50.808
tenant1;q28;Timer-20;Launched;23:22:51.474
tenant1;q28;Timer-20;Started;23:22:51.474
tenant1;q21;Timer-21;Launched;23:22:51.575
tenant1;q21;Timer-21;Started;23:22:51.575
tenant1;q81;Timer-19;Finished;23:22:52.556
tenant1;q63;Timer-22;Launched;23:22:52.676
tenant1;q63;Timer-22;Started;23:22:52.676
tenant1;q12;Timer-23;Launched;23:22:52.676
tenant1;q28;Timer-20;Finished;23:22:52.891
tenant1;q12;Timer-23;Started;23:22:52.891
tenant1;q15;Timer-24;Launched;23:22:53.376
tenant1;q12;Timer-23;Finished;23:22:53.524
tenant1;q15;Timer-24;Started;23:22:53.524
tenant1;q63;Timer-22;Finished;23:22:53.865
tenant1;q21;Timer-21;Finished;23:22:53.941
tenant1;q15;Timer-24;Finished;23:22:54.840
tenant1;q21;Timer-25;Launched;23:22:55.076
tenant1;q21;Timer-25;Started;23:22:55.076
tenant1;q21;Timer-25;Finished;23:22:56.114
tenant2;q50;Timer-26;Launched;23:24:28.876
tenant2;q50;Timer-26;Started;23:24:28.876
tenant2;q50;Timer-26;Finished;23:24:29.877
tenant2;q98;Timer-27;Launched;23:24:33.676
tenant2;q98;Timer-27;Started;23:24:33.676
tenant2;q98;Timer-27;Finished;23:24:34.523
tenant2;q8;Timer-28;Launched;23:24:36.477
tenant2;q8;Timer-28;Started;23:24:36.477
tenant2;q8;Timer-28;Finished;23:24:37.331
tenant2;q4;Timer-29;Launched;23:24:48.077
tenant2;q4;Timer-29;Started;23:24:48.077
tenant2;q6;Timer-30;Launched;23:24:48.976
tenant2;q6;Timer-30;Started;23:24:48.976
tenant2;q99;Timer-31;Launched;23:24:49.177
tenant2;q99;Timer-31;Started;23:24:49.177
tenant2;q4;Timer-29;Finished;23:24:49.728
tenant2;q99;Timer-31;Finished;23:24:49.767
tenant2;q56;Timer-32;Launched;23:24:49.977
tenant2;q56;Timer-32;Started;23:24:49.977
tenant2;q48;Timer-33;Launched;23:24:50.177
tenant2;q48;Timer-33;Started;23:24:50.177
tenant2;q6;Timer-30;Finished;23:24:50.307
tenant2;q56;Timer-32;Finished;23:24:50.755
tenant2;q48;Timer-33;Finished;23:24:50.798
tenant2;q5;Timer-34;Launched;23:24:50.978
tenant2;q5;Timer-34;Started;23:24:50.978
tenant2;q58;Timer-35;Launched;23:24:51.178
tenant2;q58;Timer-35;Started;23:24:51.178
tenant2;q85;Timer-36;Launched;23:24:51.578
tenant2;q85;Timer-36;Started;23:24:51.578
tenant2;q5;Timer-34;Finished;23:24:51.975
tenant2;q58;Timer-35;Finished;23:24:52.230
tenant2;q23;Timer-37;Launched;23:24:52.678
tenant2;q23;Timer-37;Started;23:24:52.678
tenant2;q16;Timer-38;Launched;23:24:52.678
tenant2;q16;Timer-38;Started;23:24:52.678
tenant2;q96;Timer-39;Launched;23:24:52.878
tenant2;q16;Timer-38;Finished;23:24:52.973
tenant2;q96;Timer-39;Started;23:24:52.973
