TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;00:39:03.742
tenant1;q86;Timer-0;Started;00:39:03.743
tenant1;q52;Timer-1;Launched;00:39:04.643
tenant1;q52;Timer-1;Started;00:39:04.643
tenant1;q97;Timer-2;Launched;00:39:06.679
tenant1;q97;Timer-2;Started;00:39:06.679
tenant1;q28;Timer-3;Launched;00:39:06.963
tenant1;q97;Timer-4;Launched;00:39:07.121
tenant1;q96;Timer-5;Launched;00:39:07.169
tenant1;q96;Timer-6;Launched;00:39:07.595
tenant1;q96;Timer-7;Launched;00:39:07.721
tenant1;q55;Timer-8;Launched;00:39:08.338
tenant1;q52;Timer-9;Launched;00:39:08.432
tenant1;q43;Timer-10;Launched;00:39:08.701
tenant1;q15;Timer-11;Launched;00:39:08.701
tenant1;q3;Timer-12;Launched;00:39:08.765
tenant1;q80;Timer-13;Launched;00:39:08.859
tenant1;q37;Timer-14;Launched;00:39:08.986
tenant1;q12;Timer-15;Launched;00:39:09.133
tenant1;q55;Timer-16;Launched;00:39:09.243
tenant1;q12;Timer-17;Launched;00:39:09.306
tenant1;q53;Timer-18;Launched;00:39:09.323
tenant1;q81;Timer-19;Launched;00:39:09.671
tenant1;q28;Timer-20;Launched;00:39:09.812
tenant1;q21;Timer-21;Launched;00:39:09.828
tenant1;q63;Timer-22;Launched;00:39:10.002
tenant1;q12;Timer-23;Launched;00:39:10.003
tenant1;q15;Timer-24;Launched;00:39:10.114
tenant1;q21;Timer-25;Launched;00:39:10.381
tenant1;q52;Timer-1;Finished;00:39:14.280
tenant1;q28;Timer-3;Started;00:39:14.280
tenant1;q97;Timer-2;Finished;00:39:14.361
tenant1;q97;Timer-4;Started;00:39:14.361
tenant1;q86;Timer-0;Finished;00:39:16.095
tenant1;q96;Timer-5;Started;00:39:16.095
tenant1;q28;Timer-3;Finished;00:39:18.056
tenant1;q96;Timer-6;Started;00:39:18.057
tenant1;q96;Timer-5;Finished;00:39:18.142
tenant1;q96;Timer-7;Started;00:39:18.142
tenant1;q96;Timer-7;Finished;00:39:18.726
tenant1;q55;Timer-8;Started;00:39:18.726
tenant1;q55;Timer-8;Finished;00:39:19.617
tenant1;q52;Timer-9;Started;00:39:19.617
tenant1;q96;Timer-6;Finished;00:39:20.801
tenant1;q43;Timer-10;Started;00:39:20.801
tenant1;q52;Timer-9;Finished;00:39:20.809
tenant1;q15;Timer-11;Started;00:39:20.809
tenant1;q97;Timer-4;Finished;00:39:21.385
tenant1;q3;Timer-12;Started;00:39:21.385
tenant1;q3;Timer-12;Finished;00:39:22.083
tenant1;q80;Timer-13;Started;00:39:22.084
tenant1;q43;Timer-10;Finished;00:39:22.610
tenant1;q37;Timer-14;Started;00:39:22.611
tenant1;q15;Timer-11;Finished;00:39:23.276
tenant1;q12;Timer-15;Started;00:39:23.276
tenant1;q37;Timer-14;Finished;00:39:24.658
tenant1;q55;Timer-16;Started;00:39:24.658
tenant2;q50;Timer-26;Launched;00:39:25.193
tenant1;q12;Timer-15;Finished;00:39:25.581
tenant1;q12;Timer-17;Started;00:39:25.581
tenant1;q55;Timer-16;Finished;00:39:25.685
tenant1;q53;Timer-18;Started;00:39:25.685
tenant2;q98;Timer-27;Launched;00:39:25.951
tenant1;q80;Timer-13;Finished;00:39:26.334
tenant1;q81;Timer-19;Started;00:39:26.334
tenant2;q8;Timer-28;Launched;00:39:26.393
tenant1;q12;Timer-17;Finished;00:39:26.793
tenant1;q28;Timer-20;Started;00:39:26.793
tenant1;q53;Timer-18;Finished;00:39:27.454
tenant1;q21;Timer-21;Started;00:39:27.454
tenant2;q4;Timer-29;Launched;00:39:28.224
tenant2;q6;Timer-30;Launched;00:39:28.366
tenant2;q99;Timer-31;Launched;00:39:28.398
tenant2;q56;Timer-32;Launched;00:39:28.525
tenant2;q48;Timer-33;Launched;00:39:28.557
tenant1;q28;Timer-20;Finished;00:39:28.659
tenant1;q63;Timer-22;Started;00:39:28.659
tenant2;q5;Timer-34;Launched;00:39:28.683
tenant2;q58;Timer-35;Launched;00:39:28.715
tenant1;q81;Timer-19;Finished;00:39:28.751
tenant1;q12;Timer-23;Started;00:39:28.751
tenant2;q85;Timer-36;Launched;00:39:28.778
tenant2;q23;Timer-37;Launched;00:39:28.952
tenant2;q16;Timer-38;Launched;00:39:28.953
tenant2;q96;Timer-39;Launched;00:39:28.984
tenant2;q24;Timer-40;Launched;00:39:29.000
tenant2;q25;Timer-41;Launched;00:39:29.032
tenant2;q79;Timer-42;Launched;00:39:29.096
tenant2;q11;Timer-43;Launched;00:39:29.127
tenant1;q21;Timer-21;Finished;00:39:29.208
tenant1;q15;Timer-24;Started;00:39:29.208
tenant1;q63;Timer-22;Finished;00:39:29.784
tenant1;q21;Timer-25;Started;00:39:29.784
tenant1;q12;Timer-23;Finished;00:39:29.914
tenant2;q50;Timer-26;Started;00:39:29.914
tenant1;q15;Timer-24;Finished;00:39:30.495
tenant2;q98;Timer-27;Started;00:39:30.495
tenant1;q21;Timer-25;Finished;00:39:30.989
tenant2;q8;Timer-28;Started;00:39:30.989
tenant2;q98;Timer-27;Finished;00:39:31.116
tenant2;q4;Timer-29;Started;00:39:31.116
tenant2;q50;Timer-26;Finished;00:39:31.167
tenant2;q6;Timer-30;Started;00:39:31.167
tenant2;q93;Timer-44;Launched;00:39:31.196
tenant2;q8;Timer-28;Finished;00:39:31.893
tenant2;q99;Timer-31;Started;00:39:31.893
tenant2;q99;Timer-31;Finished;00:39:32.950
tenant2;q56;Timer-32;Started;00:39:32.950
tenant2;q55;Timer-45;Launched;00:39:32.964
tenant2;q6;Timer-30;Finished;00:39:33.064
tenant2;q48;Timer-33;Started;00:39:33.064
tenant2;q4;Timer-29;Finished;00:39:33.102
tenant2;q5;Timer-34;Started;00:39:33.103
tenant2;q48;Timer-33;Finished;00:39:34.117
tenant2;q58;Timer-35;Started;00:39:34.117
tenant2;q56;Timer-32;Finished;00:39:34.126
tenant2;q85;Timer-36;Started;00:39:34.126
tenant2;q5;Timer-34;Finished;00:39:34.465
tenant2;q23;Timer-37;Started;00:39:34.465
