TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant4;q59;Timer-0;Launched;09:20:22.957
tenant4;q59;Timer-0;Started;09:20:22.958
tenant4;q4;Timer-1;Launched;09:20:26.957
tenant4;q4;Timer-1;Started;09:20:26.957
tenant4;q11;Timer-2;Launched;09:20:28.132
tenant4;q11;Timer-2;Started;09:20:28.132
tenant4;q4;Timer-3;Launched;09:20:29.510
tenant4;q54;Timer-4;Launched;09:20:30.256
tenant4;q18;Timer-5;Launched;09:20:30.312
tenant4;q14;Timer-6;Launched;09:20:34.332
tenant4;q49;Timer-7;Launched;09:20:34.716
tenant4;q8;Timer-8;Launched;09:20:36.258
tenant4;q29;Timer-9;Launched;09:20:36.407
tenant4;q4;Timer-1;Finished;09:20:37.381
tenant4;q11;Timer-2;Finished;09:20:37.381
tenant4;q4;Timer-3;Started;09:20:37.381
tenant4;q54;Timer-4;Started;09:20:37.381
tenant4;q59;Timer-0;Finished;09:20:37.382
tenant4;q18;Timer-5;Started;09:20:37.382
tenant4;q33;Timer-10;Launched;09:20:39.633
tenant4;q14;Timer-11;Launched;09:20:41.133
tenant4;q54;Timer-4;Finished;09:20:42.201
tenant4;q14;Timer-6;Started;09:20:42.201
tenant4;q18;Timer-5;Finished;09:20:42.403
tenant4;q49;Timer-7;Started;09:20:42.403
tenant4;q4;Timer-3;Finished;09:20:42.609
tenant4;q8;Timer-8;Started;09:20:42.609
tenant4;q11;Timer-12;Launched;09:20:43.908
tenant4;q33;Timer-13;Launched;09:20:46.434
tenant4;q54;Timer-14;Launched;09:20:46.514
tenant4;q49;Timer-7;Finished;09:20:47.568
tenant4;q29;Timer-9;Started;09:20:47.568
tenant4;q8;Timer-8;Finished;09:20:47.663
tenant4;q33;Timer-10;Started;09:20:47.663
tenant4;q48;Timer-15;Launched;09:20:49.059
tenant4;q33;Timer-10;Finished;09:20:50.564
tenant4;q14;Timer-11;Started;09:20:50.564
tenant4;q29;Timer-9;Finished;09:20:51.389
tenant4;q11;Timer-12;Started;09:20:51.390
tenant4;q8;Timer-16;Launched;09:20:55.286
tenant4;q11;Timer-12;Finished;09:20:57.112
tenant4;q33;Timer-13;Started;09:20:57.113
tenant4;q39;Timer-17;Launched;09:20:57.184
tenant4;q31;Timer-18;Launched;09:20:58.209
tenant4;q56;Timer-19;Launched;09:20:58.609
tenant4;q33;Timer-13;Finished;09:21:01.142
tenant4;q54;Timer-14;Started;09:21:01.142
tenant4;q44;Timer-20;Launched;09:21:01.284
tenant4;q25;Timer-21;Launched;09:21:02.035
tenant4;q54;Timer-14;Finished;09:21:04.194
tenant4;q48;Timer-15;Started;09:21:04.194
tenant4;q48;Timer-15;Finished;09:21:06.057
tenant4;q8;Timer-16;Started;09:21:06.058
tenant4;q14;Timer-6;Finished;09:21:06.684
tenant4;q39;Timer-17;Started;09:21:06.684
tenant4;q56;Timer-22;Launched;09:21:07.935
tenant4;q18;Timer-23;Launched;09:21:08.222
tenant4;q24;Timer-24;Launched;09:21:09.710
tenant4;q8;Timer-16;Finished;09:21:09.957
tenant4;q31;Timer-18;Started;09:21:09.957
tenant4;q31;Timer-18;Finished;09:21:14.618
tenant4;q56;Timer-19;Started;09:21:14.621
