TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant3;q93;Timer-0;Launched;22:12:19.451
tenant3;q93;Timer-0;Started;22:12:19.452
tenant3;q80;Timer-1;Launched;22:12:20.322
tenant3;q80;Timer-1;Started;22:12:20.322
tenant3;q37;Timer-2;Launched;22:12:22.332
tenant3;q37;Timer-2;Started;22:12:22.332
tenant3;q28;Timer-3;Launched;22:12:24.131
tenant3;q96;Timer-4;Launched;22:12:24.282
tenant3;q89;Timer-5;Launched;22:12:24.312
tenant3;q21;Timer-6;Launched;22:12:26.187
tenant3;q12;Timer-7;Launched;22:12:26.278
tenant3;q3;Timer-8;Launched;22:12:26.668
tenant3;q86;Timer-9;Launched;22:12:26.728
tenant3;q93;Timer-0;Finished;22:12:27.341
tenant3;q28;Timer-3;Started;22:12:27.341
tenant3;q20;Timer-10;Launched;22:12:28.423
tenant3;q15;Timer-11;Launched;22:12:30.343
tenant3;q96;Timer-12;Launched;22:12:30.343
tenant3;q89;Timer-13;Launched;22:12:30.388
tenant3;q21;Timer-14;Launched;22:12:30.433
tenant3;q22;Timer-15;Launched;22:12:30.493
tenant3;q42;Timer-16;Launched;22:12:30.524
tenant3;q53;Timer-17;Launched;22:12:31.319
tenant3;q97;Timer-18;Launched;22:12:31.649
tenant3;q52;Timer-19;Launched;22:12:31.800
tenant3;q42;Timer-20;Launched;22:12:31.815
tenant3;q86;Timer-21;Launched;22:12:32.086
tenant3;q12;Timer-22;Launched;22:12:32.130
tenant3;q63;Timer-23;Launched;22:12:32.341
tenant3;q98;Timer-24;Launched;22:12:33.061
tenant3;q20;Timer-25;Launched;22:12:33.121
tenant3;q98;Timer-26;Launched;22:12:33.271
tenant3;q43;Timer-27;Launched;22:12:33.512
tenant3;q15;Timer-28;Launched;22:12:33.796
tenant3;q15;Timer-29;Launched;22:12:34.082
tenant3;q15;Timer-30;Launched;22:12:34.337
tenant3;q52;Timer-31;Launched;22:12:34.502
tenant3;q43;Timer-32;Launched;22:12:34.592
tenant3;q82;Timer-33;Launched;22:12:34.607
tenant3;q28;Timer-3;Finished;22:12:34.802
tenant3;q37;Timer-2;Finished;22:12:34.802
tenant3;q96;Timer-4;Started;22:12:34.802
tenant3;q89;Timer-5;Started;22:12:34.802
tenant3;q80;Timer-1;Finished;22:12:34.849
tenant3;q21;Timer-6;Started;22:12:34.849
tenant3;q93;Timer-34;Launched;22:12:34.893
tenant3;q89;Timer-35;Launched;22:12:34.968
tenant3;q63;Timer-36;Launched;22:12:35.373
tenant3;q21;Timer-37;Launched;22:12:35.433
tenant3;q96;Timer-4;Finished;22:12:36.258
tenant3;q12;Timer-7;Started;22:12:36.259
tenant3;q21;Timer-6;Finished;22:12:37.186
tenant3;q3;Timer-8;Started;22:12:37.187
tenant3;q89;Timer-5;Finished;22:12:37.749
tenant3;q86;Timer-9;Started;22:12:37.749
tenant3;q3;Timer-8;Finished;22:12:37.859
tenant3;q20;Timer-10;Started;22:12:37.859
tenant3;q12;Timer-7;Finished;22:12:37.878
tenant3;q15;Timer-11;Started;22:12:37.878
tenant3;q86;Timer-9;Finished;22:12:39.181
tenant3;q96;Timer-12;Started;22:12:39.181
tenant3;q20;Timer-10;Finished;22:12:39.387
tenant3;q89;Timer-13;Started;22:12:39.387
tenant3;q96;Timer-12;Finished;22:12:39.637
tenant3;q21;Timer-14;Started;22:12:39.638
tenant3;q15;Timer-11;Finished;22:12:39.651
tenant3;q22;Timer-15;Started;22:12:39.651
tenant3;q89;Timer-13;Finished;22:12:41.047
tenant3;q42;Timer-16;Started;22:12:41.048
tenant3;q21;Timer-14;Finished;22:12:41.177
tenant3;q53;Timer-17;Started;22:12:41.177
tenant3;q42;Timer-16;Finished;22:12:41.826
tenant3;q97;Timer-18;Started;22:12:41.826
tenant3;q53;Timer-17;Finished;22:12:42.702
tenant3;q52;Timer-19;Started;22:12:42.702
tenant3;q52;Timer-19;Finished;22:12:43.501
tenant3;q42;Timer-20;Started;22:12:43.501
tenant3;q42;Timer-20;Finished;22:12:44.207
tenant3;q86;Timer-21;Started;22:12:44.207
tenant3;q97;Timer-18;Finished;22:12:44.425
tenant3;q12;Timer-22;Started;22:12:44.425
tenant3;q86;Timer-21;Finished;22:12:45.273
tenant3;q63;Timer-23;Started;22:12:45.273
tenant3;q12;Timer-22;Finished;22:12:45.343
tenant3;q98;Timer-24;Started;22:12:45.343
tenant3;q63;Timer-23;Finished;22:12:46.245
tenant3;q20;Timer-25;Started;22:12:46.245
tenant3;q20;Timer-25;Finished;22:12:46.794
tenant3;q98;Timer-26;Started;22:12:46.794
tenant3;q98;Timer-24;Finished;22:12:46.794
tenant3;q43;Timer-27;Started;22:12:46.794
tenant3;q22;Timer-15;Finished;22:12:47.629
tenant3;q15;Timer-28;Started;22:12:47.629
tenant3;q43;Timer-27;Finished;22:12:47.949
tenant3;q15;Timer-29;Started;22:12:47.949
tenant3;q98;Timer-26;Finished;22:12:48.196
tenant3;q15;Timer-30;Started;22:12:48.196
tenant3;q15;Timer-29;Finished;22:12:49.042
tenant3;q52;Timer-31;Started;22:12:49.042
tenant3;q15;Timer-28;Finished;22:12:49.108
tenant3;q43;Timer-32;Started;22:12:49.108
tenant3;q15;Timer-30;Finished;22:12:49.124
tenant3;q82;Timer-33;Started;22:12:49.124
tenant3;q52;Timer-31;Finished;22:12:49.889
tenant3;q93;Timer-34;Started;22:12:49.889
tenant3;q43;Timer-32;Finished;22:12:49.944
tenant3;q89;Timer-35;Started;22:12:49.944
tenant3;q93;Timer-34;Finished;22:12:50.041
tenant3;q63;Timer-36;Started;22:12:50.041
tenant3;q82;Timer-33;Finished;22:12:50.771
tenant3;q21;Timer-37;Started;22:12:50.771
tenant3;q63;Timer-36;Finished;22:12:50.781
tenant3;q89;Timer-35;Finished;22:12:51.124
tenant3;q21;Timer-37;Finished;22:12:51.688
