TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant3;q93;Timer-0;Launched;22:01:32.433
tenant3;q93;Timer-0;Started;22:01:32.434
tenant3;q80;Timer-1;Launched;22:01:33.883
tenant3;q80;Timer-1;Started;22:01:33.883
tenant3;q37;Timer-2;Launched;22:01:37.234
tenant3;q37;Timer-2;Started;22:01:37.234
tenant3;q93;Timer-0;Finished;22:01:38.734
tenant3;q28;Timer-3;Launched;22:01:40.234
tenant3;q28;Timer-3;Started;22:01:40.234
tenant3;q96;Timer-4;Launched;22:01:40.483
tenant3;q89;Timer-5;Launched;22:01:40.534
tenant3;q21;Timer-6;Launched;22:01:43.659
tenant3;q12;Timer-7;Launched;22:01:43.809
tenant3;q3;Timer-8;Launched;22:01:44.460
tenant3;q86;Timer-9;Launched;22:01:44.560
tenant3;q20;Timer-10;Launched;22:01:47.384
tenant3;q37;Timer-2;Finished;22:01:48.507
tenant3;q96;Timer-4;Started;22:01:48.507
tenant3;q80;Timer-1;Finished;22:01:48.508
tenant3;q89;Timer-5;Started;22:01:48.508
tenant3;q28;Timer-3;Finished;22:01:48.515
tenant3;q21;Timer-6;Started;22:01:48.515
tenant3;q96;Timer-4;Finished;22:01:49.991
tenant3;q12;Timer-7;Started;22:01:49.991
tenant3;q15;Timer-11;Launched;22:01:50.585
tenant3;q96;Timer-12;Launched;22:01:50.585
tenant3;q89;Timer-13;Launched;22:01:50.660
tenant3;q21;Timer-14;Launched;22:01:50.735
tenant3;q22;Timer-15;Launched;22:01:50.835
tenant3;q42;Timer-16;Launched;22:01:50.885
tenant3;q21;Timer-6;Finished;22:01:51.099
tenant3;q3;Timer-8;Started;22:01:51.099
tenant3;q89;Timer-5;Finished;22:01:51.242
tenant3;q86;Timer-9;Started;22:01:51.243
tenant3;q12;Timer-7;Finished;22:01:51.753
tenant3;q20;Timer-10;Started;22:01:51.754
tenant3;q3;Timer-8;Finished;22:01:51.958
tenant3;q15;Timer-11;Started;22:01:51.958
tenant3;q53;Timer-17;Launched;22:01:52.211
tenant3;q86;Timer-9;Finished;22:01:52.582
tenant3;q96;Timer-12;Started;22:01:52.582
tenant3;q97;Timer-18;Launched;22:01:52.761
tenant3;q52;Timer-19;Launched;22:01:53.011
tenant3;q42;Timer-20;Launched;22:01:53.036
tenant3;q96;Timer-12;Finished;22:01:53.168
tenant3;q89;Timer-13;Started;22:01:53.168
tenant3;q20;Timer-10;Finished;22:01:53.247
tenant3;q21;Timer-14;Started;22:01:53.247
tenant3;q86;Timer-21;Launched;22:01:53.486
tenant3;q12;Timer-22;Launched;22:01:53.560
tenant3;q15;Timer-11;Finished;22:01:53.819
tenant3;q22;Timer-15;Started;22:01:53.819
tenant3;q63;Timer-23;Launched;22:01:53.912
tenant3;q89;Timer-13;Finished;22:01:54.217
tenant3;q42;Timer-16;Started;22:01:54.217
tenant3;q42;Timer-16;Finished;22:01:55.020
tenant3;q53;Timer-17;Started;22:01:55.021
tenant3;q98;Timer-24;Launched;22:01:55.112
tenant3;q21;Timer-14;Finished;22:01:55.143
tenant3;q97;Timer-18;Started;22:01:55.144
tenant3;q20;Timer-25;Launched;22:01:55.212
tenant3;q98;Timer-26;Launched;22:01:55.462
tenant3;q43;Timer-27;Launched;22:01:55.862
tenant3;q53;Timer-17;Finished;22:01:56.295
tenant3;q52;Timer-19;Started;22:01:56.295
tenant3;q15;Timer-28;Launched;22:01:56.337
tenant3;q15;Timer-29;Launched;22:01:56.813
tenant3;q52;Timer-19;Finished;22:01:57.135
tenant3;q42;Timer-20;Started;22:01:57.136
tenant3;q15;Timer-30;Launched;22:01:57.238
tenant3;q52;Timer-31;Launched;22:01:57.513
tenant3;q42;Timer-20;Finished;22:01:57.651
tenant3;q86;Timer-21;Started;22:01:57.651
tenant3;q43;Timer-32;Launched;22:01:57.664
tenant3;q82;Timer-33;Launched;22:01:57.688
tenant3;q97;Timer-18;Finished;22:01:57.777
tenant3;q12;Timer-22;Started;22:01:57.777
tenant3;q93;Timer-34;Launched;22:01:58.163
tenant3;q89;Timer-35;Launched;22:01:58.289
tenant3;q86;Timer-21;Finished;22:01:58.448
tenant3;q63;Timer-23;Started;22:01:58.448
tenant3;q12;Timer-22;Finished;22:01:58.919
tenant3;q98;Timer-24;Started;22:01:58.919
tenant3;q63;Timer-36;Launched;22:01:58.964
tenant3;q21;Timer-37;Launched;22:01:59.064
tenant3;q98;Timer-24;Finished;22:01:59.874
tenant3;q20;Timer-25;Started;22:01:59.874
tenant3;q63;Timer-23;Finished;22:02:00.232
tenant3;q98;Timer-26;Started;22:02:00.232
tenant3;q20;Timer-25;Finished;22:02:00.952
tenant3;q43;Timer-27;Started;22:02:00.952
tenant3;q98;Timer-26;Finished;22:02:01.214
tenant3;q15;Timer-28;Started;22:02:01.214
tenant3;q22;Timer-15;Finished;22:02:01.867
tenant3;q15;Timer-29;Started;22:02:01.867
tenant3;q43;Timer-27;Finished;22:02:02.248
tenant3;q15;Timer-30;Started;22:02:02.249
tenant3;q15;Timer-28;Finished;22:02:02.805
tenant3;q52;Timer-31;Started;22:02:02.805
tenant3;q52;Timer-31;Finished;22:02:03.262
tenant3;q43;Timer-32;Started;22:02:03.262
tenant3;q15;Timer-30;Finished;22:02:03.322
tenant3;q82;Timer-33;Started;22:02:03.322
tenant3;q15;Timer-29;Finished;22:02:03.323
