TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant5;q15;Timer-0;Launched;23:41:47.758
tenant5;q15;Timer-0;Started;23:41:47.759
tenant5;q98;Timer-1;Launched;23:41:48.548
tenant5;q98;Timer-1;Started;23:41:48.548
tenant5;q42;Timer-2;Launched;23:41:49.006
tenant5;q42;Timer-2;Started;23:41:49.006
tenant5;q96;Timer-3;Launched;23:41:49.544
tenant5;q89;Timer-4;Launched;23:41:49.669
tenant5;q41;Timer-5;Launched;23:41:49.670
tenant5;q89;Timer-6;Launched;23:41:49.953
tenant5;q86;Timer-7;Launched;23:41:50.001
tenant5;q55;Timer-8;Launched;23:41:50.270
tenant5;q97;Timer-9;Launched;23:41:50.270
tenant5;q89;Timer-10;Launched;23:41:50.380
tenant5;q22;Timer-11;Launched;23:41:50.618
tenant5;q15;Timer-12;Launched;23:41:50.997
tenant5;q93;Timer-13;Launched;23:41:51.565
tenant5;q53;Timer-14;Launched;23:41:52.229
tenant5;q52;Timer-15;Launched;23:41:54.960
tenant5;q12;Timer-16;Launched;23:41:55.781
tenant5;q52;Timer-17;Launched;23:41:56.034
tenant5;q53;Timer-18;Launched;23:41:56.160
tenant5;q41;Timer-19;Launched;23:41:56.177
tenant5;q28;Timer-20;Launched;23:41:56.476
tenant5;q20;Timer-21;Launched;23:41:56.556
tenant5;q28;Timer-22;Launched;23:41:56.889
tenant5;q53;Timer-23;Launched;23:41:56.921
tenant5;q22;Timer-24;Launched;23:41:57.079
tenant5;q81;Timer-25;Launched;23:41:57.427
tenant5;q36;Timer-26;Launched;23:41:58.137
tenant5;q37;Timer-27;Launched;23:41:58.153
tenant5;q42;Timer-28;Launched;23:41:58.184
tenant5;q53;Timer-29;Launched;23:41:58.216
tenant5;q97;Timer-30;Launched;23:41:58.217
tenant5;q3;Timer-31;Launched;23:41:58.769
tenant5;q22;Timer-32;Launched;23:41:59.338
tenant5;q81;Timer-33;Launched;23:41:59.576
tenant5;q28;Timer-34;Launched;23:41:59.576
tenant5;q20;Timer-35;Launched;23:41:59.814
tenant5;q42;Timer-2;Finished;23:42:02.377
tenant5;q96;Timer-3;Started;23:42:02.377
tenant5;q98;Timer-1;Finished;23:42:04.331
tenant5;q89;Timer-4;Started;23:42:04.331
tenant5;q96;Timer-3;Finished;23:42:04.644
tenant5;q41;Timer-5;Started;23:42:04.644
tenant5;q15;Timer-0;Finished;23:42:06.229
tenant5;q89;Timer-6;Started;23:42:06.229
tenant5;q41;Timer-5;Finished;23:42:07.252
tenant5;q86;Timer-7;Started;23:42:07.253
tenant5;q89;Timer-4;Finished;23:42:08.560
tenant5;q55;Timer-8;Started;23:42:08.561
tenant5;q89;Timer-6;Finished;23:42:09.095
tenant5;q97;Timer-9;Started;23:42:09.095
tenant5;q86;Timer-7;Finished;23:42:11.278
tenant5;q89;Timer-10;Started;23:42:11.278
tenant5;q55;Timer-8;Finished;23:42:11.369
tenant5;q22;Timer-11;Started;23:42:11.369
tenant5;q89;Timer-10;Finished;23:42:15.350
tenant5;q15;Timer-12;Started;23:42:15.351
tenant5;q97;Timer-9;Finished;23:42:15.825
tenant5;q93;Timer-13;Started;23:42:15.825
tenant5;q15;Timer-12;Finished;23:42:20.177
tenant5;q53;Timer-14;Started;23:42:20.177
tenant5;q93;Timer-13;Finished;23:42:22.778
tenant5;q52;Timer-15;Started;23:42:22.778
tenant5;q52;Timer-15;Finished;23:42:24.472
tenant5;q12;Timer-16;Started;23:42:24.472
tenant5;q53;Timer-14;Finished;23:42:24.512
tenant5;q52;Timer-17;Started;23:42:24.512
tenant5;q52;Timer-17;Finished;23:42:25.583
tenant5;q53;Timer-18;Started;23:42:25.583
tenant5;q22;Timer-11;Finished;23:42:26.661
tenant5;q41;Timer-19;Started;23:42:26.661
tenant5;q12;Timer-16;Finished;23:42:26.711
tenant5;q28;Timer-20;Started;23:42:26.711
tenant5;q53;Timer-18;Finished;23:42:27.118
tenant5;q20;Timer-21;Started;23:42:27.118
tenant5;q41;Timer-19;Finished;23:42:31.887
tenant5;q28;Timer-22;Started;23:42:31.887
tenant5;q20;Timer-21;Finished;23:42:35.375
tenant5;q53;Timer-23;Started;23:42:35.375
tenant5;q28;Timer-20;Finished;23:42:35.398
tenant5;q22;Timer-24;Started;23:42:35.398
tenant5;q28;Timer-22;Finished;23:42:35.682
tenant5;q81;Timer-25;Started;23:42:35.682
tenant5;q53;Timer-23;Finished;23:42:36.875
tenant5;q36;Timer-26;Started;23:42:36.875
tenant5;q36;Timer-26;Finished;23:42:40.108
tenant5;q37;Timer-27;Started;23:42:40.108
tenant5;q81;Timer-25;Finished;23:42:40.894
tenant5;q42;Timer-28;Started;23:42:40.894
tenant5;q37;Timer-27;Finished;23:42:42.323
tenant5;q53;Timer-29;Started;23:42:42.324
tenant5;q42;Timer-28;Finished;23:42:42.375
tenant5;q97;Timer-30;Started;23:42:42.375
tenant5;q53;Timer-29;Finished;23:42:44.992
tenant5;q3;Timer-31;Started;23:42:44.992
tenant5;q3;Timer-31;Finished;23:42:46.084
tenant5;q22;Timer-32;Started;23:42:46.084
tenant5;q22;Timer-24;Finished;23:42:48.966
tenant5;q81;Timer-33;Started;23:42:48.967
tenant5;q97;Timer-30;Finished;23:42:49.360
tenant5;q28;Timer-34;Started;23:42:49.360
tenant5;q28;Timer-34;Finished;23:42:57.282
tenant5;q20;Timer-35;Started;23:42:57.282
tenant5;q20;Timer-35;Finished;23:42:58.511
tenant5;q81;Timer-33;Finished;23:42:58.576
tenant5;q22;Timer-32;Finished;23:43:00.919
