TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant6;q78;Timer-0;Launched;16:37:30.578
tenant6;q78;Timer-0;Started;16:37:30.579
tenant6;q34;Timer-1;Launched;16:37:31.362
tenant6;q34;Timer-1;Started;16:37:31.362
tenant6;q89;Timer-2;Launched;16:37:33.479
tenant6;q89;Timer-2;Started;16:37:33.479
tenant6;q93;Timer-3;Launched;16:37:33.745
tenant6;q44;Timer-4;Launched;16:37:35.511
tenant6;q58;Timer-5;Launched;16:37:37.045
tenant6;q69;Timer-6;Launched;16:37:37.295
tenant6;q40;Timer-7;Launched;16:37:38.995
tenant6;q27;Timer-8;Launched;16:37:39.213
tenant6;q67;Timer-9;Launched;16:37:41.630
tenant6;q45;Timer-10;Launched;16:37:41.662
tenant6;q44;Timer-11;Launched;16:37:41.763
tenant6;q19;Timer-12;Launched;16:37:41.913
tenant6;q33;Timer-13;Launched;16:37:42.096
tenant6;q27;Timer-14;Launched;16:37:42.313
tenant6;q65;Timer-15;Launched;16:37:42.497
tenant6;q31;Timer-16;Launched;16:37:42.631
tenant6;q18;Timer-17;Launched;16:37:42.713
tenant6;q89;Timer-18;Launched;16:37:42.747
tenant6;q8;Timer-19;Launched;16:37:43.031
tenant6;q87;Timer-20;Launched;16:37:43.131
tenant6;q15;Timer-21;Launched;16:37:43.131
tenant6;q45;Timer-22;Launched;16:37:43.231
tenant6;q34;Timer-1;Finished;16:37:43.422
tenant6;q89;Timer-2;Finished;16:37:43.422
tenant6;q93;Timer-3;Started;16:37:43.423
tenant6;q44;Timer-4;Started;16:37:43.423
tenant6;q58;Timer-23;Launched;16:37:43.548
tenant6;q89;Timer-24;Launched;16:37:43.582
tenant6;q17;Timer-25;Launched;16:37:43.665
tenant6;q93;Timer-3;Finished;16:37:43.728
tenant6;q58;Timer-5;Started;16:37:43.728
tenant6;q96;Timer-26;Launched;16:37:43.981
tenant6;q23;Timer-27;Launched;16:37:44.416
tenant6;q61;Timer-28;Launched;16:37:44.666
tenant6;q20;Timer-29;Launched;16:37:44.901
tenant6;q70;Timer-30;Launched;16:37:45.085
tenant6;q54;Timer-31;Launched;16:37:45.202
tenant6;q15;Timer-32;Launched;16:37:45.252
tenant6;q72;Timer-33;Launched;16:37:45.269
tenant6;q61;Timer-34;Launched;16:37:45.420
tenant6;q48;Timer-35;Launched;16:37:45.487
tenant6;q82;Timer-36;Launched;16:37:45.671
tenant6;q14;Timer-37;Launched;16:37:45.688
tenant6;q81;Timer-38;Launched;16:37:45.771
tenant6;q44;Timer-4;Finished;16:37:45.932
tenant6;q69;Timer-6;Started;16:37:45.932
tenant6;q89;Timer-39;Launched;16:37:45.971
tenant6;q89;Timer-40;Launched;16:37:46.471
tenant6;q75;Timer-41;Launched;16:37:46.488
tenant6;q12;Timer-42;Launched;16:37:46.504
tenant6;q97;Timer-43;Launched;16:37:46.539
tenant6;q88;Timer-44;Launched;16:37:46.555
tenant6;q61;Timer-45;Launched;16:37:47.039
tenant6;q19;Timer-46;Launched;16:37:47.239
tenant6;q58;Timer-5;Finished;16:37:47.314
tenant6;q40;Timer-7;Started;16:37:47.314
tenant6;q61;Timer-47;Launched;16:37:47.322
tenant6;q5;Timer-48;Launched;16:37:47.339
tenant6;q36;Timer-49;Launched;16:37:47.506
tenant6;q44;Timer-50;Launched;16:37:47.539
tenant6;q69;Timer-6;Finished;16:37:47.543
tenant6;q27;Timer-8;Started;16:37:47.543
tenant6;q53;Timer-51;Launched;16:37:47.690
tenant6;q96;Timer-52;Launched;16:37:47.690
tenant6;q99;Timer-53;Launched;16:37:47.756
tenant6;q62;Timer-54;Launched;16:37:47.856
tenant6;q78;Timer-0;Finished;16:37:47.933
tenant6;q67;Timer-9;Started;16:37:47.933
tenant6;q90;Timer-55;Launched;16:37:48.040
tenant6;q82;Timer-56;Launched;16:37:48.257
tenant6;q2;Timer-57;Launched;16:37:48.491
tenant6;q41;Timer-58;Launched;16:37:48.690
tenant6;q75;Timer-59;Launched;16:37:48.990
tenant6;q6;Timer-60;Launched;16:37:49.074
tenant6;q36;Timer-61;Launched;16:37:49.107
tenant6;q17;Timer-62;Launched;16:37:49.391
tenant6;q97;Timer-63;Launched;16:37:49.475
tenant6;q99;Timer-64;Launched;16:37:50.193
tenant6;q89;Timer-65;Launched;16:37:50.276
tenant6;q97;Timer-66;Launched;16:37:50.543
tenant6;q27;Timer-8;Finished;16:37:50.561
tenant6;q45;Timer-10;Started;16:37:50.561
tenant6;q36;Timer-67;Launched;16:37:50.594
tenant6;q29;Timer-68;Launched;16:37:50.660
tenant6;q40;Timer-7;Finished;16:37:51.366
tenant6;q44;Timer-11;Started;16:37:51.366
tenant6;q44;Timer-11;Finished;16:37:51.854
tenant6;q19;Timer-12;Started;16:37:51.854
tenant6;q45;Timer-10;Finished;16:37:52.046
tenant6;q33;Timer-13;Started;16:37:52.046
tenant6;q19;Timer-12;Finished;16:37:54.036
tenant6;q27;Timer-14;Started;16:37:54.036
tenant6;q67;Timer-9;Finished;16:37:54.125
tenant6;q65;Timer-15;Started;16:37:54.125
tenant6;q33;Timer-13;Finished;16:37:55.310
tenant6;q31;Timer-16;Started;16:37:55.310
tenant6;q27;Timer-14;Finished;16:37:56.193
tenant6;q18;Timer-17;Started;16:37:56.193
tenant6;q65;Timer-15;Finished;16:37:56.439
tenant6;q89;Timer-18;Started;16:37:56.439
tenant6;q31;Timer-16;Finished;16:37:59.045
tenant6;q8;Timer-19;Started;16:37:59.045
tenant6;q89;Timer-18;Finished;16:37:59.759
tenant6;q87;Timer-20;Started;16:37:59.759
tenant6;q18;Timer-17;Finished;16:38:00.204
tenant6;q15;Timer-21;Started;16:38:00.204
tenant6;q8;Timer-19;Finished;16:38:01.699
tenant6;q45;Timer-22;Started;16:38:01.699
tenant6;q15;Timer-21;Finished;16:38:02.808
