TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant2;q50;Timer-0;Launched;09:27:27.108
tenant2;q50;Timer-0;Started;09:27:27.109
tenant2;q98;Timer-1;Launched;09:27:28.136
tenant2;q98;Timer-1;Started;09:27:28.136
tenant2;q8;Timer-2;Launched;09:27:28.737
tenant2;q8;Timer-2;Started;09:27:28.737
tenant2;q4;Timer-3;Launched;09:27:31.223
tenant2;q6;Timer-4;Launched;09:27:31.415
tenant2;q99;Timer-5;Launched;09:27:31.459
tenant2;q56;Timer-6;Launched;09:27:31.630
tenant2;q48;Timer-7;Launched;09:27:31.673
tenant2;q5;Timer-8;Launched;09:27:31.845
tenant2;q58;Timer-9;Launched;09:27:31.888
tenant2;q85;Timer-10;Launched;09:27:31.974
tenant2;q23;Timer-11;Launched;09:27:32.210
tenant2;q16;Timer-12;Launched;09:27:32.210
tenant2;q96;Timer-13;Launched;09:27:32.252
tenant2;q24;Timer-14;Launched;09:27:32.274
tenant2;q25;Timer-15;Launched;09:27:32.317
tenant2;q79;Timer-16;Launched;09:27:32.402
tenant2;q11;Timer-17;Launched;09:27:32.445
tenant2;q93;Timer-18;Launched;09:27:35.253
tenant2;q8;Timer-2;Finished;09:27:35.930
tenant2;q4;Timer-3;Started;09:27:35.930
tenant2;q50;Timer-0;Finished;09:27:36.355
tenant2;q6;Timer-4;Started;09:27:36.355
tenant2;q98;Timer-1;Finished;09:27:36.356
tenant2;q99;Timer-5;Started;09:27:36.356
tenant2;q55;Timer-19;Launched;09:27:37.652
tenant2;q99;Timer-5;Finished;09:27:37.987
tenant2;q56;Timer-6;Started;09:27:37.988
tenant2;q15;Timer-20;Launched;09:27:39.915
tenant2;q6;Timer-4;Finished;09:27:42.519
tenant2;q48;Timer-7;Started;09:27:42.519
tenant2;q13;Timer-21;Launched;09:27:42.582
tenant2;q6;Timer-22;Launched;09:27:42.625
tenant2;q46;Timer-23;Launched;09:27:42.775
tenant2;q47;Timer-24;Launched;09:27:42.776
tenant2;q26;Timer-25;Launched;09:27:42.840
tenant2;q79;Timer-26;Launched;09:27:42.972
tenant2;q35;Timer-27;Launched;09:27:43.141
tenant2;q4;Timer-3;Finished;09:27:43.939
tenant2;q5;Timer-8;Started;09:27:43.939
tenant2;q88;Timer-28;Launched;09:27:43.998
tenant2;q56;Timer-6;Finished;09:27:44.178
tenant2;q58;Timer-9;Started;09:27:44.178
tenant2;q48;Timer-7;Finished;09:27:44.844
tenant2;q85;Timer-10;Started;09:27:44.844
tenant2;q17;Timer-29;Launched;09:27:45.049
tenant2;q18;Timer-30;Launched;09:27:45.285
tenant2;q56;Timer-31;Launched;09:27:45.435
tenant2;q10;Timer-32;Launched;09:27:45.535
tenant2;q16;Timer-33;Launched;09:27:45.564
tenant2;q63;Timer-34;Launched;09:27:45.565
tenant2;q53;Timer-35;Launched;09:27:45.650
tenant2;q3;Timer-36;Launched;09:27:45.650
tenant2;q56;Timer-37;Launched;09:27:45.737
tenant2;q60;Timer-38;Launched;09:27:45.737
tenant2;q49;Timer-39;Launched;09:27:45.780
tenant2;q90;Timer-40;Launched;09:27:45.866
