TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant5;q15;Timer-0;Launched;23:37:34.785
tenant5;q15;Timer-0;Started;23:37:34.786
tenant5;q98;Timer-1;Launched;23:37:35.668
tenant5;q98;Timer-1;Started;23:37:35.669
tenant5;q42;Timer-2;Launched;23:37:36.179
tenant5;q42;Timer-2;Started;23:37:36.180
tenant5;q96;Timer-3;Launched;23:37:36.780
tenant5;q89;Timer-4;Launched;23:37:36.922
tenant5;q41;Timer-5;Launched;23:37:36.922
tenant5;q89;Timer-6;Launched;23:37:37.239
tenant5;q86;Timer-7;Launched;23:37:37.292
tenant5;q55;Timer-8;Launched;23:37:37.593
tenant5;q97;Timer-9;Launched;23:37:37.593
tenant5;q89;Timer-10;Launched;23:37:37.716
tenant5;q22;Timer-11;Launched;23:37:37.981
tenant5;q15;Timer-12;Launched;23:37:38.405
tenant5;q93;Timer-13;Launched;23:37:39.040
tenant5;q53;Timer-14;Launched;23:37:39.781
tenant5;q52;Timer-15;Launched;23:37:42.834
tenant5;q12;Timer-16;Launched;23:37:43.753
tenant5;q52;Timer-17;Launched;23:37:44.035
tenant5;q53;Timer-18;Launched;23:37:44.178
tenant5;q41;Timer-19;Launched;23:37:44.196
tenant5;q28;Timer-20;Launched;23:37:44.530
tenant5;q20;Timer-21;Launched;23:37:44.620
tenant5;q28;Timer-22;Launched;23:37:44.990
tenant5;q53;Timer-23;Launched;23:37:45.027
tenant5;q22;Timer-24;Launched;23:37:45.204
tenant5;q81;Timer-25;Launched;23:37:45.593
tenant5;q36;Timer-26;Launched;23:37:46.389
tenant5;q37;Timer-27;Launched;23:37:46.407
tenant5;q42;Timer-28;Launched;23:37:46.442
tenant5;q53;Timer-29;Launched;23:37:46.478
tenant5;q97;Timer-30;Launched;23:37:46.478
tenant5;q3;Timer-31;Launched;23:37:47.096
tenant5;q22;Timer-32;Launched;23:37:47.732
tenant5;q81;Timer-33;Launched;23:37:47.996
tenant5;q28;Timer-34;Launched;23:37:47.996
tenant5;q20;Timer-35;Launched;23:37:48.261
tenant5;q42;Timer-2;Finished;23:37:49.315
tenant5;q96;Timer-3;Started;23:37:49.315
tenant5;q98;Timer-1;Finished;23:37:50.467
tenant5;q89;Timer-4;Started;23:37:50.467
tenant5;q15;Timer-0;Finished;23:37:50.643
tenant5;q41;Timer-5;Started;23:37:50.643
tenant5;q96;Timer-3;Finished;23:37:50.864
tenant5;q89;Timer-6;Started;23:37:50.865
tenant5;q41;Timer-5;Finished;23:37:53.356
tenant5;q86;Timer-7;Started;23:37:53.356
tenant5;q89;Timer-4;Finished;23:37:53.703
tenant5;q55;Timer-8;Started;23:37:53.703
tenant5;q89;Timer-6;Finished;23:37:54.525
tenant5;q97;Timer-9;Started;23:37:54.525
tenant5;q55;Timer-8;Finished;23:37:56.910
tenant5;q89;Timer-10;Started;23:37:56.911
tenant5;q86;Timer-7;Finished;23:37:56.963
tenant5;q22;Timer-11;Started;23:37:56.963
tenant5;q89;Timer-10;Finished;23:38:00.896
tenant5;q15;Timer-12;Started;23:38:00.896
tenant5;q97;Timer-9;Finished;23:38:01.527
tenant5;q93;Timer-13;Started;23:38:01.527
tenant5;q15;Timer-12;Finished;23:38:07.028
tenant5;q53;Timer-14;Started;23:38:07.028
tenant5;q93;Timer-13;Finished;23:38:08.438
tenant5;q52;Timer-15;Started;23:38:08.438
tenant5;q53;Timer-14;Finished;23:38:09.724
tenant5;q12;Timer-16;Started;23:38:09.724
tenant5;q52;Timer-15;Finished;23:38:09.924
tenant5;q52;Timer-17;Started;23:38:09.924
tenant5;q52;Timer-17;Finished;23:38:11.372
tenant5;q53;Timer-18;Started;23:38:11.372
tenant5;q12;Timer-16;Finished;23:38:11.609
tenant5;q41;Timer-19;Started;23:38:11.609
tenant5;q41;Timer-19;Finished;23:38:12.446
tenant5;q28;Timer-20;Started;23:38:12.446
tenant5;q22;Timer-11;Finished;23:38:13.045
tenant5;q20;Timer-21;Started;23:38:13.045
tenant5;q53;Timer-18;Finished;23:38:15.217
tenant5;q28;Timer-22;Started;23:38:15.217
tenant5;q28;Timer-20;Finished;23:38:21.063
tenant5;q53;Timer-23;Started;23:38:21.063
tenant5;q28;Timer-22;Finished;23:38:21.194
tenant5;q22;Timer-24;Started;23:38:21.194
tenant5;q20;Timer-21;Finished;23:38:22.435
tenant5;q81;Timer-25;Started;23:38:22.435
tenant5;q53;Timer-23;Finished;23:38:22.494
tenant5;q36;Timer-26;Started;23:38:22.494
tenant5;q36;Timer-26;Finished;23:38:26.015
tenant5;q37;Timer-27;Started;23:38:26.015
tenant5;q81;Timer-25;Finished;23:38:28.391
tenant5;q42;Timer-28;Started;23:38:28.391
tenant5;q37;Timer-27;Finished;23:38:28.447
tenant5;q53;Timer-29;Started;23:38:28.447
tenant5;q42;Timer-28;Finished;23:38:30.375
tenant5;q97;Timer-30;Started;23:38:30.375
tenant5;q53;Timer-29;Finished;23:38:30.606
tenant5;q3;Timer-31;Started;23:38:30.606
tenant5;q3;Timer-31;Finished;23:38:34.937
tenant5;q22;Timer-32;Started;23:38:34.937
tenant5;q22;Timer-24;Finished;23:38:35.276
tenant5;q81;Timer-33;Started;23:38:35.276
tenant5;q97;Timer-30;Finished;23:38:36.224
tenant5;q28;Timer-34;Started;23:38:36.224
tenant5;q28;Timer-34;Finished;23:38:40.548
tenant5;q20;Timer-35;Started;23:38:40.548
tenant5;q81;Timer-33;Finished;23:38:41.776
tenant5;q20;Timer-35;Finished;23:38:42.415
tenant5;q22;Timer-32;Finished;23:38:47.702
