TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant4;q59;Timer-0;Launched;09:25:19.103
tenant4;q59;Timer-0;Started;09:25:19.103
tenant4;q4;Timer-1;Launched;09:25:22.795
tenant4;q4;Timer-1;Started;09:25:22.795
tenant4;q11;Timer-2;Launched;09:25:23.880
tenant4;q11;Timer-2;Started;09:25:23.880
tenant4;q4;Timer-3;Launched;09:25:25.149
tenant4;q54;Timer-4;Launched;09:25:25.778
tenant4;q18;Timer-5;Launched;09:25:25.888
tenant4;q14;Timer-6;Launched;09:25:29.666
tenant4;q49;Timer-7;Launched;09:25:29.926
tenant4;q8;Timer-8;Launched;09:25:31.381
tenant4;q29;Timer-9;Launched;09:25:31.519
tenant4;q4;Timer-1;Finished;09:25:33.240
tenant4;q11;Timer-2;Finished;09:25:33.240
tenant4;q4;Timer-3;Started;09:25:33.240
tenant4;q54;Timer-4;Started;09:25:33.240
tenant4;q59;Timer-0;Finished;09:25:33.241
tenant4;q18;Timer-5;Started;09:25:33.241
tenant4;q33;Timer-10;Launched;09:25:34.496
tenant4;q14;Timer-11;Launched;09:25:35.892
tenant4;q54;Timer-4;Finished;09:25:37.921
tenant4;q14;Timer-6;Started;09:25:37.921
tenant4;q18;Timer-5;Finished;09:25:38.151
tenant4;q49;Timer-7;Started;09:25:38.151
tenant4;q4;Timer-3;Finished;09:25:38.336
tenant4;q8;Timer-8;Started;09:25:38.336
tenant4;q11;Timer-12;Launched;09:25:38.443
tenant4;q33;Timer-13;Launched;09:25:40.773
tenant4;q54;Timer-14;Launched;09:25:40.859
tenant4;q8;Timer-8;Finished;09:25:42.516
tenant4;q29;Timer-9;Started;09:25:42.516
tenant4;q49;Timer-7;Finished;09:25:42.741
tenant4;q33;Timer-10;Started;09:25:42.741
tenant4;q48;Timer-15;Launched;09:25:43.199
tenant4;q33;Timer-10;Finished;09:25:45.807
tenant4;q14;Timer-11;Started;09:25:45.807
tenant4;q29;Timer-9;Finished;09:25:45.983
tenant4;q11;Timer-12;Started;09:25:45.983
tenant4;q8;Timer-16;Launched;09:25:48.921
tenant4;q39;Timer-17;Launched;09:25:50.711
tenant4;q31;Timer-18;Launched;09:25:51.646
tenant4;q56;Timer-19;Launched;09:25:51.994
tenant4;q11;Timer-12;Finished;09:25:52.031
tenant4;q33;Timer-13;Started;09:25:52.031
tenant4;q44;Timer-20;Launched;09:25:54.486
tenant4;q25;Timer-21;Launched;09:25:55.178
tenant4;q33;Timer-13;Finished;09:25:55.367
tenant4;q54;Timer-14;Started;09:25:55.367
tenant4;q54;Timer-14;Finished;09:25:58.422
tenant4;q48;Timer-15;Started;09:25:58.422
tenant4;q48;Timer-15;Finished;09:26:00.333
tenant4;q8;Timer-16;Started;09:26:00.333
tenant4;q56;Timer-22;Launched;09:26:00.625
tenant4;q18;Timer-23;Launched;09:26:00.879
tenant4;q14;Timer-6;Finished;09:26:01.060
tenant4;q39;Timer-17;Started;09:26:01.060
tenant4;q24;Timer-24;Launched;09:26:02.264
tenant4;q8;Timer-16;Finished;09:26:03.914
tenant4;q31;Timer-18;Started;09:26:03.914
tenant4;q48;Timer-25;Launched;09:26:06.930
tenant4;q31;Timer-18;Finished;09:26:08.760
tenant4;q56;Timer-19;Started;09:26:08.760
tenant4;q39;Timer-17;Finished;09:26:08.805
tenant4;q44;Timer-20;Started;09:26:08.805
tenant4;q14;Timer-11;Finished;09:26:09.131
tenant4;q25;Timer-21;Started;09:26:09.132
tenant4;q4;Timer-26;Launched;09:26:09.480
tenant4;q14;Timer-27;Launched;09:26:09.930
tenant4;q8;Timer-28;Launched;09:26:10.233
tenant4;q11;Timer-29;Launched;09:26:10.540
tenant4;q49;Timer-30;Launched;09:26:10.764
tenant4;q9;Timer-31;Launched;09:26:10.880
tenant4;q25;Timer-21;Finished;09:26:12.052
tenant4;q56;Timer-22;Started;09:26:12.052
tenant4;q44;Timer-20;Finished;09:26:12.124
tenant4;q18;Timer-23;Started;09:26:12.124
tenant4;q56;Timer-19;Finished;09:26:12.169
tenant4;q24;Timer-24;Started;09:26:12.169
tenant4;q24;Timer-24;Finished;09:26:12.954
tenant4;q48;Timer-25;Started;09:26:12.954
tenant4;q46;Timer-32;Launched;09:26:13.072
tenant4;q56;Timer-22;Finished;09:26:13.196
tenant4;q4;Timer-26;Started;09:26:13.196
tenant4;q49;Timer-33;Launched;09:26:14.434
tenant4;q18;Timer-23;Finished;09:26:14.744
tenant4;q14;Timer-27;Started;09:26:14.744
tenant4;q29;Timer-34;Launched;09:26:14.919
tenant4;q48;Timer-25;Finished;09:26:15.329
tenant4;q8;Timer-28;Started;09:26:15.329
tenant4;q46;Timer-35;Launched;09:26:17.920
tenant4;q31;Timer-36;Launched;09:26:18.671
tenant4;q4;Timer-26;Finished;09:26:20.920
tenant4;q11;Timer-29;Started;09:26:20.920
tenant4;q8;Timer-28;Finished;09:26:21.588
tenant4;q49;Timer-30;Started;09:26:21.588
tenant4;q56;Timer-37;Launched;09:26:23.274
tenant4;q46;Timer-38;Launched;09:26:23.597
tenant4;q11;Timer-29;Finished;09:26:25.742
tenant4;q9;Timer-31;Started;09:26:25.742
tenant4;q49;Timer-30;Finished;09:26:26.144
tenant4;q46;Timer-32;Started;09:26:26.144
tenant4;q13;Timer-39;Launched;09:26:26.805
tenant4;q9;Timer-31;Finished;09:26:27.627
tenant4;q49;Timer-33;Started;09:26:27.627
tenant4;q46;Timer-32;Finished;09:26:28.362
tenant4;q29;Timer-34;Started;09:26:28.362
tenant4;q49;Timer-33;Finished;09:26:30.737
tenant4;q46;Timer-35;Started;09:26:30.737
tenant4;q49;Timer-40;Launched;09:26:30.821
tenant4;q29;Timer-34;Finished;09:26:32.991
tenant4;q31;Timer-36;Started;09:26:32.991
tenant4;q46;Timer-35;Finished;09:26:33.360
tenant4;q56;Timer-37;Started;09:26:33.360
tenant4;q39;Timer-41;Launched;09:26:33.890
tenant4;q18;Timer-42;Launched;09:26:33.913
tenant4;q24;Timer-43;Launched;09:26:33.959
tenant4;q31;Timer-36;Finished;09:26:37.893
tenant4;q46;Timer-38;Started;09:26:37.893
tenant4;q14;Timer-27;Finished;09:26:38.121
tenant4;q13;Timer-39;Started;09:26:38.121
tenant4;q59;Timer-44;Launched;09:26:39.153
tenant4;q56;Timer-37;Finished;09:26:39.252
tenant4;q49;Timer-40;Started;09:26:39.252
tenant4;q46;Timer-38;Finished;09:26:39.399
tenant4;q39;Timer-41;Started;09:26:39.400
tenant4;q13;Timer-39;Finished;09:26:40.540
tenant4;q18;Timer-42;Started;09:26:40.540
tenant4;q49;Timer-40;Finished;09:26:42.338
tenant4;q24;Timer-43;Started;09:26:42.338
tenant4;q24;Timer-43;Finished;09:26:43.069
tenant4;q59;Timer-44;Started;09:26:43.069
tenant4;q39;Timer-41;Finished;09:26:43.363
tenant4;q18;Timer-42;Finished;09:26:43.494
tenant4;q17;Timer-45;Launched;09:26:43.834
tenant4;q17;Timer-45;Started;09:26:43.834
tenant4;q59;Timer-44;Finished;09:26:44.485
tenant4;q49;Timer-46;Launched;09:26:45.107
tenant4;q49;Timer-46;Started;09:26:45.107
tenant4;q58;Timer-47;Launched;09:26:45.730
tenant4;q58;Timer-47;Started;09:26:45.730
tenant4;q17;Timer-45;Finished;09:26:46.692
tenant4;q49;Timer-46;Finished;09:26:48.023
tenant4;q58;Timer-47;Finished;09:26:48.090
