TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant5;q15;Timer-0;Launched;23:21:02.332
tenant5;q15;Timer-0;Started;23:21:02.333
tenant5;q98;Timer-1;Launched;23:21:03.832
tenant5;q98;Timer-1;Started;23:21:03.832
tenant5;q42;Timer-2;Launched;23:21:04.702
tenant5;q42;Timer-2;Started;23:21:04.703
tenant5;q96;Timer-3;Launched;23:21:05.723
tenant5;q41;Timer-5;Launched;23:21:05.962
tenant5;q89;Timer-4;Launched;23:21:05.962
tenant5;q89;Timer-6;Launched;23:21:06.503
tenant5;q86;Timer-7;Launched;23:21:06.593
tenant5;q55;Timer-8;Launched;23:21:07.103
tenant5;q97;Timer-9;Launched;23:21:07.104
tenant5;q89;Timer-10;Launched;23:21:07.313
tenant5;q22;Timer-11;Launched;23:21:07.764
tenant5;q15;Timer-12;Launched;23:21:08.484
tenant5;q93;Timer-13;Launched;23:21:09.564
tenant5;q53;Timer-14;Launched;23:21:10.824
tenant5;q52;Timer-15;Launched;23:21:16.014
tenant5;q12;Timer-16;Launched;23:21:17.574
tenant5;q42;Timer-2;Finished;23:21:17.588
tenant5;q96;Timer-3;Started;23:21:17.588
tenant5;q52;Timer-17;Launched;23:21:18.054
tenant5;q53;Timer-18;Launched;23:21:18.295
tenant5;q41;Timer-19;Launched;23:21:18.324
tenant5;q98;Timer-1;Finished;23:21:18.649
tenant5;q41;Timer-5;Started;23:21:18.649
tenant5;q28;Timer-20;Launched;23:21:18.894
tenant5;q20;Timer-21;Launched;23:21:19.045
tenant5;q96;Timer-3;Finished;23:21:19.327
tenant5;q89;Timer-4;Started;23:21:19.327
tenant5;q28;Timer-22;Launched;23:21:19.676
tenant5;q53;Timer-23;Launched;23:21:19.736
tenant5;q15;Timer-0;Finished;23:21:19.973
tenant5;q89;Timer-6;Started;23:21:19.974
tenant5;q41;Timer-5;Finished;23:21:20.007
tenant5;q86;Timer-7;Started;23:21:20.007
tenant5;q22;Timer-24;Launched;23:21:20.036
tenant5;q81;Timer-25;Launched;23:21:20.696
tenant5;q36;Timer-26;Launched;23:21:22.047
tenant5;q37;Timer-27;Launched;23:21:22.077
tenant5;q42;Timer-28;Launched;23:21:22.137
tenant5;q53;Timer-29;Launched;23:21:22.197
tenant5;q97;Timer-30;Launched;23:21:22.197
tenant5;q89;Timer-6;Finished;23:21:23.054
tenant5;q55;Timer-8;Started;23:21:23.055
tenant5;q3;Timer-31;Launched;23:21:23.248
tenant5;q86;Timer-7;Finished;23:21:23.288
tenant5;q97;Timer-9;Started;23:21:23.288
tenant5;q89;Timer-4;Finished;23:21:23.409
tenant5;q89;Timer-10;Started;23:21:23.410
tenant5;q22;Timer-32;Launched;23:21:24.328
tenant5;q81;Timer-33;Launched;23:21:24.777
tenant5;q28;Timer-34;Launched;23:21:24.778
tenant5;q20;Timer-35;Launched;23:21:25.228
tenant5;q55;Timer-8;Finished;23:21:26.787
tenant5;q22;Timer-11;Started;23:21:26.787
tenant5;q89;Timer-10;Finished;23:21:27.964
tenant5;q15;Timer-12;Started;23:21:27.965
tenant5;q97;Timer-9;Finished;23:21:31.412
tenant5;q93;Timer-13;Started;23:21:31.412
tenant5;q15;Timer-12;Finished;23:21:33.745
tenant5;q53;Timer-14;Started;23:21:33.745
tenant5;q53;Timer-14;Finished;23:21:37.508
tenant5;q52;Timer-15;Started;23:21:37.508
tenant5;q93;Timer-13;Finished;23:21:37.688
tenant5;q12;Timer-16;Started;23:21:37.689
tenant5;q52;Timer-15;Finished;23:21:39.191
tenant5;q52;Timer-17;Started;23:21:39.191
tenant5;q52;Timer-17;Finished;23:21:40.052
tenant5;q53;Timer-18;Started;23:21:40.053
tenant5;q12;Timer-16;Finished;23:21:40.501
tenant5;q41;Timer-19;Started;23:21:40.501
tenant5;q41;Timer-19;Finished;23:21:41.091
tenant5;q28;Timer-20;Started;23:21:41.091
tenant5;q53;Timer-18;Finished;23:21:41.232
tenant5;q20;Timer-21;Started;23:21:41.232
tenant5;q22;Timer-11;Finished;23:21:46.017
tenant5;q28;Timer-22;Started;23:21:46.017
tenant5;q28;Timer-20;Finished;23:21:49.668
tenant5;q53;Timer-23;Started;23:21:49.668
tenant5;q20;Timer-21;Finished;23:21:49.717
tenant5;q22;Timer-24;Started;23:21:49.717
tenant5;q28;Timer-22;Finished;23:21:50.353
tenant5;q81;Timer-25;Started;23:21:50.353
tenant5;q53;Timer-23;Finished;23:21:51.210
tenant5;q36;Timer-26;Started;23:21:51.210
tenant5;q36;Timer-26;Finished;23:21:54.287
tenant5;q37;Timer-27;Started;23:21:54.287
tenant5;q81;Timer-25;Finished;23:21:55.469
tenant5;q42;Timer-28;Started;23:21:55.469
tenant5;q42;Timer-28;Finished;23:21:56.993
tenant5;q53;Timer-29;Started;23:21:56.993
tenant5;q37;Timer-27;Finished;23:21:57.020
tenant5;q97;Timer-30;Started;23:21:57.020
tenant5;q53;Timer-29;Finished;23:21:59.402
tenant5;q3;Timer-31;Started;23:21:59.402
tenant5;q3;Timer-31;Finished;23:22:00.347
tenant5;q22;Timer-32;Started;23:22:00.347
tenant5;q22;Timer-24;Finished;23:22:02.429
tenant5;q81;Timer-33;Started;23:22:02.429
tenant5;q81;Timer-33;Finished;23:22:06.809
tenant5;q28;Timer-34;Started;23:22:06.809
tenant5;q97;Timer-30;Finished;23:22:09.954
tenant5;q20;Timer-35;Started;23:22:09.954
tenant5;q28;Timer-34;Finished;23:22:11.196
tenant5;q20;Timer-35;Finished;23:22:11.900
tenant5;q22;Timer-32;Finished;23:22:12.682
