TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant3;q93;Timer-0;Launched;22:04:30.178
tenant3;q93;Timer-0;Started;22:04:30.178
tenant3;q80;Timer-1;Launched;22:04:31.421
tenant3;q80;Timer-1;Started;22:04:31.421
tenant3;q37;Timer-2;Launched;22:04:34.292
tenant3;q37;Timer-2;Started;22:04:34.292
tenant3;q93;Timer-0;Finished;22:04:36.691
tenant3;q28;Timer-3;Launched;22:04:36.864
tenant3;q28;Timer-3;Started;22:04:36.864
tenant3;q96;Timer-4;Launched;22:04:37.078
tenant3;q89;Timer-5;Launched;22:04:37.121
tenant3;q21;Timer-6;Launched;22:04:39.801
tenant3;q12;Timer-7;Launched;22:04:39.928
tenant3;q3;Timer-8;Launched;22:04:40.486
tenant3;q86;Timer-9;Launched;22:04:40.572
tenant3;q20;Timer-10;Launched;22:04:42.994
tenant3;q15;Timer-11;Launched;22:04:45.736
tenant3;q96;Timer-12;Launched;22:04:45.736
tenant3;q89;Timer-13;Launched;22:04:45.801
tenant3;q21;Timer-14;Launched;22:04:45.866
tenant3;q22;Timer-15;Launched;22:04:45.951
tenant3;q42;Timer-16;Launched;22:04:45.995
tenant3;q37;Timer-2;Finished;22:04:46.186
tenant3;q96;Timer-4;Started;22:04:46.186
tenant3;q28;Timer-3;Finished;22:04:46.187
tenant3;q89;Timer-5;Started;22:04:46.187
tenant3;q80;Timer-1;Finished;22:04:46.188
tenant3;q21;Timer-6;Started;22:04:46.188
tenant3;q53;Timer-17;Launched;22:04:47.130
tenant3;q97;Timer-18;Launched;22:04:47.602
tenant3;q96;Timer-4;Finished;22:04:47.646
tenant3;q12;Timer-7;Started;22:04:47.646
tenant3;q52;Timer-19;Launched;22:04:47.816
tenant3;q42;Timer-20;Launched;22:04:47.837
tenant3;q86;Timer-21;Launched;22:04:48.224
tenant3;q12;Timer-22;Launched;22:04:48.288
tenant3;q21;Timer-6;Finished;22:04:48.440
tenant3;q3;Timer-8;Started;22:04:48.440
tenant3;q63;Timer-23;Launched;22:04:48.588
tenant3;q89;Timer-5;Finished;22:04:48.976
tenant3;q86;Timer-9;Started;22:04:48.977
tenant3;q3;Timer-8;Finished;22:04:49.173
tenant3;q20;Timer-10;Started;22:04:49.173
tenant3;q12;Timer-7;Finished;22:04:49.346
tenant3;q15;Timer-11;Started;22:04:49.346
tenant3;q98;Timer-24;Launched;22:04:49.617
tenant3;q20;Timer-25;Launched;22:04:49.703
tenant3;q98;Timer-26;Launched;22:04:49.917
tenant3;q20;Timer-10;Finished;22:04:50.144
tenant3;q96;Timer-12;Started;22:04:50.145
tenant3;q43;Timer-27;Launched;22:04:50.260
tenant3;q86;Timer-9;Finished;22:04:50.428
tenant3;q89;Timer-13;Started;22:04:50.428
tenant3;q15;Timer-28;Launched;22:04:50.668
tenant3;q96;Timer-12;Finished;22:04:50.958
tenant3;q21;Timer-14;Started;22:04:50.959
tenant3;q15;Timer-29;Launched;22:04:51.075
tenant3;q15;Timer-11;Finished;22:04:51.407
tenant3;q22;Timer-15;Started;22:04:51.407
tenant3;q15;Timer-30;Launched;22:04:51.439
tenant3;q52;Timer-31;Launched;22:04:51.676
tenant3;q89;Timer-13;Finished;22:04:51.714
tenant3;q42;Timer-16;Started;22:04:51.714
tenant3;q43;Timer-32;Launched;22:04:51.805
tenant3;q82;Timer-33;Launched;22:04:51.826
tenant3;q93;Timer-34;Launched;22:04:52.234
tenant3;q89;Timer-35;Launched;22:04:52.341
tenant3;q21;Timer-14;Finished;22:04:52.380
tenant3;q53;Timer-17;Started;22:04:52.381
tenant3;q42;Timer-16;Finished;22:04:52.589
tenant3;q97;Timer-18;Started;22:04:52.589
tenant3;q63;Timer-36;Launched;22:04:52.920
tenant3;q21;Timer-37;Launched;22:04:53.006
tenant3;q53;Timer-17;Finished;22:04:53.688
tenant3;q52;Timer-19;Started;22:04:53.688
tenant3;q52;Timer-19;Finished;22:04:54.539
tenant3;q42;Timer-20;Started;22:04:54.539
tenant3;q97;Timer-18;Finished;22:04:55.283
tenant3;q86;Timer-21;Started;22:04:55.283
tenant3;q42;Timer-20;Finished;22:04:55.300
tenant3;q12;Timer-22;Started;22:04:55.301
tenant3;q86;Timer-21;Finished;22:04:56.328
tenant3;q63;Timer-23;Started;22:04:56.328
tenant3;q12;Timer-22;Finished;22:04:56.557
tenant3;q98;Timer-24;Started;22:04:56.557
tenant3;q98;Timer-24;Finished;22:04:57.862
tenant3;q20;Timer-25;Started;22:04:57.862
tenant3;q63;Timer-23;Finished;22:04:57.864
tenant3;q98;Timer-26;Started;22:04:57.864
tenant3;q20;Timer-25;Finished;22:04:58.574
tenant3;q43;Timer-27;Started;22:04:58.575
tenant3;q98;Timer-26;Finished;22:04:58.593
tenant3;q15;Timer-28;Started;22:04:58.593
tenant3;q22;Timer-15;Finished;22:04:59.147
tenant3;q15;Timer-29;Started;22:04:59.147
tenant3;q43;Timer-27;Finished;22:04:59.887
tenant3;q15;Timer-30;Started;22:04:59.888
tenant3;q15;Timer-28;Finished;22:05:00.641
tenant3;q52;Timer-31;Started;22:05:00.641
tenant3;q15;Timer-29;Finished;22:05:00.675
tenant3;q43;Timer-32;Started;22:05:00.676
tenant3;q15;Timer-30;Finished;22:05:00.820
tenant3;q82;Timer-33;Started;22:05:00.820
tenant3;q52;Timer-31;Finished;22:05:01.271
tenant3;q93;Timer-34;Started;22:05:01.271
tenant3;q43;Timer-32;Finished;22:05:01.316
tenant3;q89;Timer-35;Started;22:05:01.316
tenant3;q93;Timer-34;Finished;22:05:01.437
tenant3;q63;Timer-36;Started;22:05:01.438
tenant3;q82;Timer-33;Finished;22:05:02.279
tenant3;q21;Timer-37;Started;22:05:02.279
tenant3;q63;Timer-36;Finished;22:05:02.384
tenant3;q89;Timer-35;Finished;22:05:02.493
tenant3;q21;Timer-37;Finished;22:05:03.375
