TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant4;q59;Timer-0;Launched;14:47:33.334
tenant4;q59;Timer-0;Started;14:47:33.335
tenant4;q4;Timer-1;Launched;14:47:36.534
tenant4;q4;Timer-1;Started;14:47:36.534
tenant4;q11;Timer-2;Launched;14:47:37.474
tenant4;q11;Timer-2;Started;14:47:37.474
tenant4;q4;Timer-3;Launched;14:47:38.575
tenant4;q54;Timer-4;Launched;14:47:39.115
tenant4;q18;Timer-5;Launched;14:47:39.215
tenant4;q14;Timer-6;Launched;14:47:42.435
tenant4;q49;Timer-7;Launched;14:47:42.722
tenant4;q8;Timer-8;Launched;14:47:43.975
tenant4;q29;Timer-9;Launched;14:47:44.107
tenant4;q33;Timer-10;Launched;14:47:46.676
tenant4;q14;Timer-11;Launched;14:47:47.875
tenant4;q59;Timer-0;Finished;14:47:47.887
tenant4;q4;Timer-1;Finished;14:47:47.887
tenant4;q11;Timer-2;Finished;14:47:47.887
tenant4;q4;Timer-3;Started;14:47:47.887
tenant4;q54;Timer-4;Started;14:47:47.887
tenant4;q18;Timer-5;Started;14:47:47.888
tenant4;q11;Timer-12;Launched;14:47:50.095
tenant4;q33;Timer-13;Launched;14:47:52.116
tenant4;q54;Timer-14;Launched;14:47:52.176
tenant4;q54;Timer-4;Finished;14:47:52.394
tenant4;q14;Timer-6;Started;14:47:52.395
tenant4;q4;Timer-3;Finished;14:47:52.716
tenant4;q49;Timer-7;Started;14:47:52.716
tenant4;q18;Timer-5;Finished;14:47:52.969
tenant4;q8;Timer-8;Started;14:47:52.969
tenant4;q48;Timer-15;Launched;14:47:54.228
tenant4;q49;Timer-7;Finished;14:47:57.653
tenant4;q29;Timer-9;Started;14:47:57.653
tenant4;q8;Timer-8;Finished;14:47:57.856
tenant4;q33;Timer-10;Started;14:47:57.856
tenant4;q8;Timer-16;Launched;14:47:59.176
tenant4;q39;Timer-17;Launched;14:48:00.716
tenant4;q31;Timer-18;Launched;14:48:01.537
tenant4;q33;Timer-10;Finished;14:48:01.579
tenant4;q14;Timer-11;Started;14:48:01.579
tenant4;q29;Timer-9;Finished;14:48:01.724
tenant4;q11;Timer-12;Started;14:48:01.724
tenant4;q56;Timer-19;Launched;14:48:01.837
tenant4;q44;Timer-20;Launched;14:48:03.997
tenant4;q25;Timer-21;Launched;14:48:04.600
tenant4;q11;Timer-12;Finished;14:48:08.174
tenant4;q33;Timer-13;Started;14:48:08.174
tenant4;q56;Timer-22;Launched;14:48:09.320
tenant4;q18;Timer-23;Launched;14:48:09.541
tenant4;q24;Timer-24;Launched;14:48:10.740
tenant4;q33;Timer-13;Finished;14:48:11.529
tenant4;q54;Timer-14;Started;14:48:11.530
tenant4;q54;Timer-14;Finished;14:48:14.270
tenant4;q48;Timer-15;Started;14:48:14.271
tenant4;q48;Timer-25;Launched;14:48:14.781
tenant4;q48;Timer-15;Finished;14:48:16.051
tenant4;q8;Timer-16;Started;14:48:16.051
tenant4;q4;Timer-26;Launched;14:48:16.982
tenant4;q14;Timer-6;Finished;14:48:16.997
tenant4;q39;Timer-17;Started;14:48:16.997
tenant4;q14;Timer-27;Launched;14:48:17.382
tenant4;q8;Timer-28;Launched;14:48:17.642
tenant4;q11;Timer-29;Launched;14:48:17.902
tenant4;q49;Timer-30;Launched;14:48:18.101
tenant4;q9;Timer-31;Launched;14:48:18.203
tenant4;q8;Timer-16;Finished;14:48:20.019
tenant4;q31;Timer-18;Started;14:48:20.019
tenant4;q46;Timer-32;Launched;14:48:20.102
tenant4;q49;Timer-33;Launched;14:48:21.283
tenant4;q29;Timer-34;Launched;14:48:21.703
tenant4;q46;Timer-35;Launched;14:48:24.304
tenant4;q31;Timer-18;Finished;14:48:24.696
tenant4;q56;Timer-19;Started;14:48:24.697
tenant4;q39;Timer-17;Finished;14:48:24.712
tenant4;q44;Timer-20;Started;14:48:24.712
tenant4;q14;Timer-11;Finished;14:48:24.713
tenant4;q25;Timer-21;Started;14:48:24.713
tenant4;q31;Timer-36;Launched;14:48:24.864
tenant4;q56;Timer-19;Finished;14:48:28.192
tenant4;q56;Timer-22;Started;14:48:28.192
tenant4;q44;Timer-20;Finished;14:48:28.204
tenant4;q18;Timer-23;Started;14:48:28.205
tenant4;q25;Timer-21;Finished;14:48:28.224
tenant4;q24;Timer-24;Started;14:48:28.224
tenant4;q56;Timer-37;Launched;14:48:28.944
tenant4;q24;Timer-24;Finished;14:48:28.945
tenant4;q48;Timer-25;Started;14:48:28.945
tenant4;q46;Timer-38;Launched;14:48:29.225
tenant4;q56;Timer-22;Finished;14:48:29.278
tenant4;q4;Timer-26;Started;14:48:29.278
tenant4;q48;Timer-25;Finished;14:48:30.544
tenant4;q14;Timer-27;Started;14:48:30.544
tenant4;q18;Timer-23;Finished;14:48:31.033
tenant4;q8;Timer-28;Started;14:48:31.033
tenant4;q13;Timer-39;Launched;14:48:32.005
tenant4;q49;Timer-40;Launched;14:48:35.484
tenant4;q4;Timer-26;Finished;14:48:37.352
tenant4;q11;Timer-29;Started;14:48:37.352
tenant4;q8;Timer-28;Finished;14:48:38.072
tenant4;q49;Timer-30;Started;14:48:38.072
tenant4;q39;Timer-41;Launched;14:48:38.145
tenant4;q18;Timer-42;Launched;14:48:38.164
tenant4;q24;Timer-43;Launched;14:48:38.205
tenant4;q11;Timer-29;Finished;14:48:41.763
tenant4;q9;Timer-31;Started;14:48:41.763
tenant4;q59;Timer-44;Launched;14:48:42.706
tenant4;q49;Timer-30;Finished;14:48:44.203
tenant4;q46;Timer-32;Started;14:48:44.203
tenant4;q9;Timer-31;Finished;14:48:44.210
tenant4;q49;Timer-33;Started;14:48:44.210
tenant4;q46;Timer-32;Finished;14:48:46.395
tenant4;q29;Timer-34;Started;14:48:46.395
tenant4;q17;Timer-45;Launched;14:48:46.726
tenant4;q49;Timer-46;Launched;14:48:47.866
tenant4;q49;Timer-33;Finished;14:48:48.170
tenant4;q46;Timer-35;Started;14:48:48.170
tenant4;q58;Timer-47;Launched;14:48:48.406
tenant4;q46;Timer-35;Finished;14:48:50.344
tenant4;q31;Timer-36;Started;14:48:50.344
tenant4;q29;Timer-34;Finished;14:48:50.533
tenant4;q56;Timer-37;Started;14:48:50.533
tenant4;q31;Timer-36;Finished;14:48:55.034
tenant4;q46;Timer-38;Started;14:48:55.034
tenant4;q56;Timer-37;Finished;14:48:55.215
tenant4;q13;Timer-39;Started;14:48:55.215
tenant4;q14;Timer-27;Finished;14:48:55.270
tenant4;q49;Timer-40;Started;14:48:55.270
tenant4;q13;Timer-39;Finished;14:48:57.581
tenant4;q39;Timer-41;Started;14:48:57.581
tenant4;q46;Timer-38;Finished;14:48:57.678
tenant4;q18;Timer-42;Started;14:48:57.678
tenant4;q49;Timer-40;Finished;14:48:59.093
tenant4;q24;Timer-43;Started;14:48:59.093
tenant4;q24;Timer-43;Finished;14:48:59.531
tenant4;q59;Timer-44;Started;14:48:59.531
tenant4;q18;Timer-42;Finished;14:49:01.116
tenant4;q17;Timer-45;Started;14:49:01.116
tenant4;q39;Timer-41;Finished;14:49:01.188
tenant4;q49;Timer-46;Started;14:49:01.188
tenant4;q59;Timer-44;Finished;14:49:01.352
tenant4;q58;Timer-47;Started;14:49:01.352
tenant4;q58;Timer-47;Finished;14:49:03.945
tenant4;q49;Timer-46;Finished;14:49:04.038
tenant4;q17;Timer-45;Finished;14:49:04.417
