TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant3;q93;Timer-0;Launched;21:58:16.529
tenant3;q93;Timer-0;Started;21:58:16.530
tenant3;q80;Timer-1;Launched;21:58:18.270
tenant3;q80;Timer-1;Started;21:58:18.270
tenant3;q37;Timer-2;Launched;21:58:22.290
tenant3;q37;Timer-2;Started;21:58:22.290
tenant3;q93;Timer-0;Finished;21:58:22.430
tenant3;q28;Timer-3;Launched;21:58:25.889
tenant3;q28;Timer-3;Started;21:58:25.889
tenant3;q96;Timer-4;Launched;21:58:26.190
tenant3;q89;Timer-5;Launched;21:58:26.250
tenant3;q21;Timer-6;Launched;21:58:30.000
tenant3;q12;Timer-7;Launched;21:58:30.180
tenant3;q3;Timer-8;Launched;21:58:30.961
tenant3;q86;Timer-9;Launched;21:58:31.081
tenant3;q37;Timer-2;Finished;21:58:32.927
tenant3;q96;Timer-4;Started;21:58:32.927
tenant3;q80;Timer-1;Finished;21:58:32.928
tenant3;q89;Timer-5;Started;21:58:32.928
tenant3;q28;Timer-3;Finished;21:58:33.259
tenant3;q21;Timer-6;Started;21:58:33.260
tenant3;q96;Timer-4;Finished;21:58:34.434
tenant3;q12;Timer-7;Started;21:58:34.434
tenant3;q20;Timer-10;Launched;21:58:34.471
tenant3;q21;Timer-6;Finished;21:58:35.604
tenant3;q3;Timer-8;Started;21:58:35.604
tenant3;q89;Timer-5;Finished;21:58:35.694
tenant3;q86;Timer-9;Started;21:58:35.695
tenant3;q12;Timer-7;Finished;21:58:36.349
tenant3;q20;Timer-10;Started;21:58:36.349
tenant3;q3;Timer-8;Finished;21:58:36.446
tenant3;q86;Timer-9;Finished;21:58:37.076
tenant3;q20;Timer-10;Finished;21:58:37.582
tenant3;q15;Timer-11;Launched;21:58:38.311
tenant3;q15;Timer-11;Started;21:58:38.311
tenant3;q96;Timer-12;Launched;21:58:38.311
tenant3;q96;Timer-12;Started;21:58:38.311
tenant3;q89;Timer-13;Launched;21:58:38.401
tenant3;q89;Timer-13;Started;21:58:38.401
tenant3;q21;Timer-14;Launched;21:58:38.491
tenant3;q22;Timer-15;Launched;21:58:38.612
tenant3;q42;Timer-16;Launched;21:58:38.672
tenant3;q96;Timer-12;Finished;21:58:38.916
tenant3;q21;Timer-14;Started;21:58:38.916
tenant3;q89;Timer-13;Finished;21:58:39.936
tenant3;q22;Timer-15;Started;21:58:39.936
tenant3;q15;Timer-11;Finished;21:58:40.185
tenant3;q42;Timer-16;Started;21:58:40.186
tenant3;q21;Timer-14;Finished;21:58:40.190
tenant3;q53;Timer-17;Launched;21:58:40.262
tenant3;q53;Timer-17;Started;21:58:40.262
tenant3;q97;Timer-18;Launched;21:58:40.922
tenant3;q42;Timer-16;Finished;21:58:41.195
tenant3;q97;Timer-18;Started;21:58:41.195
tenant3;q52;Timer-19;Launched;21:58:41.223
tenant3;q42;Timer-20;Launched;21:58:41.253
tenant3;q86;Timer-21;Launched;21:58:41.793
tenant3;q12;Timer-22;Launched;21:58:41.882
tenant3;q53;Timer-17;Finished;21:58:42.053
tenant3;q52;Timer-19;Started;21:58:42.053
tenant3;q63;Timer-23;Launched;21:58:42.303
tenant3;q52;Timer-19;Finished;21:58:43.128
tenant3;q42;Timer-20;Started;21:58:43.128
tenant3;q97;Timer-18;Finished;21:58:43.627
tenant3;q86;Timer-21;Started;21:58:43.627
tenant3;q42;Timer-20;Finished;21:58:43.647
tenant3;q12;Timer-22;Started;21:58:43.647
tenant3;q98;Timer-24;Launched;21:58:43.744
tenant3;q20;Timer-25;Launched;21:58:43.867
tenant3;q98;Timer-26;Launched;21:58:44.165
tenant3;q86;Timer-21;Finished;21:58:44.562
tenant3;q63;Timer-23;Started;21:58:44.562
tenant3;q43;Timer-27;Launched;21:58:44.644
tenant3;q12;Timer-22;Finished;21:58:44.934
tenant3;q98;Timer-24;Started;21:58:44.934
tenant3;q15;Timer-28;Launched;21:58:45.215
tenant3;q15;Timer-29;Launched;21:58:45.785
tenant3;q63;Timer-23;Finished;21:58:46.181
tenant3;q20;Timer-25;Started;21:58:46.181
tenant3;q98;Timer-24;Finished;21:58:46.209
tenant3;q98;Timer-26;Started;21:58:46.209
tenant3;q15;Timer-30;Launched;21:58:46.295
tenant3;q52;Timer-31;Launched;21:58:46.626
tenant3;q43;Timer-32;Launched;21:58:46.806
tenant3;q82;Timer-33;Launched;21:58:46.836
tenant3;q20;Timer-25;Finished;21:58:46.856
tenant3;q43;Timer-27;Started;21:58:46.856
tenant3;q98;Timer-26;Finished;21:58:47.392
tenant3;q15;Timer-28;Started;21:58:47.392
tenant3;q93;Timer-34;Launched;21:58:47.406
tenant3;q89;Timer-35;Launched;21:58:47.557
tenant3;q22;Timer-15;Finished;21:58:47.919
tenant3;q15;Timer-29;Started;21:58:47.919
tenant3;q43;Timer-27;Finished;21:58:47.930
tenant3;q15;Timer-30;Started;21:58:47.930
tenant3;q63;Timer-36;Launched;21:58:48.370
tenant3;q21;Timer-37;Launched;21:58:48.490
tenant3;q15;Timer-28;Finished;21:58:48.709
tenant3;q52;Timer-31;Started;21:58:48.709
tenant3;q15;Timer-29;Finished;21:58:49.014
tenant3;q43;Timer-32;Started;21:58:49.014
tenant3;q15;Timer-30;Finished;21:58:49.078
tenant3;q82;Timer-33;Started;21:58:49.078
tenant3;q52;Timer-31;Finished;21:58:49.112
tenant3;q93;Timer-34;Started;21:58:49.112
tenant3;q93;Timer-34;Finished;21:58:49.671
tenant3;q89;Timer-35;Started;21:58:49.671
tenant3;q43;Timer-32;Finished;21:58:49.723
tenant3;q63;Timer-36;Started;21:58:49.723
tenant3;q63;Timer-36;Finished;21:58:50.576
tenant3;q21;Timer-37;Started;21:58:50.576
tenant3;q89;Timer-35;Finished;21:58:50.635
tenant3;q82;Timer-33;Finished;21:58:50.814
tenant3;q21;Timer-37;Finished;21:58:51.746
