TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant2;q50;Timer-0;Launched;09:44:38.829
tenant2;q50;Timer-0;Started;09:44:38.830
tenant2;q98;Timer-1;Launched;09:44:39.629
tenant2;q98;Timer-1;Started;09:44:39.630
tenant2;q8;Timer-2;Launched;09:44:40.097
tenant2;q8;Timer-2;Started;09:44:40.097
tenant2;q4;Timer-3;Launched;09:44:42.030
tenant2;q6;Timer-4;Launched;09:44:42.179
tenant2;q99;Timer-5;Launched;09:44:42.213
tenant2;q56;Timer-6;Launched;09:44:42.347
tenant2;q48;Timer-7;Launched;09:44:42.380
tenant2;q5;Timer-8;Launched;09:44:42.513
tenant2;q58;Timer-9;Launched;09:44:42.548
tenant2;q85;Timer-10;Launched;09:44:42.614
tenant2;q23;Timer-11;Launched;09:44:42.798
tenant2;q16;Timer-12;Launched;09:44:42.798
tenant2;q96;Timer-13;Launched;09:44:42.831
tenant2;q24;Timer-14;Launched;09:44:42.848
tenant2;q25;Timer-15;Launched;09:44:42.881
tenant2;q79;Timer-16;Launched;09:44:42.948
tenant2;q11;Timer-17;Launched;09:44:42.982
tenant2;q93;Timer-18;Launched;09:44:45.168
tenant2;q55;Timer-19;Launched;09:44:47.032
tenant2;q8;Timer-2;Finished;09:44:47.501
tenant2;q4;Timer-3;Started;09:44:47.502
tenant2;q50;Timer-0;Finished;09:44:48.023
tenant2;q6;Timer-4;Started;09:44:48.023
tenant2;q98;Timer-1;Finished;09:44:48.025
tenant2;q99;Timer-5;Started;09:44:48.025
tenant2;q15;Timer-20;Launched;09:44:48.782
tenant2;q13;Timer-21;Launched;09:44:50.894
tenant2;q6;Timer-22;Launched;09:44:50.900
tenant2;q46;Timer-23;Launched;09:44:51.016
tenant2;q47;Timer-24;Launched;09:44:51.017
tenant2;q26;Timer-25;Launched;09:44:51.066
tenant2;q79;Timer-26;Launched;09:44:51.159
tenant2;q99;Timer-5;Finished;09:44:51.293
tenant2;q56;Timer-6;Started;09:44:51.294
tenant2;q35;Timer-27;Launched;09:44:51.301
tenant2;q88;Timer-28;Launched;09:44:51.967
tenant2;q17;Timer-29;Launched;09:44:52.823
tenant2;q18;Timer-30;Launched;09:44:52.967
tenant2;q56;Timer-31;Launched;09:44:53.107
tenant2;q10;Timer-32;Launched;09:44:53.152
tenant2;q16;Timer-33;Launched;09:44:53.185
tenant2;q63;Timer-34;Launched;09:44:53.185
tenant2;q53;Timer-35;Launched;09:44:53.252
tenant2;q3;Timer-36;Launched;09:44:53.253
tenant2;q56;Timer-37;Launched;09:44:53.319
tenant2;q60;Timer-38;Launched;09:44:53.319
tenant2;q49;Timer-39;Launched;09:44:53.353
tenant2;q90;Timer-40;Launched;09:44:53.420
tenant2;q5;Timer-41;Launched;09:44:53.504
tenant2;q46;Timer-42;Launched;09:44:53.654
