TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant5;q15;Timer-0;Launched;23:23:36.913
tenant5;q15;Timer-0;Started;23:23:36.913
tenant5;q98;Timer-1;Launched;23:23:38.276
tenant5;q98;Timer-1;Started;23:23:38.276
tenant5;q42;Timer-2;Launched;23:23:39.066
tenant5;q42;Timer-2;Started;23:23:39.066
tenant5;q96;Timer-3;Launched;23:23:39.994
tenant5;q41;Timer-5;Launched;23:23:40.213
tenant5;q89;Timer-4;Launched;23:23:40.213
tenant5;q89;Timer-6;Launched;23:23:40.705
tenant5;q86;Timer-7;Launched;23:23:40.786
tenant5;q55;Timer-8;Launched;23:23:41.250
tenant5;q97;Timer-9;Launched;23:23:41.250
tenant5;q89;Timer-10;Launched;23:23:41.441
tenant5;q22;Timer-11;Launched;23:23:41.850
tenant5;q15;Timer-12;Launched;23:23:42.506
tenant5;q93;Timer-13;Launched;23:23:43.487
tenant5;q53;Timer-14;Launched;23:23:44.633
tenant5;q52;Timer-15;Launched;23:23:49.350
tenant5;q12;Timer-16;Launched;23:23:50.769
tenant5;q52;Timer-17;Launched;23:23:51.206
tenant5;q53;Timer-18;Launched;23:23:51.424
tenant5;q41;Timer-19;Launched;23:23:51.451
tenant5;q28;Timer-20;Launched;23:23:51.970
tenant5;q20;Timer-21;Launched;23:23:52.107
tenant5;q28;Timer-22;Launched;23:23:52.679
tenant5;q42;Timer-2;Finished;23:23:52.708
tenant5;q96;Timer-3;Started;23:23:52.708
tenant5;q53;Timer-23;Launched;23:23:52.735
tenant5;q98;Timer-1;Finished;23:23:52.926
tenant5;q41;Timer-5;Started;23:23:52.927
tenant5;q22;Timer-24;Launched;23:23:53.008
tenant5;q81;Timer-25;Launched;23:23:53.608
tenant5;q15;Timer-0;Finished;23:23:54.174
tenant5;q89;Timer-4;Started;23:23:54.174
tenant5;q41;Timer-5;Finished;23:23:54.587
tenant5;q89;Timer-6;Started;23:23:54.587
tenant5;q36;Timer-26;Launched;23:23:54.836
tenant5;q37;Timer-27;Launched;23:23:54.863
tenant5;q42;Timer-28;Launched;23:23:54.918
tenant5;q53;Timer-29;Launched;23:23:54.972
tenant5;q97;Timer-30;Launched;23:23:54.973
tenant5;q96;Timer-3;Finished;23:23:55.888
tenant5;q86;Timer-7;Started;23:23:55.889
tenant5;q3;Timer-31;Launched;23:23:55.928
tenant5;q22;Timer-32;Launched;23:23:56.909
tenant5;q81;Timer-33;Launched;23:23:57.319
tenant5;q28;Timer-34;Launched;23:23:57.319
tenant5;q20;Timer-35;Launched;23:23:57.728
tenant5;q86;Timer-7;Finished;23:23:58.315
tenant5;q55;Timer-8;Started;23:23:58.315
tenant5;q89;Timer-4;Finished;23:23:58.337
tenant5;q89;Timer-6;Finished;23:23:58.337
tenant5;q97;Timer-9;Started;23:23:58.337
tenant5;q89;Timer-10;Started;23:23:58.337
tenant5;q55;Timer-8;Finished;23:24:01.578
tenant5;q22;Timer-11;Started;23:24:01.579
tenant5;q89;Timer-10;Finished;23:24:01.926
tenant5;q15;Timer-12;Started;23:24:01.926
tenant5;q15;Timer-12;Finished;23:24:05.201
tenant5;q93;Timer-13;Started;23:24:05.201
tenant5;q97;Timer-9;Finished;23:24:09.905
tenant5;q53;Timer-14;Started;23:24:09.905
tenant5;q53;Timer-14;Finished;23:24:12.609
tenant5;q52;Timer-15;Started;23:24:12.609
tenant5;q93;Timer-13;Finished;23:24:13.835
tenant5;q12;Timer-16;Started;23:24:13.835
tenant5;q52;Timer-15;Finished;23:24:14.955
tenant5;q52;Timer-17;Started;23:24:14.955
tenant5;q12;Timer-16;Finished;23:24:15.956
tenant5;q53;Timer-18;Started;23:24:15.956
tenant5;q52;Timer-17;Finished;23:24:16.223
tenant5;q41;Timer-19;Started;23:24:16.223
tenant5;q22;Timer-11;Finished;23:24:16.255
tenant5;q28;Timer-20;Started;23:24:16.255
tenant5;q41;Timer-19;Finished;23:24:21.645
tenant5;q20;Timer-21;Started;23:24:21.645
tenant5;q28;Timer-20;Finished;23:24:21.781
tenant5;q28;Timer-22;Started;23:24:21.781
tenant5;q53;Timer-18;Finished;23:24:21.877
tenant5;q53;Timer-23;Started;23:24:21.877
tenant5;q28;Timer-22;Finished;23:24:26.084
tenant5;q22;Timer-24;Started;23:24:26.084
tenant5;q53;Timer-23;Finished;23:24:26.218
tenant5;q81;Timer-25;Started;23:24:26.218
tenant5;q20;Timer-21;Finished;23:24:26.324
tenant5;q36;Timer-26;Started;23:24:26.324
tenant5;q36;Timer-26;Finished;23:24:29.495
tenant5;q37;Timer-27;Started;23:24:29.495
tenant5;q37;Timer-27;Finished;23:24:31.383
tenant5;q42;Timer-28;Started;23:24:31.383
tenant5;q81;Timer-25;Finished;23:24:32.496
tenant5;q53;Timer-29;Started;23:24:32.496
tenant5;q42;Timer-28;Finished;23:24:32.617
tenant5;q97;Timer-30;Started;23:24:32.617
tenant5;q53;Timer-29;Finished;23:24:34.842
tenant5;q3;Timer-31;Started;23:24:34.842
tenant5;q3;Timer-31;Finished;23:24:35.857
tenant5;q22;Timer-32;Started;23:24:35.857
tenant5;q97;Timer-30;Finished;23:24:39.009
tenant5;q81;Timer-33;Started;23:24:39.009
tenant5;q22;Timer-24;Finished;23:24:40.255
tenant5;q28;Timer-34;Started;23:24:40.255
tenant5;q28;Timer-34;Finished;23:24:44.524
tenant5;q20;Timer-35;Started;23:24:44.524
tenant5;q20;Timer-35;Finished;23:24:45.747
tenant5;q81;Timer-33;Finished;23:24:45.939
tenant5;q22;Timer-32;Finished;23:24:49.878
