TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant5;q15;Timer-0;Launched;23:35:16.358
tenant5;q15;Timer-0;Started;23:35:16.359
tenant5;q98;Timer-1;Launched;23:35:17.295
tenant5;q98;Timer-1;Started;23:35:17.295
tenant5;q42;Timer-2;Launched;23:35:17.840
tenant5;q42;Timer-2;Started;23:35:17.840
tenant5;q96;Timer-3;Launched;23:35:18.477
tenant5;q89;Timer-4;Launched;23:35:18.627
tenant5;q41;Timer-5;Launched;23:35:18.627
tenant5;q89;Timer-6;Launched;23:35:18.965
tenant5;q86;Timer-7;Launched;23:35:19.021
tenant5;q55;Timer-8;Launched;23:35:19.340
tenant5;q97;Timer-9;Launched;23:35:19.340
tenant5;q89;Timer-10;Launched;23:35:19.471
tenant5;q22;Timer-11;Launched;23:35:19.752
tenant5;q15;Timer-12;Launched;23:35:20.203
tenant5;q93;Timer-13;Launched;23:35:20.877
tenant5;q53;Timer-14;Launched;23:35:21.666
tenant5;q52;Timer-15;Launched;23:35:24.910
tenant5;q12;Timer-16;Launched;23:35:25.885
tenant5;q52;Timer-17;Launched;23:35:26.185
tenant5;q53;Timer-18;Launched;23:35:26.336
tenant5;q41;Timer-19;Launched;23:35:26.354
tenant5;q28;Timer-20;Launched;23:35:26.710
tenant5;q20;Timer-21;Launched;23:35:26.804
tenant5;q28;Timer-22;Launched;23:35:27.198
tenant5;q53;Timer-23;Launched;23:35:27.238
tenant5;q22;Timer-24;Launched;23:35:27.426
tenant5;q81;Timer-25;Launched;23:35:27.839
tenant5;q36;Timer-26;Launched;23:35:28.685
tenant5;q37;Timer-27;Launched;23:35:28.704
tenant5;q42;Timer-28;Launched;23:35:28.743
tenant5;q53;Timer-29;Launched;23:35:28.780
tenant5;q97;Timer-30;Launched;23:35:28.781
tenant5;q3;Timer-31;Launched;23:35:29.437
tenant5;q22;Timer-32;Launched;23:35:30.111
tenant5;q81;Timer-33;Launched;23:35:30.394
tenant5;q28;Timer-34;Launched;23:35:30.394
tenant5;q20;Timer-35;Launched;23:35:30.675
tenant5;q42;Timer-2;Finished;23:35:30.965
tenant5;q96;Timer-3;Started;23:35:30.965
tenant5;q98;Timer-1;Finished;23:35:32.855
tenant5;q89;Timer-4;Started;23:35:32.855
tenant5;q96;Timer-3;Finished;23:35:33.400
tenant5;q41;Timer-5;Started;23:35:33.400
tenant5;q15;Timer-0;Finished;23:35:33.489
tenant5;q89;Timer-6;Started;23:35:33.489
tenant5;q41;Timer-5;Finished;23:35:35.958
tenant5;q86;Timer-7;Started;23:35:35.958
tenant5;q89;Timer-4;Finished;23:35:36.583
tenant5;q55;Timer-8;Started;23:35:36.583
tenant5;q89;Timer-6;Finished;23:35:36.793
tenant5;q97;Timer-9;Started;23:35:36.793
tenant5;q55;Timer-8;Finished;23:35:39.795
tenant5;q89;Timer-10;Started;23:35:39.795
tenant5;q86;Timer-7;Finished;23:35:39.807
tenant5;q22;Timer-11;Started;23:35:39.807
tenant5;q89;Timer-10;Finished;23:35:41.322
tenant5;q15;Timer-12;Started;23:35:41.322
tenant5;q15;Timer-12;Finished;23:35:45.400
tenant5;q93;Timer-13;Started;23:35:45.400
tenant5;q97;Timer-9;Finished;23:35:47.635
tenant5;q53;Timer-14;Started;23:35:47.635
tenant5;q53;Timer-14;Finished;23:35:50.875
tenant5;q52;Timer-15;Started;23:35:50.875
tenant5;q93;Timer-13;Finished;23:35:52.252
tenant5;q12;Timer-16;Started;23:35:52.253
tenant5;q52;Timer-15;Finished;23:35:52.643
tenant5;q52;Timer-17;Started;23:35:52.643
tenant5;q52;Timer-17;Finished;23:35:53.970
tenant5;q53;Timer-18;Started;23:35:53.970
tenant5;q12;Timer-16;Finished;23:35:54.159
tenant5;q41;Timer-19;Started;23:35:54.159
tenant5;q41;Timer-19;Finished;23:35:55.006
tenant5;q28;Timer-20;Started;23:35:55.006
tenant5;q53;Timer-18;Finished;23:35:55.123
tenant5;q20;Timer-21;Started;23:35:55.123
tenant5;q22;Timer-11;Finished;23:35:55.201
tenant5;q28;Timer-22;Started;23:35:55.201
tenant5;q28;Timer-20;Finished;23:36:04.374
tenant5;q53;Timer-23;Started;23:36:04.374
tenant5;q28;Timer-22;Finished;23:36:04.432
tenant5;q22;Timer-24;Started;23:36:04.432
tenant5;q20;Timer-21;Finished;23:36:04.823
tenant5;q81;Timer-25;Started;23:36:04.823
tenant5;q53;Timer-23;Finished;23:36:07.101
tenant5;q36;Timer-26;Started;23:36:07.101
tenant5;q36;Timer-26;Finished;23:36:10.784
tenant5;q37;Timer-27;Started;23:36:10.784
tenant5;q81;Timer-25;Finished;23:36:10.894
tenant5;q42;Timer-28;Started;23:36:10.894
tenant5;q42;Timer-28;Finished;23:36:13.563
tenant5;q53;Timer-29;Started;23:36:13.563
tenant5;q37;Timer-27;Finished;23:36:15.739
tenant5;q97;Timer-30;Started;23:36:15.739
tenant5;q53;Timer-29;Finished;23:36:15.772
tenant5;q3;Timer-31;Started;23:36:15.772
tenant5;q3;Timer-31;Finished;23:36:19.368
tenant5;q22;Timer-32;Started;23:36:19.368
tenant5;q22;Timer-24;Finished;23:36:20.654
tenant5;q81;Timer-33;Started;23:36:20.654
tenant5;q97;Timer-30;Finished;23:36:25.876
tenant5;q28;Timer-34;Started;23:36:25.876
tenant5;q81;Timer-33;Finished;23:36:34.490
tenant5;q20;Timer-35;Started;23:36:34.491
tenant5;q28;Timer-34;Finished;23:36:34.549
tenant5;q22;Timer-32;Finished;23:36:36.451
tenant5;q20;Timer-35;Finished;23:36:36.580
