TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant1;q86;Timer-0;Launched;16:05:48.805
tenant1;q86;Timer-0;Started;16:05:48.805
tenant1;q52;Timer-1;Launched;16:05:50.359
tenant1;q52;Timer-1;Started;16:05:50.359
tenant1;q97;Timer-2;Launched;16:05:53.878
tenant1;q97;Timer-2;Started;16:05:53.878
tenant1;q28;Timer-3;Launched;16:05:54.368
tenant1;q97;Timer-4;Launched;16:05:54.642
tenant1;q96;Timer-5;Launched;16:05:54.724
tenant1;q96;Timer-6;Launched;16:05:55.460
tenant1;q96;Timer-7;Launched;16:05:55.678
tenant1;q55;Timer-8;Launched;16:05:56.742
tenant1;q52;Timer-9;Launched;16:05:56.906
tenant1;q15;Timer-11;Launched;16:05:57.369
tenant1;q43;Timer-10;Launched;16:05:57.370
tenant1;q3;Timer-12;Launched;16:05:57.479
tenant1;q80;Timer-13;Launched;16:05:57.643
tenant1;q37;Timer-14;Launched;16:05:57.861
tenant1;q12;Timer-15;Launched;16:05:58.107
tenant1;q55;Timer-16;Launched;16:05:58.297
tenant1;q12;Timer-17;Launched;16:05:58.408
tenant1;q53;Timer-18;Launched;16:05:58.434
tenant1;q81;Timer-19;Launched;16:05:59.035
tenant1;q28;Timer-20;Launched;16:05:59.280
tenant1;q21;Timer-21;Launched;16:05:59.308
tenant1;q63;Timer-22;Launched;16:05:59.609
tenant1;q12;Timer-23;Launched;16:05:59.609
tenant1;q15;Timer-24;Launched;16:05:59.799
tenant1;q52;Timer-1;Finished;16:05:59.942
tenant1;q28;Timer-3;Started;16:05:59.942
tenant1;q21;Timer-25;Launched;16:06:00.263
tenant1;q97;Timer-2;Finished;16:06:03.226
tenant1;q97;Timer-4;Started;16:06:03.226
tenant1;q86;Timer-0;Finished;16:06:03.762
tenant1;q96;Timer-5;Started;16:06:03.762
tenant1;q96;Timer-5;Finished;16:06:04.655
tenant1;q96;Timer-6;Started;16:06:04.656
tenant1;q28;Timer-3;Finished;16:06:05.716
tenant1;q96;Timer-7;Started;16:06:05.716
tenant1;q96;Timer-7;Finished;16:06:06.951
tenant1;q55;Timer-8;Started;16:06:06.951
tenant1;q96;Timer-6;Finished;16:06:07.216
tenant1;q52;Timer-9;Started;16:06:07.216
tenant1;q55;Timer-8;Finished;16:06:08.105
tenant1;q15;Timer-11;Started;16:06:08.105
tenant1;q97;Timer-4;Finished;16:06:08.248
tenant1;q43;Timer-10;Started;16:06:08.249
tenant1;q52;Timer-9;Finished;16:06:08.560
tenant1;q3;Timer-12;Started;16:06:08.560
tenant1;q43;Timer-10;Finished;16:06:09.700
tenant1;q80;Timer-13;Started;16:06:09.700
tenant1;q3;Timer-12;Finished;16:06:09.828
tenant1;q37;Timer-14;Started;16:06:09.828
tenant1;q15;Timer-11;Finished;16:06:10.096
tenant1;q12;Timer-15;Started;16:06:10.096
tenant1;q37;Timer-14;Finished;16:06:11.915
tenant1;q55;Timer-16;Started;16:06:11.915
tenant1;q12;Timer-15;Finished;16:06:12.439
tenant1;q12;Timer-17;Started;16:06:12.439
tenant1;q55;Timer-16;Finished;16:06:13.731
tenant1;q53;Timer-18;Started;16:06:13.732
tenant1;q12;Timer-17;Finished;16:06:14.667
tenant1;q81;Timer-19;Started;16:06:14.667
tenant1;q80;Timer-13;Finished;16:06:14.814
tenant1;q28;Timer-20;Started;16:06:14.814
tenant1;q53;Timer-18;Finished;16:06:15.551
tenant1;q21;Timer-21;Started;16:06:15.551
tenant1;q28;Timer-20;Finished;16:06:16.794
tenant1;q63;Timer-22;Started;16:06:16.794
tenant1;q81;Timer-19;Finished;16:06:17.347
tenant1;q12;Timer-23;Started;16:06:17.347
tenant1;q21;Timer-21;Finished;16:06:17.797
tenant1;q15;Timer-24;Started;16:06:17.797
tenant1;q63;Timer-22;Finished;16:06:18.331
tenant1;q21;Timer-25;Started;16:06:18.331
tenant1;q12;Timer-23;Finished;16:06:18.435
tenant1;q15;Timer-24;Finished;16:06:19.206
tenant1;q21;Timer-25;Finished;16:06:19.621
