TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant6;q78;Timer-0;Launched;16:11:44.628
tenant6;q78;Timer-0;Started;16:11:44.629
tenant6;q34;Timer-1;Launched;16:11:45.803
tenant6;q34;Timer-1;Started;16:11:45.803
tenant6;q89;Timer-2;Launched;16:11:48.978
tenant6;q89;Timer-2;Started;16:11:48.978
tenant6;q93;Timer-3;Launched;16:11:49.378
tenant6;q44;Timer-4;Launched;16:11:52.029
tenant6;q58;Timer-5;Launched;16:11:54.328
tenant6;q69;Timer-6;Launched;16:11:54.704
tenant6;q40;Timer-7;Launched;16:11:57.254
tenant6;q34;Timer-1;Finished;16:11:57.269
tenant6;q93;Timer-3;Started;16:11:57.269
tenant6;q27;Timer-8;Launched;16:11:57.579
tenant6;q93;Timer-3;Finished;16:11:57.659
tenant6;q44;Timer-4;Started;16:11:57.659
tenant6;q89;Timer-2;Finished;16:11:57.990
tenant6;q58;Timer-5;Started;16:11:57.990
tenant6;q44;Timer-4;Finished;16:11:59.903
tenant6;q69;Timer-6;Started;16:11:59.903
tenant6;q69;Timer-6;Finished;16:12:00.769
tenant6;q40;Timer-7;Started;16:12:00.769
tenant6;q67;Timer-9;Launched;16:12:01.204
tenant6;q45;Timer-10;Launched;16:12:01.255
tenant6;q44;Timer-11;Launched;16:12:01.405
tenant6;q58;Timer-5;Finished;16:12:01.618
tenant6;q27;Timer-8;Started;16:12:01.618
tenant6;q19;Timer-12;Launched;16:12:01.630
tenant6;q33;Timer-13;Launched;16:12:01.905
tenant6;q27;Timer-14;Launched;16:12:02.229
tenant6;q65;Timer-15;Launched;16:12:02.505
tenant6;q78;Timer-0;Finished;16:12:02.554
tenant6;q67;Timer-9;Started;16:12:02.554
tenant6;q31;Timer-16;Launched;16:12:02.705
tenant6;q18;Timer-17;Launched;16:12:02.832
tenant6;q89;Timer-18;Launched;16:12:02.882
tenant6;q8;Timer-19;Launched;16:12:03.307
tenant6;q87;Timer-20;Launched;16:12:03.457
tenant6;q15;Timer-21;Launched;16:12:03.458
tenant6;q45;Timer-22;Launched;16:12:03.608
tenant6;q27;Timer-8;Finished;16:12:03.999
tenant6;q45;Timer-10;Started;16:12:03.999
tenant6;q40;Timer-7;Finished;16:12:04.075
tenant6;q44;Timer-11;Started;16:12:04.075
tenant6;q58;Timer-23;Launched;16:12:04.084
tenant6;q89;Timer-24;Launched;16:12:04.134
tenant6;q17;Timer-25;Launched;16:12:04.259
tenant6;q44;Timer-11;Finished;16:12:04.488
tenant6;q19;Timer-12;Started;16:12:04.488
tenant6;q96;Timer-26;Launched;16:12:04.733
tenant6;q23;Timer-27;Launched;16:12:05.385
tenant6;q45;Timer-10;Finished;16:12:05.652
tenant6;q33;Timer-13;Started;16:12:05.653
tenant6;q61;Timer-28;Launched;16:12:05.761
tenant6;q20;Timer-29;Launched;16:12:06.111
tenant6;q70;Timer-30;Launched;16:12:06.387
tenant6;q54;Timer-31;Launched;16:12:06.562
tenant6;q15;Timer-32;Launched;16:12:06.637
tenant6;q72;Timer-33;Launched;16:12:06.662
tenant6;q61;Timer-34;Launched;16:12:06.887
tenant6;q48;Timer-35;Launched;16:12:06.988
