TenantName;QueryNumber;ThreadName;Event;TimeStamp
tenant6;q78;Timer-0;Launched;16:04:04.811
tenant6;q78;Timer-0;Started;16:04:04.812
tenant6;q34;Timer-1;Launched;16:04:06.220
tenant6;q34;Timer-1;Started;16:04:06.220
tenant6;q89;Timer-2;Launched;16:04:10.031
tenant6;q89;Timer-2;Started;16:04:10.031
tenant6;q93;Timer-3;Launched;16:04:10.511
tenant6;q44;Timer-4;Launched;16:04:13.692
tenant6;q58;Timer-5;Launched;16:04:16.452
tenant6;q69;Timer-6;Launched;16:04:16.902
tenant6;q34;Timer-1;Finished;16:04:17.327
tenant6;q93;Timer-3;Started;16:04:17.327
tenant6;q93;Timer-3;Finished;16:04:17.658
tenant6;q44;Timer-4;Started;16:04:17.658
tenant6;q89;Timer-2;Finished;16:04:19.077
tenant6;q58;Timer-5;Started;16:04:19.077
tenant6;q44;Timer-4;Finished;16:04:19.353
tenant6;q69;Timer-6;Started;16:04:19.353
tenant6;q40;Timer-7;Launched;16:04:19.962
tenant6;q69;Timer-6;Finished;16:04:20.304
tenant6;q40;Timer-7;Started;16:04:20.304
tenant6;q27;Timer-8;Launched;16:04:20.352
tenant6;q78;Timer-0;Finished;16:04:23.014
tenant6;q27;Timer-8;Started;16:04:23.014
tenant6;q58;Timer-5;Finished;16:04:23.158
tenant6;q40;Timer-7;Finished;16:04:23.660
tenant6;q27;Timer-8;Finished;16:04:24.676
tenant6;q67;Timer-9;Launched;16:04:24.702
tenant6;q67;Timer-9;Started;16:04:24.702
tenant6;q45;Timer-10;Launched;16:04:24.762
tenant6;q45;Timer-10;Started;16:04:24.762
tenant6;q44;Timer-11;Launched;16:04:24.942
tenant6;q44;Timer-11;Started;16:04:24.943
tenant6;q19;Timer-12;Launched;16:04:25.212
tenant6;q44;Timer-11;Finished;16:04:25.357
tenant6;q19;Timer-12;Started;16:04:25.357
tenant6;q33;Timer-13;Launched;16:04:25.543
tenant6;q27;Timer-14;Launched;16:04:25.932
tenant6;q65;Timer-15;Launched;16:04:26.263
tenant6;q31;Timer-16;Launched;16:04:26.503
tenant6;q18;Timer-17;Launched;16:04:26.653
tenant6;q89;Timer-18;Launched;16:04:26.713
tenant6;q8;Timer-19;Launched;16:04:27.224
tenant6;q45;Timer-10;Finished;16:04:27.266
tenant6;q33;Timer-13;Started;16:04:27.266
tenant6;q87;Timer-20;Launched;16:04:27.403
tenant6;q15;Timer-21;Launched;16:04:27.405
tenant6;q45;Timer-22;Launched;16:04:27.586
tenant6;q19;Timer-12;Finished;16:04:27.824
tenant6;q27;Timer-14;Started;16:04:27.824
tenant6;q58;Timer-23;Launched;16:04:28.157
tenant6;q89;Timer-24;Launched;16:04:28.216
tenant6;q17;Timer-25;Launched;16:04:28.367
tenant6;q96;Timer-26;Launched;16:04:28.941
tenant6;q33;Timer-13;Finished;16:04:29.570
tenant6;q65;Timer-15;Started;16:04:29.570
tenant6;q27;Timer-14;Finished;16:04:29.675
tenant6;q31;Timer-16;Started;16:04:29.675
tenant6;q23;Timer-27;Launched;16:04:29.717
tenant6;q61;Timer-28;Launched;16:04:30.168
tenant6;q20;Timer-29;Launched;16:04:30.587
tenant6;q67;Timer-9;Finished;16:04:30.691
tenant6;q18;Timer-17;Started;16:04:30.691
tenant6;q70;Timer-30;Launched;16:04:30.918
tenant6;q54;Timer-31;Launched;16:04:31.128
tenant6;q15;Timer-32;Launched;16:04:31.218
tenant6;q72;Timer-33;Launched;16:04:31.248
tenant6;q61;Timer-34;Launched;16:04:31.519
tenant6;q48;Timer-35;Launched;16:04:31.639
tenant6;q82;Timer-36;Launched;16:04:31.969
tenant6;q14;Timer-37;Launched;16:04:32.000
tenant6;q81;Timer-38;Launched;16:04:32.151
tenant6;q89;Timer-39;Launched;16:04:32.511
tenant6;q89;Timer-40;Launched;16:04:33.411
tenant6;q75;Timer-41;Launched;16:04:33.441
tenant6;q12;Timer-42;Launched;16:04:33.473
tenant6;q97;Timer-43;Launched;16:04:33.533
tenant6;q88;Timer-44;Launched;16:04:33.563
tenant6;q31;Timer-16;Finished;16:04:33.646
tenant6;q89;Timer-18;Started;16:04:33.647
tenant6;q65;Timer-15;Finished;16:04:34.044
tenant6;q8;Timer-19;Started;16:04:34.044
tenant6;q61;Timer-45;Launched;16:04:34.434
tenant6;q19;Timer-46;Launched;16:04:34.794
tenant6;q61;Timer-47;Launched;16:04:34.943
tenant6;q5;Timer-48;Launched;16:04:34.975
tenant6;q36;Timer-49;Launched;16:04:35.275
tenant6;q44;Timer-50;Launched;16:04:35.335
tenant6;q53;Timer-51;Launched;16:04:35.605
tenant6;q96;Timer-52;Launched;16:04:35.605
