query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
5,9,1733228673879,1160,15620,20091,0
5,5,1733228713675,40956,4658,8349,0
5,7,1733228764529,91810,1427,2611,0
5,8,1733228816431,143712,886,1588,1
5,8,1733228848688,175969,787,1446,1
5,18,1733228856596,183877,1282,2347,0
5,2,1733228902962,230243,871,1728,0
5,16,1733228946506,273787,1104,1882,0
5,17,1733228983966,311247,995,1872,1
5,13,1733229018740,346021,1282,2299,1
5,10,1733229046386,373667,1960,3182,1
5,17,1733229081447,408728,1033,1866,0
5,1,1733229127738,455019,803,1333,1
5,10,1733229157868,485149,1267,2354,0
5,14,1733229200765,528046,542,1113,0
5,12,1733229213169,540450,1262,2269,0
5,15,1733229272617,599898,957,1567,0
5,11,1733229294576,621857,816,1367,0
5,22,1733229345543,672824,2215,3960,0
5,14,1733229366290,693571,556,1051,1
5,19,1733229409009,736290,528,1066,0
5,13,1733229454683,781964,3654,5121,0
5,6,1733229481252,808533,431,767,0
5,4,1733229501696,828977,1839,3264,0
5,19,1733229545903,873184,3502,3800,0
5,12,1733229591481,918762,1240,2393,0
5,15,1733229620075,947356,1369,2109,1
5,2,1733229679292,1006573,1144,2407,0
5,2,1733229710544,1037825,1146,3210,0
5,13,1733229733198,1060479,1282,2363,0
5,11,1733229770244,1097525,710,1289,1
5,23,1733229805331,1132612,797,851,1
5,7,1733229857176,1184457,1283,2444,0
5,17,1733229867508,1194789,984,1784,0
5,15,1733229913187,1240468,1097,1806,0
5,6,1733229941669,1268950,319,510,0
5,14,1733230000756,1328037,514,907,0
5,12,1733230005859,1333140,1553,3142,0
5,13,1733230066400,1393681,1302,2469,1
5,18,1733230080438,1407719,1018,1894,0
5,9,1733230125197,1452478,1628,2828,0
5,16,1733230180897,1508178,935,1505,0
5,12,1733230195548,1522829,1418,2434,0
5,8,1733230231569,1558850,992,1698,0
5,18,1733230286327,1613608,725,1517,0
5,7,1733230301226,1628507,1375,2399,0
5,18,1733230364057,1691338,1019,1920,1
5,2,1733230379620,1706901,895,1737,0
5,20,1733230411710,1738991,2506,3682,0
5,3,1733230458749,1786030,2119,3772,0
5,8,1733230500479,1827760,1703,2608,0
5,15,1733230520796,1848077,1296,2102,0
5,7,1733230557621,1884902,1333,2361,0
5,21,1733230607971,1935252,2905,5313,0
5,9,1733230641621,1968902,1662,3459,0
5,4,1733230665640,1992921,1376,2766,1
5,9,1733230714557,2041838,2536,4683,0
5,20,1733230751337,2078618,3519,7242,0
5,22,1733230778952,2106233,940,1791,0
5,22,1733230831515,2158796,968,1816,0
5,1,1733230849183,2176464,836,1349,1
5,4,1733230874964,2202245,1302,2664,0
5,21,1733230919540,2246821,3103,5768,0
5,4,1733230941206,2268487,1471,2788,0
5,3,1733230989113,2316394,2476,4310,0
5,5,1733231031417,2358698,6354,11920,0
5,11,1733231064812,2392093,877,1473,5
5,21,1733231091266,2418547,4633,9063,0
5,20,1733231143454,2470735,2204,3552,1
5,5,1733231162649,2489930,2990,6368,0
5,20,1733231207306,2534587,1868,3644,0
5,17,1733231248387,2575668,1335,3809,0
5,14,1733231295492,2622773,696,2010,1
5,21,1733231303859,2631140,2846,5474,0
5,12,1733231337919,2665200,1846,2967,0
5,21,1733231374455,2701736,5284,8783,0
5,12,1733231414465,2741746,1596,2646,0
5,5,1733231450781,2778062,6945,9979,0
5,10,1733231489951,2817232,2380,4115,0
5,4,1733231542998,2870279,2355,5219,0
5,23,1733231567376,2894657,557,606,0
5,17,1733231599892,2927173,1485,2294,0
5,7,1733231641796,2969077,1903,3015,1
5,22,1733231675401,3002682,1322,3442,0
5,11,1733231708219,3035500,1465,2059,0
5,10,1733231733924,3061205,1416,3073,0
5,8,1733231781121,3108402,1125,2018,1
5,3,1733231821369,3148650,3331,6020,0
5,16,1733231861226,3188507,1871,2447,0
5,8,1733231898989,3226270,7353,8579,0
5,11,1733231933713,3260994,903,2132,0
5,8,1733231965035,3292316,1253,2006,0
5,1,1733232012323,3339604,881,1421,0
5,17,1733232036748,3364029,1221,2112,0
5,7,1733232079223,3406504,1467,2960,0
5,6,1733232102495,3429776,477,957,0
5,13,1733232140385,3467666,2410,3638,0
5,23,1733232195550,3522831,2261,2308,0
5,17,1733232207468,3534749,1040,2010,0
5,19,1733232261381,3588662,1483,1927,0
