query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
6,20,1733230005119,1332002,2217,3773,0
6,5,1733230005749,1332632,3126,10315,0
6,11,1733230010966,1337849,1180,7233,0
6,1,1733230010740,1337623,869,9767,0
6,17,1733230009159,1336042,1773,15187,0
6,10,1733230026426,1353309,1210,2289,0
6,15,1733230028273,1355156,759,1887,1
6,8,1733230032824,1359707,1044,1946,0
6,3,1733230036561,1363444,1677,3413,0
6,14,1733230048842,1375725,547,948,0
6,7,1733230049664,1376547,1279,3136,0
6,18,1733230048938,1375821,867,5533,0
6,21,1733230054446,1381329,2960,5464,0
6,14,1733230058188,1385071,493,2614,0
6,4,1733230060012,1386895,1392,3472,0
6,14,1733230064543,1391426,526,931,0
6,12,1733230065895,1392778,1269,2302,0
6,8,1733230066181,1393064,859,3541,0
6,22,1733230073109,1399992,1023,1930,0
6,19,1733230075385,1402268,556,1095,0
6,22,1733230085481,1412364,1990,2855,1
6,13,1733230088117,1415000,1679,3287,0
6,19,1733230091384,1418267,576,1199,0
6,20,1733230093680,1420563,2213,5509,0
6,13,1733230094409,1421292,2971,9043,0
6,4,1733230094399,1421282,2524,13407,0
6,18,1733230104056,1430939,1083,5725,0
6,16,1733230116366,1443249,1550,2268,0
6,23,1733230121381,1448264,720,772,1
6,20,1733230124193,1451076,2583,3774,0
6,14,1733230124479,1451362,519,4403,0
6,21,1733230124395,1451278,3204,10235,1
6,6,1733230124280,1451163,306,10972,0
6,17,1733230133428,1460311,1314,4197,0
6,14,1733230130342,1457225,525,8216,0
6,2,1733230140171,1467054,889,1787,0
6,6,1733230141408,1468291,274,1034,0
6,6,1733230141123,1468006,263,1775,4
6,17,1733230140378,1467261,666,3891,0
6,14,1733230156919,1483802,560,973,0
6,13,1733230165009,1491892,1209,2210,0
6,23,1733230168062,1494945,568,624,0
6,22,1733230165763,1492646,1026,3487,0
6,15,1733230169050,1495933,1318,2096,0
6,2,1733230180639,1507522,891,1741,1
6,16,1733230184965,1511848,797,1365,0
6,15,1733230188348,1515231,754,2918,0
6,9,1733230191766,1518649,1958,4390,1
6,1,1733230199750,1526633,763,1296,0
6,10,1733230206322,1533205,1062,2160,0
6,2,1733231302546,2629429,885,1703,0
6,2,1733231317531,2644414,1426,3354,1
6,20,1733231319125,2646008,2061,5132,0
6,14,1733231321954,2648837,809,3521,0
6,6,1733231321369,2648252,586,4876,0
6,11,1733231328449,2655332,2777,4230,0
6,16,1733231332640,2659523,1916,2643,0
6,13,1733231331177,2658060,1691,7039,0
6,12,1733231337092,2663975,1865,4115,0
6,9,1733231354421,2681304,2162,4489,1
