query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
17,16,1733229502090,829008,2897,4403,1
17,16,1733229505416,832334,1518,4184,0
17,23,1733229507924,834842,2438,2491,0
17,9,1733229504316,831234,2590,9702,0
17,7,1733229503717,830635,2064,13884,0
17,23,1733229517237,844155,1706,1762,1
17,10,1733229502561,829479,2520,19894,1
17,17,1733229522242,849160,2910,5901,0
17,1,1733229521464,848382,2311,10967,0
17,15,1733229517724,844642,1439,17198,0
17,16,1733229508765,835683,1374,28505,0
17,2,1733229507961,834879,2292,33843,0
17,19,1733229533630,860548,932,10294,1
17,20,1733229531846,858764,8509,28860,1
17,19,1733229524090,851008,1753,39059,0
17,19,1733229645445,972363,725,1393,0
17,21,1733229647387,974305,8955,15575,0
17,15,1733229660008,986926,1302,5845,0
17,20,1733229658130,985048,7864,18062,0
17,6,1733229656983,983901,391,20012,1
17,5,1733229654305,981223,2348,27076,0
17,19,1733229653266,980184,637,29226,0
17,19,1733229652923,979841,884,31105,0
17,4,1733229652588,979506,1076,33415,0
17,18,1733229652186,979104,2739,38996,0
17,19,1733229651738,978656,841,40928,1
17,4,1733229650479,977397,1009,44194,0
17,10,1733229673844,1000762,4097,28575,0
17,6,1733229672823,999741,390,30402,0
17,7,1733229665553,992471,2023,41540,0
17,11,1733229664714,991632,1850,45347,0
17,7,1733229663804,990722,1585,49713,0
17,22,1733229663801,990719,1438,53253,10
17,23,1733230084397,1411315,2823,2877,0
17,21,1733230077298,1404216,6607,10102,0
17,13,1733230085683,1412601,1788,4835,0
17,14,1733230084829,1411747,1892,9424,0
17,23,1733230094452,1421370,2039,2089,0
17,4,1733230084786,1411704,1686,14334,1
17,18,1733230084219,1411137,5915,24184,0
17,11,1733230081268,1408186,1233,29203,1
17,14,1733230077417,1404335,1832,36451,0
17,22,1733230093920,1420838,1202,22039,1
17,21,1733230091971,1418889,6636,34498,0
