query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
4,11,1733229221972,548801,947,1579,1
4,19,1733229232669,559498,504,887,0
4,12,1733229233619,560448,1276,2260,0
4,19,1733229239802,566631,459,819,0
4,16,1733229243146,569975,976,1519,0
4,13,1733229251060,577889,1230,2294,0
4,14,1733229278283,605112,641,1050,0
4,21,1733229289819,616648,2996,5518,0
4,14,1733229300237,627066,391,806,0
4,12,1733229315116,641945,1782,3299,1
4,9,1733229326666,653495,1637,2839,0
4,20,1733229332654,659483,1402,2428,0
4,3,1733229365255,692084,1627,3229,0
4,6,1733229379951,706780,283,477,0
4,9,1733229385653,712482,1357,3244,0
4,21,1733229395775,722604,3867,6714,0
4,18,1733229415206,742035,929,1699,0
4,23,1733229445071,771900,2186,2249,0
4,14,1733229468857,795686,1465,1963,1
4,15,1733229470523,797352,1172,2554,0
4,17,1733229473815,800644,3020,4948,1
4,4,1733229481325,808154,1667,3083,0
4,11,1733229497497,824326,1192,1797,0
4,20,1733229508446,835275,1714,3500,0
4,19,1733229508797,835626,536,4425,0
4,19,1733229520543,847372,305,695,0
4,16,1733229527057,853886,3038,3709,0
4,2,1733229535606,862435,973,2005,0
4,1,1733229537848,864677,735,1285,0
4,15,1733229561002,887831,1811,2630,0
4,19,1733229575768,902597,283,618,0
4,20,1733229578789,905618,2835,3971,0
4,18,1733229602570,929399,1124,2578,0
4,16,1733229615529,942358,2724,4025,0
4,19,1733229633315,960144,447,781,0
4,22,1733229640524,967353,948,1778,1
4,12,1733229641980,968809,1196,2485,0
4,2,1733229649722,976551,866,1713,0
4,8,1733229656674,983503,2581,3524,1
4,14,1733229660494,987323,735,2058,0
4,4,1733229686189,1013018,3790,5148,0
4,17,1733229706196,1033025,1867,3307,0
4,21,1733229751012,1077841,3791,6572,0
4,7,1733229753582,1080411,1059,6044,0
4,1,1733229807588,1134417,787,1372,0
4,21,1733229826988,1153817,3687,6755,0
4,9,1733229861720,1188549,1755,2984,0
4,22,1733229904096,1230925,1161,2121,1
4,20,1733229912620,1239449,1583,3492,0
4,23,1733229940150,1266979,649,718,0
4,9,1733229973791,1300620,1589,2759,1
4,2,1733230013840,1340669,1265,2815,0
4,18,1733230055155,1381984,693,1592,0
