tenantName;queryName;timerName;launchTime;startTime;finishTime;relativeLaunchTime;waitingTime;executionTime
tenant1;q86;Timer-0;06:17:19.343;06:17:19.555;06:17:20.773;00:00:00.000;00:00:00.212;00:00:01.218
;q52;Timer-1;06:17:32.569;06:17:32.570;06:17:33.718;00:00:13.226;00:00:00.001;00:00:01.148
;q43;Timer-10;06:18:31.831;06:18:31.832;06:18:33.091;00:01:12.488;00:00:00.001;00:00:01.259
;q15;Timer-11;06:18:31.831;06:18:31.833;06:18:32.356;00:01:12.488;00:00:00.002;00:00:00.523
;q3;Timer-12;06:18:32.750;06:18:32.751;06:18:33.221;00:01:13.407;00:00:00.001;00:00:00.470
;q80;Timer-13;06:18:34.167;06:18:34.169;06:18:35.421;00:01:14.824;00:00:00.002;00:00:01.252
;q37;Timer-14;06:18:35.989;06:18:35.990;06:18:36.614;00:01:16.646;00:00:00.001;00:00:00.624
;q12;Timer-15;06:18:38.071;06:18:38.073;06:18:38.313;00:01:18.728;00:00:00.002;00:00:00.240
;q55;Timer-16;06:18:39.687;06:18:39.688;06:18:40.143;00:01:20.344;00:00:00.001;00:00:00.455
;q12;Timer-17;06:18:40.596;06:18:40.597;06:18:40.844;00:01:21.253;00:00:00.001;00:00:00.247
;q53;Timer-18;06:18:40.827;06:18:40.827;06:18:41.399;00:01:21.484;00:00:00.000;00:00:00.572
;q81;Timer-19;06:18:45.925;06:18:45.925;06:19:25.233;00:01:26.582;00:00:00.000;00:00:39.308
;q97;Timer-2;06:18:02.276;06:18:02.277;06:18:06.133;00:00:42.933;00:00:00.001;00:00:03.856
;q28;Timer-20;06:18:47.981;06:18:47.982;06:18:53.117;00:01:28.638;00:00:00.001;00:00:05.135
;q21;Timer-21;06:18:48.213;06:18:48.213;06:18:49.906;00:01:28.870;00:00:00.000;00:00:01.693
;q63;Timer-22;06:18:50.751;06:18:50.751;06:18:51.475;00:01:31.408;00:00:00.000;00:00:00.724
;q12;Timer-23;06:18:50.752;06:18:51.475;06:18:51.716;00:01:31.409;00:00:00.723;00:00:00.241
;q15;Timer-24;06:18:52.368;06:18:52.368;06:18:52.881;00:01:33.025;00:00:00.000;00:00:00.513
;q21;Timer-25;06:18:56.291;06:18:56.292;06:18:57.239;00:01:36.948;00:00:00.001;00:00:00.947
;q28;Timer-3;06:18:06.427;06:18:06.428;06:18:12.020;00:00:47.084;00:00:00.001;00:00:05.592
;q97;Timer-4;06:18:08.743;06:18:08.749;06:18:12.897;00:00:49.400;00:00:00.006;00:00:04.148
;q96;Timer-5;06:18:09.437;06:18:09.442;06:18:10.310;00:00:50.094;00:00:00.005;00:00:00.868
;q96;Timer-6;06:18:15.693;06:18:15.695;06:18:16.118;00:00:56.350;00:00:00.002;00:00:00.423
;q96;Timer-7;06:18:17.521;06:18:17.522;06:18:17.981;00:00:58.178;00:00:00.001;00:00:00.459
;q55;Timer-8;06:18:26.519;06:18:26.520;06:18:27.018;00:01:07.176;00:00:00.001;00:00:00.498
;q52;Timer-9;06:18:27.910;06:18:27.911;06:18:28.335;00:01:08.567;00:00:00.001;00:00:00.424
tenant2;q50;Timer-26;06:22:32.764;06:22:32.773;06:22:33.956;00:05:13.421;00:00:00.009;00:00:01.183
;q98;Timer-27;06:22:43.846;06:22:43.848;06:22:44.534;00:05:24.503;00:00:00.002;00:00:00.686
;q8;Timer-28;06:22:50.293;06:22:50.296;06:22:51.281;00:05:30.950;00:00:00.003;00:00:00.985
;q4;Timer-29;06:23:17.080;06:23:17.081;06:25:02.118;00:05:57.737;00:00:00.001;00:01:45.037
;q6;Timer-30;06:23:19.160;06:23:19.183;06:29:53.620;00:05:59.817;00:00:00.023;00:06:34.437
;q99;Timer-31;06:23:19.612;06:23:19.628;06:23:21.259;00:06:00.269;00:00:00.016;00:00:01.631
;q56;Timer-32;06:23:21.447;06:23:21.451;06:23:24.037;00:06:02.104;00:00:00.004;00:00:02.586
;q48;Timer-33;06:23:21.922;06:23:24.037;06:23:26.795;00:06:02.579;00:00:02.115;00:00:02.758
;q5;Timer-34;06:23:23.756;06:23:26.795;06:23:40.552;00:06:04.413;00:00:03.039;00:00:13.757
;q58;Timer-35;06:23:24.225;06:23:40.552;06:23:43.086;00:06:04.882;00:00:16.327;00:00:02.534
;q85;Timer-36;06:23:25.150;06:23:43.086;06:23:46.546;00:06:05.807;00:00:17.936;00:00:03.460
;q23;Timer-37;06:23:27.683;06:23:46.547;06:24:25.421;00:06:08.340;00:00:18.864;00:00:38.874
;q16;Timer-38;06:23:27.684;06:24:25.421;06:24:51.636;00:06:08.341;00:00:57.737;00:00:26.215
;q96;Timer-39;06:23:28.150;06:24:51.636;06:24:52.452;00:06:08.807;00:01:23.486;00:00:00.816
;q24;Timer-40;06:23:28.385;06:24:52.452;06:24:52.581;00:06:09.042;00:01:24.067;00:00:00.129
;q25;Timer-41;06:23:28.842;06:24:52.582;06:24:54.094;00:06:09.499;00:01:23.740;00:00:01.512
;q79;Timer-42;06:23:29.761;06:24:54.095;06:24:56.264;00:06:10.418;00:01:24.334;00:00:02.169
;q11;Timer-43;06:23:30.222;06:24:56.265;06:25:54.910;00:06:10.879;00:01:26.043;00:00:58.645
;q93;Timer-44;06:24:00.453;06:25:02.119;06:25:02.137;00:06:41.110;00:01:01.666;00:00:00.018
;q55;Timer-45;06:24:26.307;06:25:02.137;06:25:02.919;00:07:06.964;00:00:35.830;00:00:00.782
;q15;Timer-46;06:24:50.534;06:25:02.919;06:25:03.612;00:07:31.191;00:00:12.385;00:00:00.693
;q13;Timer-47;06:25:19.381;06:25:21.255;06:25:24.029;00:08:00.038;00:00:01.874;00:00:02.774
;q6;Timer-48;06:25:19.842;06:25:24.031;06:31:49.487;00:08:00.499;00:00:04.189;00:06:25.456
;q46;Timer-49;06:25:21.457;06:25:54.910;06:25:57.140;00:08:02.114;00:00:33.453;00:00:02.230
;q47;Timer-50;06:25:21.457;06:25:57.141;06:26:12.928;00:08:02.114;00:00:35.684;00:00:15.787
;q26;Timer-51;06:25:22.153;06:26:12.929;06:26:14.403;00:08:02.810;00:00:50.776;00:00:01.474
;q79;Timer-52;06:25:23.308;06:26:14.403;06:26:16.425;00:08:03.965;00:00:51.095;00:00:02.022
;q35;Timer-53;06:25:25.381;06:26:16.425;07:18:39.710;00:08:06.038;00:00:51.044;00:52:23.285
;q88;Timer-54;06:25:34.612;06:29:56.858;06:30:08.651;00:08:15.269;00:04:22.246;00:00:11.793
;q17;Timer-55;06:25:45.922;06:30:08.651;06:30:11.025;00:08:26.579;00:04:22.729;00:00:02.374
;q18;Timer-56;06:25:48.462;06:30:11.026;06:30:14.066;00:08:29.119;00:04:22.564;00:00:03.040
;q56;Timer-57;06:25:50.077;06:30:14.067;06:30:16.464;00:08:30.734;00:04:23.990;00:00:02.397
;q10;Timer-58;06:25:51.000;06:30:16.464;06:58:16.068;00:08:31.657;00:04:25.464;00:27:59.604
;q16;Timer-59;06:25:51.461;06:31:49.488;06:32:02.865;00:08:32.118;00:05:58.027;00:00:13.377
;q63;Timer-60;06:25:51.461;06:32:02.865;06:32:04.351;00:08:32.118;00:06:11.404;00:00:01.486
;q53;Timer-61;06:25:52.389;06:32:04.351;06:32:05.850;00:08:33.046;00:06:11.962;00:00:01.499
;q3;Timer-62;06:25:52.389;06:32:05.851;06:32:06.627;00:08:33.046;00:06:13.462;00:00:00.776
;q56;Timer-63;06:25:53.308;06:32:06.627;06:32:09.003;00:08:33.965;00:06:13.319;00:00:02.376
;q60;Timer-64;06:25:53.308;06:32:09.004;06:32:11.346;00:08:33.965;00:06:15.696;00:00:02.342
;q49;Timer-65;06:25:53.773;06:32:11.346;06:32:16.403;00:08:34.430;00:06:17.573;00:00:05.057
